evaluation_status	missing_evidence	chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_observed_fraction	rrbs_observed_bp	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_5prime_clearance	gene_dense_clearance_old_bodydist	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
excluded	repeat_content;conservation	NC_051805.1	91186888	91251253	64365	convergent	LOC119869582	LOC111096818	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.032491819807294	0.583	1.0209977129250765	0.578	0.05325057194235705	3.0	82.01848998822663	0.08855744581682591	5700	16.608182894217002	205930	2530495	37266	5083	5083	0.4227	0.4403	0.2543	0.4227	0.8158	0.4712	56.8
excluded	repeat_content;conservation	NC_051805.1	97204375	97272513	68138	convergent	LOC102156616	LOC111090790	True	False	False	False	False	False	False	False	False	False	False		False		True	False	False	1.2284536115129074	0.876	1.2207032381393625	0.858	0.06399257414278488	2.0	83.79897959317479	0.32874460653379906	22400	15.602949431674046	111556	1280871	302059	75719	24923	0.1277	0.4627	0.1817	0.5177	0.6034	0.3786	30.6
excluded	repeat_content;conservation	NC_051805.1	102569417	102626167	56750	convergent	LOC119870888	LOC119871020	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.946817088013685	0.26366666666666666	0.942516619667954	0.2613333333333333	0.04865422873959636	1.0	77.85141070505206	0.07841409691629955	4450	21.403757284558008	97792	1463935	129894	138	41312	0.8923	0.5053	0.4643	0.0817	0.554	0.4995	67.2
excluded	repeat_content;conservation;TAD_assignment	NC_051805.1	118762948	118834530	71582	convergent	LOC100685960	LOC111098307	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9842113524401132	0.42933333333333334	0.9665959795584953	0.37633333333333335	0.05139777436463926	6.0	83.75675363974138	0.06146796680729792	4400	15.507656483814634	0	4248827	647951	50051	3974	0.5567	0.388	0.1833	0.5287	0.0901	0.3494	19.7
excluded	repeat_content;conservation	NC_051805.1	120003827	120058858	55031	convergent	LOC102152107	DPY19L3	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.074961674928804	0.687	1.078267878400321	0.6986666666666667	0.055010718036208064	2.0	81.12225537345236	0.2880194799294943	15850	15.204920069784182	31342	3016224	582029	16890	15969	0.3377	0.4627	0.2973	0.5567	0.258	0.3825	32.1
excluded	repeat_content;conservation	NC_051806.1	2276949	2331192	54243	convergent	CUL2	LOC111094492	True	True	False	False	False	False	False	False	False	False	False		False		True	True	False	1.0203565932635728	0.5473333333333333	0.9872958427369595	0.458	0.05282379343867477	9.0	71.19410860211676	0.08742141843187139	4742	15.104104224255812	4070	40699965	1406095	92822	22196	0.447	0.3503	0.7197	0.5657	0.1131	0.4392	47.7
excluded	repeat_content;conservation;TAD_assignment	NC_051806.1	5490645	5562196	71551	convergent	LOC119870094	GAD2	True	True	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9657894948106304	0.35733333333333334	0.9133474026194913	0.12066666666666667	0.05164808005397985	12.0	86.60473108291626	0.06079579600564632	4350	14.607028278811224	0	37477615	277071	43261	43261	0.5343	0.3233	0.0867	0.611	0.0901	0.3291	13.2
excluded	repeat_content;conservation	NC_051806.1	9925163	9998285	73122	convergent	LOC119869979	LOC106560013	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.7496813017781575	0.003	0.7701482706867893	0.011333333333333334	0.03569936973366586	0.0	76.3657514444987	0.05128415524739476	3750	12.368468523025513	13276	33042311	933384	526	38794	0.9933	0.885	0.5367	0.8053	0.1644	0.6769	96.3
excluded	repeat_content;conservation	NC_051806.1	13354030	13405141	51111	convergent	LOC111091364	LOC106560015	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1748367960434773	0.8296666666666667	1.0396906689296117	0.6263333333333333	0.05981685461776672	28.0	64.92751330687292	0.1827590929545499	9341	12.85710725370194	54585	29624450	156901	30296	2688	0.2003	0.2137	0.8323	0.7707	0.3713	0.4777	59.4
excluded		NC_051806.1	17055808	17110317	54509	convergent	PTCHD3	ANKRD26	True	False	False	False	False	False	False	True	False	False	False	32.01	False	1.74708	False	True	False	0.9509262422441004	0.2856666666666667	0.9793336060121656	0.42833333333333334	0.05013949699374523	2.0	78.56331381546823	0.08714157295125576	4750	18.77389081842021	66938	25920973	2101216	25700	56866	0.6993	0.4627	0.4287	0.231	0.4266	0.4496	50.5
excluded	repeat_content;conservation	NC_051806.1	23362298	23415104	52806	convergent	BEND7	LOC119869987	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0796168361698522	0.696	1.0874829845443368	0.712	0.05471597194145846	1.0	83.8424857961794	0.23682914820285575	12506	14.607589021141793	36299	19615334	286259	35958	35958	0.3517	0.5053	0.1803	0.611	0.2835	0.3864	33.4
excluded	repeat_content;conservation;TAD_assignment	NC_051806.1	25264511	25315271	50760	convergent	USP6NL	LOC119869990	True	True	False	False	False	False	True	False	False	False	False		False		True	False	False	1.1748583070824414	0.8296666666666667	1.2186958986095553	0.856	0.059724987882131604	30.0	79.96610770767099	0.32054767533490935	16271	13.830881854609006	0	17714144	84179	168959	30775	0.203	0.205	0.354	0.6867	0.0901	0.3078	7.8
excluded	repeat_content;conservation	NC_051806.1	29613097	29682625	69528	convergent	LOC111091644	LOC111091655	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9965449938572872	0.4713333333333333	1.017132189270854	0.5673333333333334	0.05095978799936084	3.0	76.3457871712111	0.04822517546887585	3353	14.825824342043278	97861	13356174	561955	16953	6493	0.6013	0.4403	0.538	0.5907	0.554	0.5449	80.5
excluded	repeat_content;conservation	NC_051806.1	31421264	31473494	52230	convergent	LOC111091701	LOC119870074	True	False	False	False	False	False	False	False	False	True	False		False		True	True	False	0.9793205675381754	0.4086666666666667	0.9526416836053133	0.30833333333333335	0.0515039192619351	7.0	88.2116168305114	0.0871146850469079	4550	14.340129361223818	322379	11556656	375809	326835	28409	0.547	0.3723	0.0557	0.636	0.9209	0.5064	69.8
excluded	repeat_content;conservation	NC_051806.1	37763146	37815322	52176	convergent	LOC102153902	LOC111094200	True	False	False	False	False	False	True	False	False	True	False		False		True	False	False	1.0665057242805998	0.671	1.0616368689924478	0.668	0.05324939639854001	1.0	83.06681335014805	0.06462741490340386	3372	17.108464748425714	135766	5214801	119627	52283	52283	0.423	0.5053	0.212	0.3717	0.6759	0.4376	47.5
excluded	repeat_content;conservation	NC_051806.1	38503041	38573083	70042	convergent	ARHGAP26	NR3C1	True	True	False	True	False	False	True	False	False	True	False		False		True	True	False	0.9728321847244744	0.38533333333333336	0.9673087018321861	0.38066666666666665	0.05130341292351894	1.0	88.5178331228403	0.10208160817795037	7150	13.738048814591908	11938	4465973	35021	119380	132269	0.565	0.5053	0.0507	0.6937	0.1534	0.3936	35.4
excluded	repeat_content;conservation;TAD_assignment	NC_051806.1	39071176	39129828	58652	convergent	LOC119879638	LOC111092064	True	True	False	False	False	False	False	False	False	False	False		False		False	False	False	1.0371846131178095	0.597	1.0499177240803839	0.6463333333333333	0.05279263540995577	19.0	76.00518849160936	0.06137898110891359	3600	19.925446718931198	0	3903533	408039	230904	14974	0.4483	0.2673	0.5543	0.1517	0.0901	0.3024	6.5
excluded	repeat_content;conservation	NC_051806.1	39159547	39230847	71300	convergent	LOC111094604	LOC119870003	True	False	False	False	False	False	False	False	False	False	False		False		True	True	False	1.004706134837343	0.5003333333333333	0.984918838280036	0.45	0.051265261989598666	1.0	86.57796961920602	0.03927068723702665	2800	15.003198658978498	70197	3808838	502734	129885	14836	0.5697	0.5053	0.087	0.5767	0.4441	0.4366	47.1
excluded	repeat_content;conservation	NC_051806.1	55898984	55971473	72489	convergent	PTCD2	ZNF366	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0789315010212703	0.6953333333333334	1.0273915712594985	0.5973333333333334	0.05527600203682836	1.0	83.00299064407635	0.1841658734428672	13350	15.525579596092689	139772	2006509	594728	31014	31063	0.3247	0.5053	0.2163	0.5257	0.6865	0.4517	51.0
excluded	repeat_content;conservation	NC_051806.1	61050066	61110203	60137	convergent	LOC119870018	LOC102154386	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0935711170347655	0.7233333333333334	1.1130578896045684	0.749	0.055463279945116545	1.0	77.85742973505064	0.17875850142175367	10750	16.63855242577328	5134	1086768	38918	8850	8850	0.318	0.5053	0.4643	0.417	0.1189	0.3647	25.2
excluded	repeat_content;conservation;TAD_assignment	NC_051806.1	62723085	62783656	60571	convergent	RPGRIP1L	LOC119870323	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0576935579435653	0.6536666666666666	1.0999316107183694	0.7293333333333333	0.05469282334682879	1.0	81.37323798354791	0.20224199699526177	12250	15.86796607393207	0	2760004	52350	11086	11086	0.3527	0.5053	0.2847	0.4953	0.0901	0.3456	18.4
excluded	repeat_content;conservation	NC_051806.1	63630965	63704659	73694	convergent	TOX3	LOC100687235	True	True	False	False	False	False	False	False	False	False	False		False		True	True	False	1.0143493204871346	0.5333333333333333	1.018695295587182	0.5713333333333334	0.051938659447045066	1.0	79.54036621694212	0.07327597904849784	5400	17.909789436393314	7188	3674446	810677	106570	44696	0.5063	0.5053	0.373	0.3	0.1304	0.363	24.1
excluded	repeat_content;conservation	NC_051806.1	77425724	77486897	61173	convergent	LOC102153519	LOC119870436	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.172396985968564	0.828	1.1595234832465648	0.805	0.058956951780701955	1.0	75.80029094815254	0.261553299658346	16000	18.66002304515531	6310	847142	158053	26227	4814	0.2197	0.5053	0.565	0.2387	0.1247	0.3307	13.4
excluded	repeat_content;conservation;TAD_assignment	NC_051806.1	80612441	80666392	53951	convergent	LOC119870059	KLHDC7A	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.15138957792493	0.8	1.079409230402239	0.7006666666666667	0.05763161663005477	1.0	78.14494836544303	0.24483327463809754	13209	17.2828676218828	0	4030248	871943	7373	13440	0.2493	0.5053	0.4483	0.3523	0.0901	0.3291	13.2
excluded	repeat_content;conservation	NC_051806.1	84152591	84202660	50069	convergent	LOC119870024	PDPN	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1116442352042701	0.7496666666666667	1.1151135585829615	0.7513333333333333	0.05751739409514209	8.0	81.35907987639617	0.25982144640396254	13009	14.543152867688352	47375	959073	26810	1776	1776	0.2537	0.3613	0.2853	0.615	0.3378	0.3706	27.3
excluded	repeat_content;conservation	NC_051806.1	84303869	84363723	59854	convergent	LRRC38	C2H1orf158	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1553509330329867	0.8053333333333333	1.119614104038477	0.7583333333333333	0.05885882242385897	4.0	81.23286751201417	0.4140241253717379	24781	15.596482058573617	66204	802902	182981	13084	20937	0.2227	0.42	0.2917	0.519	0.4265	0.376	29.5
excluded	repeat_content;conservation	NC_051807.1	9691905	9747134	55229	convergent	ST8SIA4	LOC106558558	True	False	False	False	False	False	False	False	False	False	False		False		True	False	False	1.0341496138140043	0.588	1.0423630068302154	0.6303333333333333	0.0538994375431453	37.0	79.8680509103311	0.03349689474732478	1850	10.505478005660208	169519	10186984	1457004	93100	1328	0.386	0.1673	0.3597	0.9133	0.7547	0.5162	73.1
excluded		NC_051807.1	10779807	10837318	57511	convergent	LOC100685686	LOC119871165	True	False	False	False	False	False	False	False	False	False	False	38.03	False	4.32784	False	True	False	0.9317130263182204	0.19033333333333333	0.9419680972218514	0.25766666666666665	0.049374424295559535	1.0	84.90113559299046	0.039122950392098906	2250	19.011245020504656	216438	9097941	367961	339205	59955	0.8063	0.5053	0.1357	0.2137	0.8308	0.4984	66.8
excluded	repeat_content;conservation	NC_051807.1	21623166	21678171	55005	convergent	LOC119871170	LOC111095350	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9177014536652845	0.11666666666666667	0.9408924888536334	0.25066666666666665	0.04854877995170715	0.0	87.43328202076448	0.03545132260703572	1950	15.181107536606167	200668	1744142	565092	9181	9181	0.9033	0.885	0.0693	0.559	0.8086	0.6451	94.1
excluded		NC_051807.1	22304729	22367018	62289	convergent	LOC111095151	LOC119871362	True	False	False	False	False	False	False	False	False	False	False	32.58	False	4.00506	False	True	False	0.9088118193854714	0.08366666666666667	0.8866543910918224	0.049666666666666665	0.04759483657746358	1.0	81.84275512695312	0.020067748719677633	1250	12.81789126762977	139127	2429347	1250297	690744	105411	0.9537	0.5053	0.2617	0.772	0.6865	0.6358	93.7
excluded	repeat_content;conservation	NC_051807.1	25390804	25445201	54397	convergent	LOC119871164	LOC111095157	True	False	True	False	False	False	True	True	False	True	False		False		True	True	False	1.0701802982018123	0.6796666666666666	0.9512300441359139	0.30433333333333334	0.05716204940453299	39.0	41.761361284144954	0.09375517032189275	5100	14.232232752405567	268002	5511476	112640	40503	40503	0.2633	0.1593	0.988	0.6483	0.8848	0.5888	87.4
excluded	repeat_content;conservation	NC_051807.1	31153307	31211185	57878	convergent	GCNT4	MIR8901	True	False	False	False	False	True	True	True	False	False	False		False		True	True	False	0.9759327383739215	0.3953333333333333	0.8643613676635586	0.034	0.05065067060678276	25.0	79.01114922870289	0.09502747157814714	5500	15.59386080801487	207246	28959	261615	17812	16870	0.6317	0.2273	0.4037	0.5193	0.8186	0.5201	74.6
excluded	repeat_content;conservation	NC_051807.1	32087727	32156058	68331	convergent	TUBGCP5	LOC100688323	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9860244174629078	0.43733333333333335	1.011074538111388	0.5496666666666666	0.053301898536419944	18.0	68.00793368159654	0.12219929461005985	8350	12.969255555712659	96892	904072	1201261	6828	6828	0.42	0.2737	0.7853	0.7583	0.5502	0.5575	82.9
excluded	repeat_content;conservation	NC_051807.1	34846149	34921008	74859	convergent	LOC119871185	LOC106558580	True	False	False	False	False	False	False	False	False	False	False		False		False	True	False	0.975894742945662	0.3953333333333333	1.0261947243005036	0.5946666666666667	0.05093130196364568	30.0	64.99850921831784	0.03550675269506672	2658	19.513417308833322	141422	1857590	1919698	278110	449	0.6037	0.205	0.8317	0.1813	0.6915	0.5026	68.5
excluded	repeat_content;conservation;TAD_assignment	NC_051807.1	35803900	35876584	72684	convergent	UBE3A	LOC100685501	True	True	False	False	False	False	False	False	False	False	False		False		False	True	False	0.9349338509615326	0.20733333333333334	0.9382357733309269	0.23733333333333334	0.04946949292976843	1.0	77.10388439991435	0.041962467668262615	3050	15.056945651769638	0	2416216	963034	95766	29968	0.793	0.5053	0.5027	0.5697	0.0901	0.4922	64.6
excluded		NC_051807.1	44207725	44265967	58242	convergent	LOC119870785	LOC111095367	True	False	False	False	False	False	False	False	False	False	False	27.34	True	7.80566	False	True	False	0.9772173983142851	0.4013333333333333	0.9873949570670724	0.458	0.05066384142461915	1.0	83.21570537936303	0.026613097077710243	1550	19.636253055773285	111846	5980366	311387	295840	102576	0.6307	0.5053	0.205	0.1713	0.6034	0.4231	43.8
excluded	repeat_content;conservation	NC_051807.1	50781019	50831091	50072	convergent	AGBL1	LOC102152355	True	False	False	False	False	False	False	False	False	True	False		False		False	True	False	0.9470157770680736	0.2643333333333333	0.9631811776384711	0.3626666666666667	0.04941072619034788	1.0	82.04293935439166	0.03395111040102253	1700	15.339385621687946	281055	1416138	742330	582954	122480	0.802	0.5053	0.2537	0.5463	0.8949	0.6004	90.0
excluded	repeat_content;conservation	NC_051807.1	56269278	56323122	53844	convergent	EFL1	LOC106558624	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1952102170771033	0.8496666666666667	1.1945902550034224	0.8363333333333334	0.061254172754677504	1.0	76.64729503415666	0.29529752618676175	15900	14.525573679741393	178800	1218670	852591	16826	3932	0.169	0.5053	0.5223	0.6163	0.772	0.517	73.5
excluded	repeat_content;conservation	NC_051807.1	60928139	60979861	51722	convergent	LOC119871320	HMX1	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.2509044263261104	0.895	1.2348801063746213	0.8693333333333333	0.06452106245726094	10.0	53.849647555735075	0.32330536328834925	16722	16.103408784588613	46000	614422	652918	3652	9581	0.1203	0.3413	0.945	0.4697	0.3328	0.4418	48.4
