width	chrom	start	end	value
500	NC_051812.1	21176958	21177458	0.9466976343393326
500	NC_051826.1	7842851	7843351	1.2046834493875505
500	NC_051832.1	23318320	23318820	0.9787849709391594
500	NC_051826.1	25413129	25413629	0.9141654576063156
500	NC_051833.1	17088304	17088804	0.9146024363040924
500	NC_051809.1	29943455	29943955	0.9266244471073151
500	NC_051807.1	2109264	2109764	1.013510458111763
500	NC_051829.1	36190624	36191124	0.9778431488275527
500	NC_051808.1	41110383	41110883	1.2640449810028076
500	NC_051819.1	61161045	61161545	0.8815382522344589
500	NC_051827.1	8115558	8116058	1.0321628832817078
500	NC_051817.1	10643815	10644315	0.9730105119943618
500	NC_051812.1	28675666	28676166	1.1659089921712875
500	NC_051825.1	31659353	31659853	1.050733594417572
500	NC_051806.1	31183656	31184156	0.9779360405206681
500	NC_051807.1	31477622	31478122	0.9258188885099747
500	NC_051840.1	29881048	29881548	0.8821427962779999
500	NC_051827.1	24372312	24372812	0.9854138150215149
500	NC_051843.1	33485872	33486372	1.0402607873678207
500	NC_051828.1	38033024	38033524	1.2865298291444778
500	NC_051818.1	44983462	44983962	1.0378818879127503
500	NC_051807.1	25283002	25283502	1.0128293994665145
500	NC_051839.1	3437146	3437646	0.9863292862176896
500	NC_051809.1	40825206	40825706	0.9852073533535004
500	NC_051813.1	50138417	50138917	1.3671813359260558
500	NC_051809.1	51882379	51882879	0.8636740509271622
500	NC_051836.1	761889	762389	1.0120308246612548
500	NC_051828.1	37044954	37045454	0.9938454102277756
500	NC_051817.1	19766053	19766553	1.0494823442697525
500	NC_051823.1	34668061	34668561	0.9986184340715408
500	NC_051825.1	32782915	32783415	1.055611674785614
500	NC_051816.1	6206386	6206886	1.1338440244197845
500	NC_051805.1	22129398	22129898	0.8466603251695632
500	NC_051814.1	34757441	34757941	1.001151176095009
500	NC_051808.1	60320418	60320918	1.0324147531986236
500	NC_051823.1	5714538	5715038	0.9225520126223564
500	NC_051809.1	26871226	26871726	1.020518920660019
500	NC_051823.1	51126524	51127024	0.8575751650333404
500	NC_051814.1	43092423	43092923	0.8978138360977173
500	NC_051805.1	72867821	72868321	1.52000725710392
500	NC_051843.1	53134576	53135076	0.8769102140665054
500	NC_051832.1	20190048	20190548	1.189000622868538
500	NC_051806.1	23774532	23775032	1.0560248707532882
500	NC_051819.1	31730172	31730672	0.9356664370298385
500	NC_051842.1	3880805	3881305	0.8631405597925186
500	NC_051818.1	34899746	34900246	0.9586495515108109
500	NC_051811.1	77292754	77293254	0.9853675272464752
500	NC_051820.1	20564145	20564645	1.1183661031723022
500	NC_051817.1	18222238	18222738	0.9751639945507049
500	NC_051834.1	873439	873939	1.1620326263904572
500	NC_051838.1	22941703	22942203	0.9904313312768936
500	NC_051821.1	9182254	9182754	1.0323020132780074
500	NC_051807.1	61850213	61850713	1.0927432432174682
500	NC_051812.1	50592806	50593306	0.8915469195842743
500	NC_051826.1	45356088	45356588	1.084009860754013
500	NC_051831.1	33622267	33622767	1.0662303555806478
500	NC_051807.1	57081718	57082218	1.3047054944038392
500	NC_051810.1	71694119	71694619	0.9822570929527282
500	NC_051805.1	17419521	17420021	1.108855085849762
500	NC_051815.1	41914026	41914526	1.024692207455635
500	NC_051834.1	18591997	18592497	0.9667166916131973
500	NC_051813.1	50113041	50113541	1.1987328950166702
500	NC_051843.1	80667427	80667927	0.9255281188488007
500	NC_051820.1	18042932	18043432	1.037893971323967
500	NC_051811.1	80340624	80341124	1.4157834794521331
500	NC_051808.1	83314585	83315085	0.914852710366249
500	NC_051805.1	36845804	36846304	0.9830683082342148
500	NC_051843.1	55287400	55287900	0.9287788927555084
500	NC_051838.1	3842958	3843458	1.3004635083675384
500	NC_051838.1	31638699	31639199	1.0119841282367705
500	NC_051838.1	4901744	4902244	0.9506550629138947
500	NC_051813.1	32170149	32170649	0.9912797605991364
500	NC_051831.1	15520174	15520674	0.8096663447618484
500	NC_051815.1	49982452	49982952	0.796923752784729
500	NC_051807.1	68409461	68409961	1.0345456063747407
500	NC_051811.1	60519048	60519548	0.9770741014480591
500	NC_051842.1	22841796	22842296	0.9101451521813869
500	NC_051807.1	22378874	22379374	0.9544740476608277
500	NC_051834.1	36046069	36046569	1.0136084574460984
500	NC_051809.1	13730121	13730621	1.259184740304947
500	NC_051823.1	39786568	39787068	0.8796510820388794
500	NC_051809.1	78337063	78337563	0.9976604710817337
500	NC_051813.1	61879517	61880017	1.3529277799129487
500	NC_051843.1	98784148	98784648	0.9369800304174423
500	NC_051819.1	28277208	28277708	0.9694809174537659
500	NC_051805.1	17744496	17744996	1.038624374985695
500	NC_051810.1	21859966	21860466	1.2763085023164749
500	NC_051827.1	7023807	7024307	1.1630951200723647
500	NC_051807.1	27539146	27539646	1.0066481223106385
500	NC_051827.1	26978486	26978986	1.0119342249631882
500	NC_051823.1	23047375	23047875	0.8102975070476532
500	NC_051833.1	8400436	8400936	0.9300664901733399
500	NC_051828.1	4121388	4121888	1.217801350593567
500	NC_051808.1	65774871	65775371	0.912514940738678
500	NC_051807.1	52683350	52683850	0.9789754211902618
500	NC_051816.1	68172874	68173374	1.1312870516777038
500	NC_051812.1	9950632	9951132	0.9232049617767334
500	NC_051826.1	30344235	30344735	0.8885413104295731
500	NC_051843.1	66205900	66206400	0.8179576694965363
500	NC_051841.1	8860328	8860828	1.0226998158693315
500	NC_051805.1	73610245	73610745	0.9351735180616378
500	NC_051825.1	28948146	28948646	0.9133854649066925
500	NC_051807.1	67174783	67175283	1.1115566629171372
500	NC_051816.1	10314510	10315010	0.9906715643405914
500	NC_051843.1	21089709	21090209	
500	NC_051841.1	18436734	18437234	0.9852048351764678
500	NC_051833.1	18168680	18169180	0.9995537304878235
500	NC_051832.1	19565394	19565894	1.046618125796318
500	NC_051805.1	13458921	13459421	0.790148551106453
500	NC_051834.1	10124340	10124840	0.9229307687282562
500	NC_051810.1	62365022	62365522	1.0153046770095826
500	NC_051821.1	50094987	50095487	1.066030776500702
500	NC_051837.1	19179543	19180043	0.9014947967529297
500	NC_051823.1	16018806	16019306	1.302123279094696
500	NC_051815.1	31166006	31166506	0.8861955213546753
500	NC_051817.1	7282827	7283327	0.7890823096036911
500	NC_051837.1	20632694	20633194	1.0615243849754334
500	NC_051818.1	32414610	32415110	0.9185487580299377
500	NC_051810.1	19397826	19398326	1.304462860584259
500	NC_051830.1	34200867	34201367	1.0373440594673158
500	NC_051807.1	75834527	75835027	1.0011396291255952
500	NC_051806.1	40975259	40975759	0.9949103446006775
500	NC_051808.1	52908855	52909355	0.9489501124934147
500	NC_051834.1	12881036	12881536	1.0846972202062606
500	NC_051808.1	27622009	27622509	0.9962585353851319
500	NC_051840.1	18594067	18594567	0.8460145823955536
500	NC_051812.1	12457921	12458421	1.0156841597557067
500	NC_051808.1	40556820	40557320	1.1848890280723572
500	NC_051805.1	87433689	87434189	0.8658550977706909
500	NC_051809.1	4961927	4962427	1.0024144188165665
500	NC_051806.1	36996736	36997236	1.1161732549667358
500	NC_051827.1	31497575	31498075	1.0399152874946593
500	NC_051816.1	60871358	60871858	0.9549130610227585
500	NC_051820.1	19722034	19722534	1.0278834445476532
500	NC_051837.1	25086290	25086790	0.7771598345041275
500	NC_051805.1	104955968	104956468	1.025673780441284
500	NC_051809.1	79640756	79641256	0.8014403210282326
500	NC_051811.1	19185556	19186056	1.0395761365890503
500	NC_051822.1	53972828	53973328	1.4064381246566773
500	NC_051805.1	51330751	51331251	0.9275136609077453
500	NC_051815.1	69937031	69937531	1.0595816164016723
500	NC_051807.1	48640799	48641299	1.0470193003416062
500	NC_051835.1	4218277	4218777	0.8708590456247329
500	NC_051841.1	1607279	1607779	0.931831329703331
500	NC_051807.1	77744140	77744640	0.791687046289444
500	NC_051839.1	22727401	22727901	1.13749888920784
500	NC_051843.1	40750597	40751097	0.9847975271940231
500	NC_051831.1	37092335	37092835	0.9064719408750535
500	NC_051825.1	32133186	32133686	1.0434835655689239
500	NC_051808.1	69336257	69336757	0.8878694216012954
500	NC_051821.1	21152610	21153110	1.1056299537420273
500	NC_051836.1	20066638	20067138	0.7627396494746208
500	NC_051818.1	47865785	47866285	1.1883506429195405
500	NC_051825.1	20078649	20079149	1.0834550722837448
500	NC_051811.1	4954166	4954666	0.9149849673509598
500	NC_051819.1	9112914	9113414	1.0916403633356095
500	NC_051816.1	44405111	44405611	0.9936278959512711
500	NC_051815.1	17568530	17569030	1.0313572770357131
500	NC_051815.1	55669421	55669921	1.0792771507501602
500	NC_051815.1	24739292	24739792	1.092787718653679
500	NC_051827.1	12545142	12545642	1.1172578243017197
500	NC_051843.1	37723832	37724332	1.0468721659183502
500	NC_051840.1	26535163	26535663	1.0697731735706328
500	NC_051813.1	29817309	29817809	0.9445220284461975
500	NC_051821.1	62884485	62884985	0.7534995418787003
500	NC_051826.1	52701105	52701605	1.2020954871177674
500	NC_051833.1	23254888	23255388	1.1232127273082733
500	NC_051825.1	27776255	27776755	0.9276831272195597
500	NC_051812.1	13299873	13300373	1.6199312373399735
500	NC_051809.1	65826516	65827016	1.2536679966449737
500	NC_051827.1	26817305	26817805	1.2123323607444763
500	NC_051808.1	76610164	76610664	0.8376280248827405
500	NC_051824.1	37470739	37471239	0.8508923919200897
500	NC_051829.1	4939320	4939820	1.1768728595972062
500	NC_051806.1	45095567	45096067	0.8629672247171402
500	NC_051808.1	83305351	83305851	0.8044634091854096
500	NC_051843.1	21524940	21525440	1.0353430742025376
500	NC_051823.1	44260657	44261157	0.98734543800354
500	NC_051832.1	41721888	41722388	1.034112337589264
500	NC_051843.1	101034542	101035042	0.8465478911399841
500	NC_051811.1	58498500	58499000	0.8582513779401779
500	NC_051807.1	54800193	54800693	1.0380992513895035
500	NC_051824.1	9877991	9878491	0.9187360754013062
500	NC_051822.1	9743547	9744047	1.0033954824209212
500	NC_051822.1	27072206	27072706	0.9977837700843811
500	NC_051820.1	28900731	28901231	1.1805879786014557
500	NC_051831.1	42553884	42554384	1.141813382267952
500	NC_051819.1	52110836	52111336	1.414347902417183
500	NC_051823.1	7689284	7689784	0.9386994067430496
500	NC_051807.1	86483665	86484165	1.0571670317649842
500	NC_051807.1	66979994	66980494	0.9488550863265991
500	NC_051826.1	5447297	5447797	1.121033156991005
500	NC_051816.1	67736370	67736870	0.8914587593078613
500	NC_051826.1	48090377	48090877	1.0166031723022462
500	NC_051814.1	51942325	51942825	0.936942857503891
500	NC_051831.1	41547928	41548428	0.8896007654666901
500	NC_051811.1	64444035	64444535	1.0667483472824097
500	NC_051813.1	22580558	22581058	0.8113932502269745
500	NC_051808.1	85562381	85562881	1.0006981477737427
500	NC_051842.1	3561808	3562308	1.0581106947660446
500	NC_051817.1	47226569	47227069	0.9652491567134858
500	NC_051829.1	19909824	19910324	0.9218055849075317
500	NC_051821.1	62136355	62136855	0.8779816752672196
500	NC_051832.1	39188423	39188923	1.029919282078743
500	NC_051819.1	9123327	9123827	2.928296800613403
500	NC_051843.1	47823667	47824167	0.7927375569939613
500	NC_051828.1	41333821	41334321	0.9261120423078537
500	NC_051807.1	88337198	88337698	1.1024873397350312
500	NC_051836.1	34259858	34260358	1.0950376816987992
500	NC_051807.1	59164884	59165384	1.1622440115213395
500	NC_051823.1	1789396	1789896	1.2494029005765914
500	NC_051805.1	84604902	84605402	1.0714224858283996
500	NC_051818.1	44108468	44108968	1.0719670586585999
500	NC_051812.1	62119587	62120087	1.0014785506725312
500	NC_051818.1	19252197	19252697	1.0863160989284515
500	NC_051812.1	33288572	33289072	1.0989323749542237
500	NC_051840.1	22932761	22933261	0.9015473623275757
500	NC_051807.1	72558572	72559072	1.142077600836754
500	NC_051843.1	5612771	5613271	0.9417752619981766
500	NC_051812.1	66168615	66169115	1.0789530116319657
500	NC_051835.1	1707951	1708451	0.9761964449882508
500	NC_051844.1	418986	419486	1.1213771956307548
500	NC_051826.1	8479060	8479560	1.1496204286813736
500	NC_051807.1	60376939	60377439	1.2223201469182967
500	NC_051839.1	23262699	23263199	1.3623182442188262
500	NC_051811.1	2350089	2350589	1.0412631652355193
500	NC_051808.1	76042973	76043473	1.5076400117874145
500	NC_051809.1	69577361	69577861	0.9956903930902481
500	NC_051840.1	8974848	8975348	1.0563374140262605
500	NC_051805.1	80926792	80927292	0.8495408036708831
500	NC_051805.1	6370115	6370615	0.9114520674943924
500	NC_051824.1	57720796	57721296	1.352906612753868
500	NC_051811.1	64951246	64951746	1.1189304670095443
500	NC_051836.1	9556118	9556618	0.785903228772314
500	NC_051833.1	2406566	2407066	0.8536485080718994
500	NC_051841.1	3718961	3719461	0.889454201221466
500	NC_051827.1	41139807	41140307	1.1681963341236115
500	NC_051835.1	17646964	17647464	0.896313111782074
500	NC_051809.1	3596468	3596968	1.2586428669691085
500	NC_051807.1	64764939	64765439	1.1496716916561127
500	NC_051830.1	20521218	20521718	1.5086631841659546
500	NC_051825.1	4485334	4485834	0.8070281438827515
500	NC_051808.1	75756767	75757267	0.9677754245996475
500	NC_051829.1	2754193	2754693	0.9422371455430985
500	NC_051811.1	15643880	15644380	0.8500891514915101
500	NC_051828.1	25520710	25521210	1.0266452938318253
500	NC_051824.1	57730103	57730603	1.3824242613315583
500	NC_051806.1	6050455	6050955	1.099874391555786
500	NC_051805.1	75999179	75999679	1.017148601770401
500	NC_051838.1	19395934	19396434	1.1563565363883972
500	NC_051809.1	63558989	63559489	1.1507625708580016
500	NC_051807.1	71533207	71533707	1.1252341001033783
500	NC_051843.1	23321405	23321905	0.8132080435752869
500	NC_051818.1	33146892	33147392	1.0082962381839753
500	NC_051825.1	40882150	40882650	1.0992760807275772
500	NC_051822.1	25400496	25400996	0.9118140923976898
500	NC_051843.1	18441573	18442073	0.9513062800168991
500	NC_051812.1	31486411	31486911	0.9359851655960083
500	NC_051827.1	30798158	30798658	0.9638970490694047
500	NC_051825.1	23081284	23081784	0.9632697048187255
500	NC_051808.1	83719642	83720142	0.9181254291534424
500	NC_051820.1	42848573	42849073	0.8315358124971389
500	NC_051818.1	24663295	24663795	0.8612625682353974
500	NC_051807.1	90399946	90400446	0.9286205853223801
500	NC_051812.1	10091963	10092463	0.9246494055986404
500	NC_051813.1	38112381	38112881	0.9529685624837876
500	NC_051824.1	25201771	25202271	0.998323580622673
500	NC_051825.1	50652271	50652771	0.9284689655303955
500	NC_051816.1	30266781	30267281	0.919160350561142
500	NC_051810.1	74287193	74287693	0.9779673846960067
500	NC_051813.1	36476042	36476542	0.9167125436067581
500	NC_051805.1	36830187	36830687	0.9089612470865249
500	NC_051818.1	25540211	25540711	0.8563516446352005
500	NC_051810.1	7454379	7454879	1.351759131193161
500	NC_051822.1	32563071	32563571	1.0545481170415878
500	NC_051828.1	26716394	26716894	1.1960460436344147
500	NC_051826.1	40241799	40242299	1.0524747236967087
500	NC_051813.1	15270077	15270577	1.1183496797084809
500	NC_051821.1	51554013	51554513	1.0720612641572953
500	NC_051817.1	33917956	33918456	1.0923592473268509
500	NC_051815.1	47289513	47290013	1.1036348781585694
500	NC_051820.1	50131368	50131868	0.944716641664505
500	NC_051838.1	31135666	31136166	1.113986553311348
500	NC_051840.1	26412004	26412504	1.1899263968467713
500	NC_051820.1	31235673	31236173	0.9287283438444137
500	NC_051833.1	10340855	10341355	0.7786133044958115
500	NC_051835.1	12426598	12427098	0.9697692900896072
500	NC_051819.1	2716583	2717083	1.7988084757328033
500	NC_051806.1	9985379	9985879	0.6324042887850241
500	NC_051835.1	32479659	32480159	0.9937742415666581
500	NC_051812.1	4182042	4182542	1.2608429697752
500	NC_051814.1	34304972	34305472	1.0688677304983139
500	NC_051813.1	10725965	10726465	0.9207513576745987
500	NC_051830.1	36719881	36720381	0.8946452974677086
500	NC_051834.1	593398	593898	1.066317042350769
500	NC_051836.1	16202837	16203337	1.032261435985565
500	NC_051808.1	33133947	33134447	0.9021174647808075
500	NC_051823.1	36941972	36942472	0.8991924546957016
500	NC_051815.1	9040166	9040666	0.6421217119693756
500	NC_051843.1	9734828	9735328	0.9193922736644745
500	NC_051831.1	46038542	46039042	1.0253634268045426
500	NC_051813.1	47778565	47779065	1.1217243927717209
500	NC_051828.1	33584528	33585028	0.743088130056858
500	NC_051815.1	69924350	69924850	1.3265260338783265
500	NC_051805.1	79030182	79030682	0.7006076034158468
500	NC_051810.1	59211572	59212072	0.36286098342598155
500	NC_051808.1	46736621	46737121	0.7820698778629303
500	NC_051809.1	37419414	37419914	0.8594645780324935
500	NC_051843.1	106268450	106268950	0.9503860473632812
500	NC_051821.1	13125671	13126171	0.8091250687837601
500	NC_051843.1	106619852	106620352	1.0850161391496658
500	NC_051808.1	44761899	44762399	0.9899559350013732
500	NC_051816.1	32944615	32945115	0.8954618513584137
500	NC_051806.1	72005754	72006254	0.9819912937879562
500	NC_051817.1	48368910	48369410	0.9750018858909607
500	NC_051818.1	56093918	56094418	0.9352785085439682
500	NC_051809.1	13496216	13496716	1.0064422339200974
500	NC_051839.1	25344718	25345218	0.6352901535875657
500	NC_051810.1	3494580	3495080	1.1713277673721314
500	NC_051812.1	14629572	14630072	0.8446557449102402
500	NC_051823.1	27090640	27091140	1.0569037437438964
500	NC_051819.1	906755	907255	3.0031230306625365
500	NC_051811.1	6816618	6817118	1.1236366802453994
500	NC_051835.1	33753539	33754039	0.7942693983316421
500	NC_051825.1	33244013	33244513	0.9221324486732483
500	NC_051826.1	49340042	49340542	0.9763543784618378
500	NC_051806.1	65752560	65753060	1.0353054076433181
500	NC_051815.1	56177258	56177758	1.137991819024086
500	NC_051814.1	37961420	37961920	1.0699331384897233
500	NC_051835.1	13084831	13085331	0.7526582768088893
500	NC_051831.1	22318159	22318659	1.271455805182457
500	NC_051836.1	14433437	14433937	0.9390649194717408
500	NC_051840.1	15681188	15681688	0.8287561565041542
500	NC_051823.1	6640950	6641450	0.8435401648283005
500	NC_051814.1	59825725	59826225	1.0715335607528687
500	NC_051819.1	55288141	55288641	0.7726470022797585
500	NC_051807.1	49352004	49352504	1.0703362348079681
500	NC_051816.1	73364944	73365444	1.3177423722743988
500	NC_051825.1	47830185	47830685	0.8685151100158691
500	NC_051809.1	765555	766055	0.8565336811542511
500	NC_051809.1	30352283	30352783	1.381194661140442
500	NC_051805.1	74969663	74970163	1.1880887330770493
500	NC_051817.1	59391579	59392079	0.820539845585823
500	NC_051813.1	8829432	8829932	0.7084350181253333
500	NC_051805.1	73800281	73800781	1.2782396363019943
500	NC_051812.1	12815407	12815907	0.9105017081499099
500	NC_051825.1	36656317	36656817	0.9366747006177902
500	NC_051843.1	102006343	102006843	1.0296333799362183
500	NC_051819.1	40447385	40447885	1.0519871366024018
500	NC_051831.1	30102250	30102750	0.8088762253522873
500	NC_051829.1	46919303	46919803	1.1251473751068115
500	NC_051843.1	79210745	79211245	0.9996601313352584
500	NC_051837.1	24749357	24749857	0.8130091378688812
500	NC_051807.1	47095775	47096275	1.0260061383247376
500	NC_051817.1	46901400	46901900	0.9682293176651001
500	NC_051821.1	62951916	62952416	0.8587822821951404
500	NC_051843.1	83116217	83116717	1.0155038264989853
500	NC_051843.1	19570302	19570802	0.966624272108078
500	NC_051829.1	14970719	14971219	0.6884019814597235
500	NC_051830.1	25909589	25910089	
500	NC_051807.1	32178701	32179201	0.8481168516874313
500	NC_051805.1	62665380	62665880	0.8316012677550316
500	NC_051819.1	50682850	50683350	1.1427962929010391
500	NC_051843.1	109257647	109258147	
500	NC_051843.1	59083767	59084267	1.0161140084266662
500	NC_051816.1	5441003	5441503	1.0110919777154923
500	NC_051806.1	68405331	68405831	0.8256154193878174
500	NC_051821.1	35381350	35381850	1.1469083368778228
500	NC_051841.1	24809240	24809740	1.2588457310199737
500	NC_051834.1	9634028	9634528	0.9699840252399444
500	NC_051815.1	2792800	2793300	1.172524943947792
500	NC_051805.1	45499958	45500458	0.7202663494944572
500	NC_051826.1	6787138	6787638	0.9943516393899917
500	NC_051828.1	32088191	32088691	1.2065332543849945
500	NC_051837.1	24487164	24487664	0.9769929838180542
500	NC_051829.1	20435293	20435793	1.0150347466468812
500	NC_051805.1	111946089	111946589	1.028271006822586
500	NC_051824.1	13813173	13813673	1.0574858191013337
500	NC_051836.1	17316570	17317070	1.3714304691553116
500	NC_051820.1	279100	279600	0.5885344319045543
500	NC_051826.1	32954349	32954849	0.8736564368009567
500	NC_051816.1	2176040	2176540	0.8964824873209
500	NC_051838.1	25806556	25807056	0.6440181967020034
500	NC_051811.1	54426798	54427298	0.9483393936157226
500	NC_051836.1	20455704	20456204	0.7592645045518875
500	NC_051836.1	13581311	13581811	1.0286184405088425
500	NC_051812.1	53407543	53408043	0.7855993838906288
500	NC_051816.1	43386646	43387146	0.9877847471237182
500	NC_051812.1	41367816	41368316	0.6801591810252932
500	NC_051809.1	79411537	79412037	1.0801344573497773
500	NC_051806.1	58177562	58178062	0.8660373973846436
500	NC_051828.1	16699198	16699698	1.0525217726230622
500	NC_051833.1	22436723	22437223	0.8708568080663681
500	NC_051812.1	75165450	75165950	0.7455590218305588
500	NC_051816.1	39259669	39260169	0.8456072722673416
500	NC_051822.1	7782792	7783292	1.1264056586027145
500	NC_051843.1	108729698	108730198	1.0714030267000199
500	NC_051823.1	38734008	38734508	1.148515382528305
500	NC_051816.1	36439823	36440323	0.933759583234787
500	NC_051819.1	59677571	59678071	0.6166561929583549
500	NC_051808.1	9169337	9169837	0.9405710016489028
500	NC_051806.1	31490987	31491487	0.8499457426667213
500	NC_051809.1	49695899	49696399	0.7819325437545777
500	NC_051818.1	1078547	1079047	0.9623522291183472
500	NC_051825.1	45920897	45921397	1.1375415416955947
500	NC_051816.1	25230895	25231395	0.9874969530105591
500	NC_051843.1	122282963	122283463	0.8807750042676926
500	NC_051821.1	49231814	49232314	0.8979083421230316
500	NC_051812.1	26093216	26093716	0.9375679523944854
500	NC_051810.1	70205855	70206355	1.0539215183258057
500	NC_051813.1	55235745	55236245	1.5231371665000915
500	NC_051821.1	59517426	59517926	1.1432429386377334
500	NC_051829.1	11199791	11200291	1.0432307300567627
500	NC_051826.1	36689079	36689579	0.9954749772548676
500	NC_051812.1	64318260	64318760	1.0750474190711976
500	NC_051813.1	14965500	14966000	0.9536016494035721
500	NC_051808.1	30886870	30887370	0.986440811753273
500	NC_051812.1	65800920	65801420	0.9580946046113968
500	NC_051822.1	14254958	14255458	1.1405573341846467
500	NC_051832.1	33153406	33153906	0.8806000252962113
500	NC_051817.1	55133555	55134055	1.0921801441907883
500	NC_051843.1	60517597	60518097	0.9305040031671524
500	NC_051826.1	15878301	15878801	0.9452468736171722
500	NC_051839.1	21947800	21948300	0.8498696625232697
500	NC_051832.1	19686551	19687051	1.0907918442487716
500	NC_051822.1	10533539	10534039	0.9131198180913925
500	NC_051807.1	39668965	39669465	0.9198582309484482
500	NC_051843.1	82966240	82966740	0.9508439278602601
500	NC_051820.1	57967889	57968389	0.9797396786212921
500	NC_051805.1	53391327	53391827	1.1637776514291764
500	NC_051843.1	93935879	93936379	1.0569098774194718
500	NC_051805.1	12701615	12702115	1.060220120549202
500	NC_051811.1	46365768	46366268	1.060700846195221
500	NC_051818.1	4000145	4000645	0.8964540803432465
500	NC_051820.1	49005998	49006498	1.0971600065231324
500	NC_051805.1	38544075	38544575	0.8763599783182144
500	NC_051807.1	59024610	59025110	1.2186651742458343
500	NC_051806.1	33139398	33139898	1.0186780389547347
500	NC_051827.1	23938606	23939106	0.7959146429300308
500	NC_051812.1	15580371	15580871	1.058337997674942
500	NC_051816.1	16944710	16945210	1.0750222313404083
500	NC_051805.1	51373566	51374066	1.0512885209321976
500	NC_051807.1	38520408	38520908	0.8481479150056839
500	NC_051805.1	106390466	106390966	1.0722584838867188
500	NC_051820.1	17045659	17046159	1.0744165523052216
500	NC_051814.1	34441606	34442106	1.178388538122177
500	NC_051817.1	35294400	35294900	1.188899677991867
500	NC_051835.1	30847344	30847844	1.0634769855737687
500	NC_051811.1	18559399	18559899	0.8871883130073548
500	NC_051811.1	26134287	26134787	0.8825686600804329
500	NC_051819.1	56285471	56285971	1.0056434342861176
500	NC_051810.1	53477044	53477544	0.9375794233083725
500	NC_051814.1	17369734	17370234	1.0424154281616211
500	NC_051805.1	114728927	114729427	1.057287085056305
500	NC_051818.1	52738853	52739353	0.9724774020910263
500	NC_051808.1	63333764	63334264	0.8246672475934028
500	NC_051805.1	39338955	39339455	1.0740713828802109
500	NC_051840.1	4293306	4293806	0.9059304633140564
500	NC_051805.1	115038106	115038606	1.2681446666717529
500	NC_051805.1	23222630	23223130	1.003178516626358
500	NC_051807.1	65590442	65590942	0.8883590187629063
500	NC_051811.1	50256248	50256748	0.9004462823867798
500	NC_051822.1	13123699	13124199	0.9092632215023041
500	NC_051836.1	23031331	23031831	0.8779754749536515
500	NC_051805.1	34609994	34610494	1.0396065143346787
500	NC_051824.1	50260015	50260515	0.9525848811864853
500	NC_051808.1	79813055	79813555	0.8652722090482712
500	NC_051836.1	30162515	30163015	0.9837991970777512
500	NC_051811.1	20136107	20136607	0.8501762114763259
500	NC_051818.1	56085522	56086022	1.0945102301836014
500	NC_051823.1	50259523	50260023	0.922785086274147
500	NC_051815.1	74381260	74381760	1.1568743395805359
