genes	chrom	start	end	window_bp	atac_mean	atac_observed_fraction	atac_length_matched_percentile	atac_peak_frequency_max	rrbs_observed_fraction	rrbs_mean_observed	rrbs_dogs_max	repeat_overlap_bp	phylop_scored_fraction	phylop_mean_observed	phylop_max_observed	atac-peaks-bed_overlap_bp	external-regulatory-bed_overlap_bp	tad-boundaries-bed_overlap_bp	cpg_overlap_bp	epic_nonquiescent_bp_union	epic_promoter_enhancer_bp_union	epic_regulatory_tissues	local_review_status	selected_1kb_previously	small_variant_review	small_variant_PASS_SNP_records	small_variant_PASS_nonSNP_records	SV_review	conservation_status	T_cell_accessibility_status	CAR_T_functional_safety_status	decision_status	previous_atac_mean	previous_atac_length_matched_percentile	gate_evidence_dogs_min	gate_evidence_dogs_median	gate_evidence_dogs_max	exploratory_Pareto_front
LOC119876429/LOC119872513	NC_051811.1	17222706	17223206	500	1.0771165759563446	1.0	71.40451330414281	0.0	0.212	77.75177145903965	6.0	169	1.0	0.754158	6.122	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0807690200805664	72.46666666666667	13	24.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17222956	17223456	500	1.1373099519014358	1.0	80.09430784776019	0.0	0.5	83.69652709960937	6.0	0	1.0	0.82246	6.936	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1407300807237626	81.03333333333333	17	25.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17223206	17223706	500	1.0427737876176835	1.0	63.38834624452677	0.0	0.388	78.26002061981515	4.0	0	0.99	0.3013393939393939	6.936	0	0	0	147	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.042780810713768	64.06666666666668	14	23.5	30	False
LOC119876429/LOC119872513	NC_051811.1	17223456	17223956	500	1.038693299293518	1.0	62.041091276524085	0.0	0.1	50.0	1.0	245	0.99	0.0408909090909091	4.736	0	0	0	219	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0387003079652786	62.73333333333333	14	25.5	33	False
LOC119876429/LOC119872513	NC_051811.1	17223706	17224206	500	1.1908064652681352	1.0	86.15695520377231	0.0	0.0		0.0	477	1.0	0.200286	5.207	0	0	0	72	67	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1903612537384034	86.33333333333333	19	27.0	34	False
LOC119876429/LOC119872513	NC_051811.1	17223956	17224456	500	1.2403321760892867	1.0	89.69349949477939	0.0	0.0		0.0	435	1.0	0.28258799999999995	5.207	0	0	0	0	317	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.2296512138843536	89.33333333333333	16	26.5	34	False
LOC119876429/LOC119872513	NC_051811.1	17224206	17224706	500	1.110245727777481	1.0	76.75985180195352	0.0	0.0		0.0	422	1.0	0.220938	3.73	0	0	0	0	500	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0996516110897063	75.63333333333333	16	23.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17224456	17224956	500	1.0001995236873626	1.0	50.757830919501515	0.0	0.0		0.0	219	0.998	0.38356913827655315	4.424	0	0	0	0	283	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0000780363082886	51.63333333333333	11	18.5	30	False
LOC119876429/LOC119872513	NC_051811.1	17224706	17225206	500	1.0673651329278946	1.0	69.2489053553385	0.0	0.0		0.0	72	0.998	0.5947695390781562	8.368	0	0	0	0	33	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0598469997644424	68.10000000000001	11	21.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17224956	17225456	500	1.1002257256507872	1.0	75.37891545975076	0.0	0.1	100.0	1.0	289	1.0	1.115664	8.368	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0924705101251602	74.4	9	22.5	33	False
LOC119876429/LOC119872513	NC_051811.1	17225206	17225706	500	1.017642188668251	1.0	56.07948804311216	0.0	0.1	100.0	1.0	370	1.0	0.85683	8.354	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0176490389108659	56.8	9	18.5	31	False
LOC119876429/LOC119872513	NC_051811.1	17225456	17225956	500	1.014698656797409	1.0	55.03536544291007	0.0	0.0		0.0	403	1.0	0.15712399999999999	3.685	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0097211579084395	54.56666666666666	11	23.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17225706	17226206	500	1.0673998939990996	1.0	69.2489053553385	0.0	0.0		0.0	500	1.0	0.137036	3.277	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0570566818714142	67.46666666666667	12	19.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17225956	17226456	500	1.0751680692434311	1.0	71.16874368474234	0.0	0.0		0.0	500	1.0	0.195772	2.923	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0661138827800751	69.3	11	17.0	24	False
LOC119876429/LOC119872513	NC_051811.1	17226206	17226706	500	0.9553427090644836	1.0	37.72313910407545	0.0	0.0		0.0	492	0.998	0.2036432865731463	4.421	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.951653810620308	37.666666666666664	8	15.0	22	False
LOC119876429/LOC119872513	NC_051811.1	17226456	17226956	500	0.893236841082573	1.0	19.70360390703941	0.0	0.0		0.0	270	0.998	0.15677755511022043	4.421	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8932428888082504	21.366666666666667	8	18.0	25	False
LOC119876429/LOC119872513	NC_051811.1	17226706	17227206	500	0.8905949242115021	1.0	19.26574604243853	0.0	0.0		0.0	278	1.0	0.16898399999999997	3.688	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8874215377569199	20.133333333333333	13	18.5	25	False
LOC119876429/LOC119872513	NC_051811.1	17226956	17227456	500	0.9313077440261841	1.0	30.88582014146177	0.0	0.0		0.0	365	1.0	0.201026	3.688	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9281346287727356	31.333333333333336	15	18.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17227206	17227706	500	1.0080013564825059	1.0	53.51970360390704	0.0	0.0		0.0	193	1.0	0.13619	3.434	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.008008156657219	54.233333333333334	5	20.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17227456	17227956	500	0.9308677576780319	1.0	30.78477601886157	0.0	0.0		0.0	241	1.0	0.223606	4.293	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9301083688735962	31.933333333333337	5	17.0	33	False
LOC119876429/LOC119872513	NC_051811.1	17227706	17228206	500	0.8779865128993988	1.0	16.23442236443247	0.0	0.0		0.0	196	1.0	0.399344	4.293	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.8723377896547317	16.7	5	17.5	26	False
LOC119876429/LOC119872513	NC_051811.1	17227956	17228456	500	0.9879541927576065	1.0	47.69282586729538	0.0	0.1	100.0	1.0	281	1.0	0.24873200000000004	5.055	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9830718867778778	46.766666666666666	10	18.0	26	False
LOC119876429/LOC119872513	NC_051811.1	17228206	17228706	500	1.0551881539821624	1.0	66.52071404513305	0.0	0.1	100.0	1.0	412	1.0	0.12603799999999998	5.055	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.055195266366005	67.03333333333333	10	19.5	24	False
LOC119876429/LOC119872513	NC_051811.1	17228456	17228956	500	1.1061828867197037	1.0	76.1535870663523	0.0	0.0		0.0	334	1.0	0.13017399999999998	3.883	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1061903412342071	76.5	14	20.0	27	False
LOC119876429/LOC119872513	NC_051811.1	17228706	17229206	500	1.1559630163908006	1.0	82.82249915796565	0.0	0.112	82.75143023899624	5.0	203	1.0	0.135216	3.883	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.144408613204956	81.53333333333333	15	21.5	32	False
LOC119876429/LOC119872513	NC_051811.1	17228956	17229456	500	1.1009874312877654	1.0	75.4462782081509	0.0	0.2	79.20431137084961	5.0	33	1.0	0.12163800000000001	3.524	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0894326570034027	73.73333333333333	15	22.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17229206	17229706	500	1.0235988047122955	1.0	57.39306163691479	0.0	0.088	74.6897964477539	2.0	0	1.0	0.36737000000000003	4.875	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.02360571205616	58.06666666666666	15	21.0	28	False
LOC119876429/LOC119872513	NC_051811.1	17229456	17229956	500	0.9873832927942277	1.0	47.35601212529471	0.0	0.0		0.0	0	1.0	0.5793140000000001	5.559	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	0.9873899528980256	48.3	16	21.0	28	False
LOC119876429/LOC119872513	NC_051811.1	17229706	17230206	500	1.0261218855381011	1.0	58.268777366116545	0.0	0.0		0.0	27	0.998	0.4368016032064128	5.559	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0254710465669632	58.733333333333334	14	22.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17229956	17230456	500	1.043357583642006	1.0	63.523071741327044	0.0	0.0		0.0	127	0.998	0.3206192384769539	4.706	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0362563750743865	61.86666666666667	13	21.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17230206	17230706	500	1.0326652367115021	1.0	60.22229706972044	0.0	0.212	84.15908856661815	70.0	100	1.0	0.225622	4.131	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0262216956615449	58.96666666666667	13	22.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17230456	17230956	500	1.0478881895542145	1.0	64.19669922532839	0.0	0.4	87.72701835632324	70.0	0	1.0	1.210158	10.628	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.0500030214786529	65.33333333333333	10	21.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17230706	17231206	500	1.1009396479129792	1.0	75.4462782081509	0.0	0.4	93.97220397949219	67.0	0	1.0	1.7898600000000002	10.784	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.1060038416385651	76.46666666666667	10	19.0	27	False
LOC119876429/LOC119872513	NC_051811.1	17230956	17231456	500	1.0488734794855117	1.0	64.36510609632873	0.0	0.3	97.13267008463542	11.0	143	1.0	0.8286760000000001	10.784	0	0	0	0	116	116	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0518295377492906	66.03333333333333	4	19.0	27	False
LOC119876429/LOC119872513	NC_051811.1	17231206	17231706	500	1.0555874435901642	1.0	66.52071404513305	0.0	0.088	100.0	1.0	217	1.0	0.215462	5.455	0	0	0	0	366	366	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0493777140378953	65.10000000000001	4	20.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17231456	17231956	500	1.177231942176819	1.0	84.87706298416975	0.0	0.0		0.0	74	1.0	0.263884	5.455	0	0	0	0	500	500	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.1710230255126952	84.7	17	24.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17231706	17232206	500	1.0465007549524308	1.0	63.960929605927916	0.0	0.1	61.808902740478516	4.0	0	1.0	0.389184	4.823	0	0	0	0	500	500	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.046507791519165	64.60000000000001	7	22.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17231956	17232456	500	0.9610835433006286	1.0	39.07039407207814	0.0	0.1	61.808902740478516	4.0	0	1.0	0.14956999999999995	4.076	0	0	0	0	500	500	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	0.9610899955034256	40.06666666666667	7	16.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17232206	17232706	500	1.0149836525917053	1.0	55.1027281913102	0.0	0.0		0.0	157	1.0	0.11794599999999998	4.129	0	0	0	0	500	500	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0149904705286026	55.833333333333336	9	21.0	28	False
LOC119876429/LOC119872513	NC_051811.1	17232456	17232956	500	0.9842784334421157	1.0	46.109801279892224	0.0	0.2	100.0	1.0	157	1.0	0.558668	4.671	0	0	0	0	500	500	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	0.9842850620746613	47.16666666666667	17	23.0	32	False
LOC119876429/LOC119872513	NC_051811.1	17232706	17233206	500	1.0451497653722763	1.0	63.79252273492758	0.0	0.2	100.0	1.0	0	1.0	0.48030600000000007	4.671	0	0	0	0	500	500	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0451568105220794	64.43333333333334	14	26.0	35	False
LOC119876429/LOC119872513	NC_051811.1	17232956	17233456	500	1.103767364025116	1.0	75.7494105759515	0.0	0.0		0.0	0	1.0	0.24580600000000002	5.746	0	0	0	0	500	500	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.1037747936248778	76.1	14	19.0	35	False
LOC119876429/LOC119872513	NC_051811.1	17233206	17233706	500	1.0581238088607787	1.0	67.26170427753453	0.0	0.0		0.0	0	1.0	0.26926	5.746	0	0	0	0	500	500	CL	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.0573665193319322	67.53333333333333	14	19.0	27	False
LOC119876429/LOC119872513	NC_051811.1	17233456	17233956	500	1.1344154818058014	1.0	79.82485685415965	0.0	0.0		0.0	0	1.0	0.09615800000000001	3.603	0	0	0	0	500	500	CL;MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.135832923054695	80.23333333333333	15	22.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17233706	17234206	500	1.2135495755672454	1.0	87.94206803637589	0.0	0.0		0.0	34	1.0	-0.06404400000000002	3.63	0	0	0	0	500	500	CL;MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.2137343044281006	88.13333333333333	21	26.0	31	False
LOC119876429/LOC119872513	NC_051811.1	17233956	17234456	500	1.2628619928359985	1.0	91.10811721118222	0.0	0.0		0.0	34	1.0	-0.04477000000000002	3.63	0	0	0	0	500	500	CL;MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.2636916000843048	91.23333333333333	13	27.5	39	False
LOC119876429/LOC119872513	NC_051811.1	17234206	17234706	500	1.201111312866211	1.0	86.83058268777366	0.0	0.0		0.0	0	1.0	0.099174	3.982	0	0	0	0	483	483	CL;MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.2021179738044738	87.23333333333333	13	27.0	39	False
LOC119876429/LOC119872513	NC_051811.1	17234456	17234956	500	1.1472806990146638	1.0	81.71101380936342	0.0	0.0		0.0	196	1.0	0.184044	6.154	0	0	0	0	233	233	CL;MG	regulatory_annotation_present	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	regulatory_conflict_requires_resolution	1.1443978344202042	81.53333333333333	17	29.0	39	False
LOC119876429/LOC119872513	NC_051811.1	17234706	17235206	500	1.2307662198543547	1.0	89.22196025597844	0.0	0.0		0.0	295	1.0	0.208634	6.154	0	0	0	0	0	0		no_promoter_enhancer_in_queried_epic_tissues	False	not_assessed			not_assessed	pilot_only	not_validated	not_validated	insufficient_evidence_for_safe_harbor	1.2297041000127793	89.33333333333333	17	30.0	39	False
