chrom	start0	end0	bases	relation_to_catalogued_span	GC_fraction_canonical	canonical_fraction	N_bases	MAPQ_min	exclude_marked_duplicates	aligned_read_bases	mean_read_base_depth	sampled	canonical_probes	excluded_noncanonical	origin_MAPQ30	sampled_origin_MAPQ30_fraction
NC_049253.1	7600000	7700000	100000	inside	0.39189	1.0	0	30	True	2004281	20.04281	100	100		98	0.98
NC_049253.1	7700000	7800000	100000	inside	0.37388	1.0	0	30	True	1988009	19.88009	100	100		99	0.99
NC_049253.1	7800000	7900000	100000	inside	0.3641	1.0	0	30	True	2014407	20.14407	100	100		100	1.0
NC_049253.1	7900000	8000000	100000	inside	0.36609	1.0	0	30	True	1962558	19.62558	100	100		99	0.99
NC_049253.1	8000000	8100000	100000	inside	0.34919	1.0	0	30	True	2014607	20.14607	100	100		100	1.0
NC_049253.1	8100000	8200000	100000	inside	0.34656	1.0	0	30	True	1970704	19.70704	100	100		100	1.0
NC_049253.1	8200000	8300000	100000	inside	0.3548	1.0	0	30	True	1928021	19.28021	100	100		98	0.98
NC_049253.1	8300000	8400000	100000	inside	0.3514	1.0	0	30	True	1982734	19.82734	100	100		99	0.99
NC_049253.1	8400000	8500000	100000	inside	0.34497	1.0	0	30	True	1929624	19.29624	100	100		100	1.0
NC_049253.1	8500000	8600000	100000	inside	0.33842	1.0	0	30	True	1934801	19.34801	100	100		100	1.0
NC_049253.1	8600000	8700000	100000	inside	0.34704	1.0	0	30	True	1487758	14.87758	100	100		65	0.65
NC_049253.1	8700000	8800000	100000	inside	0.35095	1.0	0	30	True	1405408	14.05408	100	100		72	0.72
NC_049253.1	8800000	8900000	100000	inside	0.35219	1.0	0	30	True	1959049	19.59049	100	100		100	1.0
NC_049253.1	8900000	9000000	100000	inside	0.3703	1.0	0	30	True	2004925	20.04925	100	100		100	1.0
NC_049253.1	9000000	9100000	100000	inside	0.36734	1.0	0	30	True	2010330	20.1033	100	100		100	1.0
NC_049253.1	9100000	9200000	100000	inside	0.42965	1.0	0	30	True	1931500	19.315	100	100		100	1.0
NC_049253.1	9200000	9300000	100000	inside	0.37001	1.0	0	30	True	2001201	20.01201	100	100		100	1.0
NC_049253.1	9300000	9400000	100000	inside	0.38431	1.0	0	30	True	1965091	19.65091	100	100		98	0.98
NC_049253.1	9400000	9500000	100000	inside	0.38754	1.0	0	30	True	1925730	19.2573	100	100		92	0.92
NC_049253.1	9500000	9600000	100000	inside	0.39532	1.0	0	30	True	1957983	19.57983	100	100		100	1.0
NC_049253.1	9600000	9700000	100000	inside	0.38649	1.0	0	30	True	1970430	19.7043	100	100		100	1.0
NC_049253.1	9700000	9800000	100000	inside	0.38067	1.0	0	30	True	1995817	19.95817	100	100		100	1.0
NC_049253.1	9800000	9900000	100000	inside	0.37217	1.0	0	30	True	2023524	20.23524	100	100		100	1.0
NC_049253.1	9900000	10000000	100000	inside	0.3897	1.0	0	30	True	2000009	20.00009	100	100		100	1.0
NC_049253.1	10000000	10100000	100000	inside	0.40155	1.0	0	30	True	1945707	19.45707	100	100		98	0.98
NC_049253.1	10100000	10200000	100000	inside	0.35972	1.0	0	30	True	2013201	20.13201	100	100		99	0.99
NC_049253.1	10200000	10300000	100000	inside	0.39708	1.0	0	30	True	1803454	18.03454	100	100		94	0.94
NC_049253.1	10300000	10400000	100000	inside	0.35703	1.0	0	30	True	2038063	20.38063	100	100		100	1.0
NC_049253.1	10400000	10500000	100000	inside	0.35174	1.0	0	30	True	2011584	20.11584	100	100		100	1.0
NC_049253.1	10500000	10600000	100000	inside	0.35629	1.0	0	30	True	2065066	20.65066	100	100		100	1.0
NC_049253.1	10600000	10700000	100000	inside	0.35842	1.0	0	30	True	2080214	20.80214	100	100		100	1.0
NC_049253.1	10700000	10800000	100000	inside	0.37385	1.0	0	30	True	2068417	20.68417	100	100		99	0.99
NC_049253.1	10800000	10900000	100000	inside	0.39952	1.0	0	30	True	1997226	19.97226	100	100		100	1.0
NC_049253.1	10900000	11000000	100000	inside	0.39162	1.0	0	30	True	2040303	20.40303	100	100		100	1.0
NC_049253.1	11000000	11100000	100000	inside	0.41378	1.0	0	30	True	1943409	19.43409	100	100		95	0.95
NC_049253.1	11100000	11200000	100000	inside	0.39431	1.0	0	30	True	1707946	17.07946	100	100		79	0.79
NC_049253.1	11200000	11300000	100000	inside	0.40214	1.0	0	30	True	2016202	20.16202	100	100		99	0.99
NC_049253.1	11300000	11400000	100000	inside	0.41818	1.0	0	30	True	2012298	20.12298	100	100		100	1.0
NC_049253.1	11400000	11500000	100000	inside	0.4122	1.0	0	30	True	1997031	19.97031	100	100		100	1.0
NC_049253.1	11500000	11600000	100000	inside	0.39621	1.0	0	30	True	1999651	19.99651	100	100		99	0.99
NC_049253.1	11600000	11700000	100000	inside	0.38832	1.0	0	30	True	1977641	19.77641	100	100		100	1.0
NC_049253.1	11700000	11800000	100000	inside	0.38337	1.0	0	30	True	2056039	20.56039	100	100		99	0.99
NC_049253.1	11800000	11900000	100000	inside	0.37784	1.0	0	30	True	2030652	20.30652	100	100		95	0.95
NC_049253.1	11900000	12000000	100000	inside	0.35919	1.0	0	30	True	2012986	20.12986	100	100		98	0.98
NC_049253.1	12000000	12100000	100000	inside	0.36853	1.0	0	30	True	1871614	18.71614	100	100		93	0.93
NC_049253.1	12100000	12200000	100000	inside	0.36103	1.0	0	30	True	2008930	20.0893	100	100		100	1.0
NC_049253.1	12200000	12300000	100000	inside	0.36067	1.0	0	30	True	1950856	19.50856	100	100		100	1.0
NC_049253.1	12300000	12400000	100000	inside	0.36242	1.0	0	30	True	1973883	19.73883	100	100		100	1.0
NC_049253.1	12400000	12500000	100000	inside	0.3438	1.0	0	30	True	1972930	19.7293	100	100		99	0.99
NC_049253.1	12500000	12600000	100000	inside	0.35321	1.0	0	30	True	1983220	19.8322	100	100		100	1.0
NC_049253.1	12600000	12700000	100000	inside	0.35927	1.0	0	30	True	1928759	19.28759	100	100		96	0.96
NC_049253.1	12700000	12800000	100000	inside	0.35816	1.0	0	30	True	1995384	19.95384	100	100		97	0.97
NC_049253.1	12800000	12900000	100000	inside	0.34823	1.0	0	30	True	2001899	20.01899	100	100		97	0.97
NC_049253.1	12900000	13000000	100000	inside	0.34351	1.0	0	30	True	2042402	20.42402	100	100		96	0.96
NC_049253.1	13000000	13100000	100000	inside	0.38806	1.0	0	30	True	2013289	20.13289	100	100		100	1.0
NC_049253.1	13100000	13200000	100000	inside	0.39013	1.0	0	30	True	1989640	19.8964	100	100		100	1.0
NC_049253.1	13200000	13300000	100000	inside	0.35933	1.0	0	30	True	2067252	20.67252	100	100		98	0.98
NC_049253.1	13300000	13400000	100000	inside	0.35447	1.0	0	30	True	1960989	19.60989	100	100		100	1.0
NC_049253.1	13400000	13500000	100000	inside	0.37917	1.0	0	30	True	1992722	19.92722	100	100		100	1.0
NC_049253.1	13500000	13600000	100000	inside	0.38358	1.0	0	30	True	1899233	18.99233	100	100		95	0.95
NC_049253.1	13600000	13700000	100000	inside	0.35527	1.0	0	30	True	2018154	20.18154	100	100		100	1.0
NC_049253.1	13700000	13800000	100000	inside	0.36775	1.0	0	30	True	2006959	20.06959	100	100		98	0.98
NC_049253.1	13800000	13900000	100000	inside	0.35757	1.0	0	30	True	1973423	19.73423	100	100		100	1.0
NC_049253.1	13900000	14000000	100000	inside	0.38156	1.0	0	30	True	2050477	20.50477	100	100		100	1.0
NC_049253.1	14000000	14100000	100000	inside	0.36638	1.0	0	30	True	2037531	20.37531	100	100		100	1.0
NC_049253.1	14100000	14200000	100000	inside	0.36974	1.0	0	30	True	2049371	20.49371	100	100		100	1.0
NC_049253.1	14200000	14300000	100000	inside	0.36678	1.0	0	30	True	2020291	20.20291	100	100		99	0.99
NC_049253.1	14300000	14400000	100000	inside	0.38092	1.0	0	30	True	1953046	19.53046	100	100		100	1.0
NC_049253.1	14400000	14500000	100000	inside	0.35849	1.0	0	30	True	1970570	19.7057	100	100		98	0.98
NC_049253.1	14500000	14600000	100000	inside	0.35075	1.0	0	30	True	1920695	19.20695	100	100		100	1.0
NC_049253.1	14600000	14700000	100000	inside	0.35141	1.0	0	30	True	2005800	20.058	100	100		99	0.99
NC_049253.1	14700000	14800000	100000	inside	0.35815	1.0	0	30	True	1966484	19.66484	100	100		95	0.95
NC_049253.1	14800000	14900000	100000	inside	0.35503	1.0	0	30	True	1941700	19.417	100	100		99	0.99
NC_049253.1	14900000	15000000	100000	inside	0.35255	1.0	0	30	True	1931303	19.31303	100	100		96	0.96
NC_049253.1	15000000	15100000	100000	inside	0.35286	1.0	0	30	True	1927982	19.27982	100	100		97	0.97
NC_049253.1	15100000	15200000	100000	inside	0.35974	1.0	0	30	True	1981987	19.81987	100	100		99	0.99
NC_049253.1	15200000	15300000	100000	inside	0.36447	1.0	0	30	True	1980659	19.80659	100	100		96	0.96
NC_049253.1	15300000	15400000	100000	inside	0.36308	1.0	0	30	True	2023540	20.2354	100	100		98	0.98
NC_049253.1	15400000	15500000	100000	inside	0.37344	1.0	0	30	True	1973858	19.73858	100	100		98	0.98
NC_049253.1	15500000	15600000	100000	inside	0.36106	1.0	0	30	True	2007892	20.07892	100	100		97	0.97
NC_049253.1	15600000	15700000	100000	inside	0.37461	1.0	0	30	True	1957979	19.57979	100	100		99	0.99
NC_049253.1	15700000	15800000	100000	inside	0.3777	1.0	0	30	True	1964192	19.64192	100	100		99	0.99
NC_049253.1	15800000	15900000	100000	inside	0.40277	1.0	0	30	True	1988264	19.88264	100	100		100	1.0
NC_049253.1	15900000	16000000	100000	inside	0.38435	1.0	0	30	True	2004879	20.04879	100	100		100	1.0
NC_049253.1	16000000	16100000	100000	inside	0.38303	1.0	0	30	True	1985298	19.85298	100	100		95	0.95
NC_049253.1	16100000	16200000	100000	inside	0.37794	1.0	0	30	True	2048024	20.48024	100	100		100	1.0
NC_049253.1	16200000	16300000	100000	inside	0.37964	1.0	0	30	True	2007878	20.07878	100	100		99	0.99
NC_049253.1	16300000	16400000	100000	inside	0.35057	1.0	0	30	True	2006853	20.06853	100	100		100	1.0
NC_049253.1	16400000	16500000	100000	inside	0.34938	1.0	0	30	True	2082524	20.82524	100	100		99	0.99
NC_049253.1	16500000	16600000	100000	inside	0.35255	1.0	0	30	True	2006195	20.06195	100	100		96	0.96
NC_049253.1	16600000	16700000	100000	inside	0.35992	1.0	0	30	True	1997890	19.9789	100	100		98	0.98
NC_049253.1	16700000	16800000	100000	inside	0.35266	1.0	0	30	True	2081979	20.81979	100	100		100	1.0
NC_049253.1	16800000	16900000	100000	inside	0.36801	1.0	0	30	True	1904412	19.04412	100	100		99	0.99
NC_049253.1	16900000	17000000	100000	inside	0.35546	1.0	0	30	True	1977978	19.77978	100	100		100	1.0
NC_049253.1	17000000	17100000	100000	inside	0.36405	1.0	0	30	True	2038520	20.3852	100	100		100	1.0
NC_049253.1	17100000	17200000	100000	inside	0.36306	1.0	0	30	True	1983836	19.83836	100	100		100	1.0
NC_049253.1	17200000	17300000	100000	inside	0.37452	1.0	0	30	True	1968568	19.68568	100	100		98	0.98
NC_049253.1	17300000	17400000	100000	inside	0.37601	1.0	0	30	True	1941281	19.41281	100	100		100	1.0
NC_049253.1	17400000	17500000	100000	inside	0.35909	1.0	0	30	True	1961425	19.61425	100	100		98	0.98
NC_049253.1	17500000	17600000	100000	inside	0.36421	1.0	0	30	True	1974436	19.74436	100	100		97	0.97
NC_049253.1	17600000	17700000	100000	inside	0.3672	1.0	0	30	True	2027903	20.27903	100	100		99	0.99
NC_049253.1	17700000	17800000	100000	inside	0.38799	1.0	0	30	True	2029110	20.2911	100	100		100	1.0
NC_049253.1	17800000	17900000	100000	inside	0.39619	1.0	0	30	True	1982546	19.82546	100	100		98	0.98
NC_049253.1	17900000	18000000	100000	inside	0.39156	1.0	0	30	True	1963710	19.6371	100	100		98	0.98
NC_049253.1	18000000	18100000	100000	inside	0.36992	1.0	0	30	True	2010501	20.10501	100	100		100	1.0
NC_049253.1	18100000	18200000	100000	inside	0.39789	1.0	0	30	True	2013815	20.13815	100	100		100	1.0
NC_049253.1	18200000	18300000	100000	inside	0.40035	1.0	0	30	True	2039093	20.39093	100	100		100	1.0
NC_049253.1	18300000	18400000	100000	inside	0.36868	1.0	0	30	True	1874784	18.74784	100	100		92	0.92
NC_049253.1	18400000	18500000	100000	inside	0.38381	1.0	0	30	True	1775992	17.75992	100	100		99	0.99
NC_049253.1	18500000	18600000	100000	inside	0.37419	1.0	0	30	True	2033278	20.33278	100	100		98	0.98
NC_049253.1	18600000	18700000	100000	inside	0.3754	1.0	0	30	True	1992457	19.92457	100	100		100	1.0
NC_049253.1	18700000	18800000	100000	inside	0.3884	1.0	0	30	True	1960451	19.60451	100	100		100	1.0
NC_049253.1	18800000	18900000	100000	inside	0.36946	1.0	0	30	True	2005248	20.05248	100	100		99	0.99
NC_049253.1	18900000	19000000	100000	inside	0.40089	1.0	0	30	True	1974154	19.74154	100	100		99	0.99
NC_049253.1	19000000	19100000	100000	inside	0.41288	1.0	0	30	True	1922748	19.22748	100	100		100	1.0
NC_049253.1	19100000	19200000	100000	inside	0.42907	1.0	0	30	True	1980709	19.80709	100	100		100	1.0
NC_049253.1	19200000	19300000	100000	inside	0.36691	1.0	0	30	True	2043309	20.43309	100	100		99	0.99
NC_049253.1	19300000	19400000	100000	inside	0.3512	1.0	0	30	True	2006191	20.06191	100	100		98	0.98
NC_049253.1	19400000	19500000	100000	inside	0.36513	1.0	0	30	True	2025948	20.25948	100	100		96	0.96
NC_049253.1	19500000	19600000	100000	inside	0.35203	1.0	0	30	True	1952859	19.52859	100	100		96	0.96
NC_049253.1	19600000	19700000	100000	inside	0.34536	1.0	0	30	True	1944358	19.44358	100	100		97	0.97
NC_049253.1	19700000	19800000	100000	inside	0.34074	1.0	0	30	True	1888905	18.88905	100	100		97	0.97
NC_049253.1	19800000	19900000	100000	inside	0.33486	1.0	0	30	True	1932851	19.32851	100	100		97	0.97
NC_049253.1	19900000	20000000	100000	inside	0.33891	1.0	0	30	True	1987753	19.87753	100	100		100	1.0
NC_049253.1	20000000	20100000	100000	inside	0.36021	1.0	0	30	True	1941389	19.41389	100	100		97	0.97
NC_049253.1	20100000	20200000	100000	inside	0.35506	1.0	0	30	True	1978001	19.78001	100	100		98	0.98
NC_049253.1	20200000	20300000	100000	inside	0.35357	1.0	0	30	True	1994562	19.94562	100	100		98	0.98
NC_049253.1	20300000	20400000	100000	inside	0.34871	1.0	0	30	True	1966837	19.66837	100	100		100	1.0
NC_049253.1	20400000	20500000	100000	inside	0.35759	1.0	0	30	True	1841804	18.41804	100	100		96	0.96
NC_049253.1	20500000	20600000	100000	inside	0.33779	1.0	0	30	True	1905124	19.05124	100	100		100	1.0
NC_049253.1	20600000	20700000	100000	inside	0.34164	1.0	0	30	True	1942388	19.42388	100	100		99	0.99
NC_049253.1	20700000	20800000	100000	inside	0.34857	1.0	0	30	True	1937817	19.37817	100	100		100	1.0
NC_049253.1	20800000	20900000	100000	inside	0.33898	1.0	0	30	True	1902900	19.029	100	100		100	1.0
NC_049253.1	20900000	21000000	100000	inside	0.34999	1.0	0	30	True	1890331	18.90331	100	100		96	0.96
NC_049253.1	21000000	21100000	100000	inside	0.35476	1.0	0	30	True	1908933	19.08933	100	100		98	0.98
NC_049253.1	21100000	21200000	100000	inside	0.35198	1.0	0	30	True	1913888	19.13888	100	100		100	1.0
NC_049253.1	21200000	21300000	100000	inside	0.3517	1.0	0	30	True	1948363	19.48363	100	100		100	1.0
NC_049253.1	21300000	21400000	100000	inside	0.35298	1.0	0	30	True	1960726	19.60726	100	100		100	1.0
NC_049253.1	21400000	21500000	100000	inside	0.35107	1.0	0	30	True	1993580	19.9358	100	100		100	1.0
NC_049253.1	21500000	21600000	100000	inside	0.36823	1.0	0	30	True	1963163	19.63163	100	100		100	1.0
NC_049253.1	21600000	21700000	100000	inside	0.35498	1.0	0	30	True	1941756	19.41756	100	100		99	0.99
NC_049253.1	21700000	21800000	100000	inside	0.36473	1.0	0	30	True	1973044	19.73044	100	100		99	0.99
NC_049253.1	21800000	21900000	100000	inside	0.37904	1.0	0	30	True	2046298	20.46298	100	100		100	1.0
NC_049253.1	21900000	22000000	100000	inside	0.40795	1.0	0	30	True	1933912	19.33912	100	100		100	1.0
NC_049253.1	22000000	22100000	100000	inside	0.35902	1.0	0	30	True	1957035	19.57035	100	100		99	0.99
NC_049253.1	22100000	22200000	100000	inside	0.36145	1.0	0	30	True	1975573	19.75573	100	100		100	1.0
NC_049253.1	22200000	22300000	100000	inside	0.36088	1.0	0	30	True	1961290	19.6129	100	100		99	0.99
NC_049253.1	22300000	22400000	100000	inside	0.38833	1.0	0	30	True	1961313	19.61313	100	100		100	1.0
NC_049253.1	22400000	22500000	100000	inside	0.35592	1.0	0	30	True	2034511	20.34511	100	100		99	0.99
NC_049253.1	22500000	22600000	100000	inside	0.35164	1.0	0	30	True	2001672	20.01672	100	100		100	1.0
NC_049253.1	22600000	22700000	100000	inside	0.3732	1.0	0	30	True	1833257	18.33257	100	100		92	0.92
NC_049253.1	22700000	22800000	100000	inside	0.35685	1.0	0	30	True	2049165	20.49165	100	100		100	1.0
NC_049253.1	22800000	22900000	100000	inside	0.3593	1.0	0	30	True	2039096	20.39096	100	100		99	0.99
NC_049253.1	22900000	23000000	100000	inside	0.35926	1.0	0	30	True	1975171	19.75171	100	100		100	1.0
NC_049253.1	23000000	23100000	100000	inside	0.36858	1.0	0	30	True	1987899	19.87899	100	100		97	0.97
NC_049253.1	23100000	23200000	100000	inside	0.3941	1.0	0	30	True	1922807	19.22807	100	100		100	1.0
NC_049253.1	23200000	23300000	100000	inside	0.36303	1.0	0	30	True	1976708	19.76708	100	100		96	0.96
NC_049253.1	23300000	23400000	100000	inside	0.35441	1.0	0	30	True	1964068	19.64068	100	100		100	1.0
NC_049253.1	23400000	23500000	100000	inside	0.34199	1.0	0	30	True	1851841	18.51841	100	100		93	0.93
NC_049253.1	23500000	23600000	100000	inside	0.3469	1.0	0	30	True	1978119	19.78119	100	100		100	1.0
NC_049253.1	23600000	23700000	100000	inside	0.34901	1.0	0	30	True	1950948	19.50948	100	100		100	1.0
NC_049253.1	23700000	23800000	100000	inside	0.34875	1.0	0	30	True	1929700	19.297	100	100		99	0.99
NC_049253.1	23800000	23900000	100000	inside	0.336	1.0	0	30	True	1916355	19.16355	100	100		100	1.0
NC_049253.1	23900000	24000000	100000	inside	0.33685	1.0	0	30	True	1920914	19.20914	100	100		98	0.98
NC_049253.1	24000000	24100000	100000	inside	0.33935	1.0	0	30	True	1894278	18.94278	100	100		99	0.99
NC_049253.1	24100000	24200000	100000	inside	0.33673	1.0	0	30	True	1946169	19.46169	100	100		100	1.0
NC_049253.1	24200000	24300000	100000	inside	0.33382	1.0	0	30	True	1934469	19.34469	100	100		100	1.0
NC_049253.1	24300000	24400000	100000	inside	0.33764	1.0	0	30	True	1876019	18.76019	100	100		98	0.98
NC_049253.1	24400000	24500000	100000	inside	0.34343	1.0	0	30	True	1888512	18.88512	100	100		97	0.97
NC_049253.1	24500000	24600000	100000	inside	0.338	1.0	0	30	True	1917021	19.17021	100	100		96	0.96
