gene_id	B_B7H3_CAR_T	B_BC_CAR_T	B_T_cell	E_B7H3_CAR_T	E_BC_CAR_T	E_T_cell	M_B7H3_CAR_T	M_BC_CAR_T	M_T_cell
gene-LOC100683180	0	0	0	0	0	2	0	0	0
gene-HEATR5B	2613	2853	2242	2102	1630	1691	1911	1594	2137
gene-GPATCH11	1702	1681	1310	1534	1096	1380	1400	1542	1397
gene-EIF2AK2	123	89	84	78	78	50	339	305	145
gene-LOC111090573	0	3	4	0	3	5	8	5	5
gene-SULT6B1	0	0	2	0	0	1	0	6	0
gene-CEBPZOS	56	97	66	68	43	50	62	32	37
gene-CEBPZ	4818	4043	3046	2815	2352	2154	3204	3762	2757
gene-NDUFAF7	525	428	397	334	376	229	367	503	236
gene-PRKD3	2783	2710	3171	1981	1227	2062	2170	1757	3066
gene-LOC119869721	3	0	7	0	1	0	10	1	2
gene-QPCT	15	33	32	7	2	14	27	37	36
gene-CDC42EP3	8620	10444	8864	11998	7734	8660	6659	6836	11346
gene-LOC111090430	0	0	0	0	0	0	0	0	0
gene-RMDN2	128	181	184	169	109	103	176	184	201
gene-LOC119864059	0	0	0	3	0	0	0	4	0
gene-CYP1B1	2097	1739	1293	2975	2873	1359	11234	12958	6955
gene-LOC111090577	13	9	13	13	13	21	43	37	11
gene-LOC111090396	0	0	0	0	0	0	7	0	0
gene-LOC111090578	0	0	0	0	0	0	0	0	5
gene-ATL2	2213	1694	1330	1508	1627	1130	1305	1552	1216
gene-HNRNPLL	3078	2548	2540	2788	2702	1558	2939	2193	3131
gene-LOC106559892	24	12	9	13	11	1	24	10	11
gene-GALM	1342	1108	923	812	725	352	1577	766	1963
gene-SRSF7	6648	3926	3933	3424	4684	2535	3590	5216	3208
gene-LOC100685565	85	125	145	202	127	120	116	118	46
gene-GEMIN6	1374	1160	960	999	984	1050	1003	1243	790
gene-DHX57	1357	1458	1163	966	883	992	1191	1170	990
gene-MORN2	67	68	36	51	58	31	105	206	91
gene-ARHGEF33	22	25	8	23	21	7	33	20	46
gene-LOC119869689	0	0	0	0	0	7	0	0	0
gene-LOC111090581	23	33	4	19	19	10	31	20	14
gene-SOS1	4431	5465	3660	4802	4512	3389	3570	5500	2948
gene-LOC119864073	0	0	0	0	0	0	2	0	0
gene-CDKL4	13	18	0	30	32	2	72	92	0
gene-LOC106559883	0	0	1	0	3	0	5	0	0
gene-MAP4K3	9	9	6	6	22	10	37	17	4
gene-LOC111090583	0	0	0	0	0	0	0	0	0
gene-LOC119864022	0	0	0	0	0	0	0	0	0
gene-LOC100683467	0	0	0	0	0	0	0	0	0
gene-LOC100683626	0	0	0	0	0	0	0	0	0
gene-LOC100686747	0	0	0	0	0	0	0	0	0
gene-TMEM178A	0	0	0	4	0	0	9	1	15
gene-THUMPD2	395	609	502	368	199	383	286	331	394
gene-LOC111090432	0	0	0	0	0	0	0	0	0
gene-SLC8A1	9	2	6	0	0	2	0	11	0
gene-LOC111090587	0	0	0	0	0	0	0	0	0
gene-LOC111090586	0	0	0	0	0	0	0	0	0
gene-LOC111090585	0	0	0	0	0	0	0	0	0
gene-LOC102157060	0	0	0	0	0	0	0	0	0
gene-LOC119880481	0	0	0	0	0	0	0	0	0
gene-LOC119874749	0	0	0	0	0	0	0	0	0
gene-LOC119874750	0	0	0	0	0	0	0	0	0
gene-LOC111090398	0	0	0	0	0	0	0	0	0
gene-LOC102151150	6	0	0	0	0	0	0	0	0
gene-LOC111090589	0	0	0	0	0	0	0	0	0
gene-LOC100683827	0	0	0	0	0	0	0	0	0
gene-LOC102151259	0	0	0	0	0	0	0	0	0
gene-LOC111090590	0	0	0	0	0	0	0	0	0
gene-PKDCC	19	32	2	10	1	0	12	6	16
gene-EML4	6299	6557	5701	5550	3993	4526	3477	3178	4366
gene-LOC111090591	37	29	39	48	23	43	39	17	15
gene-COX7A2L	3651	3822	2936	2942	2444	1878	3552	3748	2811
gene-LOC102151793	0	0	0	0	0	0	0	0	0
gene-KCNG3	0	0	5	0	0	0	4	3	2
gene-LOC119869701	0	0	0	0	0	0	0	0	9
gene-MTA3	3	0	15	1	8	2	52	47	42
gene-LOC111090595	124	142	104	100	97	129	158	102	58
gene-ARID5A	6444	7566	6324	8168	6313	5644	9429	10790	7917
gene-NEURL3	267	485	203	467	589	120	1065	863	335
gene-LOC100687810	0	0	0	0	0	0	0	0	0
gene-LOC111090596	0	0	6	0	0	0	1	0	0
gene-LOC119864051	0	0	0	0	0	1	2	0	0
gene-ITPRIPL1	2645	3822	2510	4428	2853	2833	1989	2095	1957
gene-NCAPH	11091	4343	4011	5699	7042	3523	3974	5445	4123
gene-LOC102152605	33	100	72	135	65	79	74	22	42
gene-SNRNP200	25349	20547	15593	17658	16333	14583	14903	17898	13186
gene-CIAO1	4528	3807	3892	3873	3248	3221	2897	2795	3933
gene-TMEM127	4362	4676	3850	4119	2639	3222	2947	2640	3778
gene-STARD7	12384	11313	9452	9729	8382	8228	9930	10035	8965
gene-DUSP2	5275	9018	3610	5146	5408	2313	5237	3552	3295
gene-ASTL	11	19	0	11	7	2	0	0	0
gene-ADRA2B	23	42	17	41	18	31	15	1	0
gene-LOC111090598	0	0	0	0	0	0	0	0	0
gene-LOC119869683	0	0	0	0	0	0	0	0	0
gene-LOC111090600	9	45	18	22	10	13	0	3	0
gene-GPAT2	14	107	56	120	50	111	17	5	17
gene-FAHD2A	605	678	663	621	444	580	333	298	326
gene-LOC119869752	0	0	0	0	0	0	0	0	0
gene-KCNIP3	13	18	0	32	0	2	36	13	0
gene-PROM2	6	3	0	0	2	0	13	2	2
gene-LOC100856603	331	629	487	412	170	519	286	159	373
gene-LOC111090603	0	0	0	0	0	0	0	0	0
gene-LOC611670	297	351	330	310	144	255	188	128	270
gene-LOC119869698	0	2	0	2	0	3	0	0	0
gene-MRPS5	3273	2820	2272	2260	2266	1739	2150	2758	1894
gene-MAL	0	0	0	2	0	5	0	0	23
gene-MALL	0	4	0	0	0	0	0	0	0
gene-NPHP1	15	7	21	1	6	2	29	23	14
gene-LOC106559896	0	0	0	4	3	1	1	0	2
gene-LOC119864068	0	0	0	0	0	0	5	0	0
gene-MTLN	188	305	335	280	244	231	343	187	263
gene-LOC106559897	3	8	3	0	0	2	0	8	5
gene-TPC3	0	0	0	0	0	0	3	0	1
gene-BUB1	5505	1984	2028	3307	4326	1856	2463	3455	1985
gene-LOC119864028	10	0	2	26	18	5	8	7	0
gene-ACOXL	27	44	16	17	18	7	51	21	19
gene-LOC102157188	0	0	0	0	0	0	2	0	1
gene-LOC119881800	58	39	39	14	15	22	23	35	16
gene-LOC111090605	9	8	11	0	0	0	6	8	3
gene-BCL2L11	2270	2569	910	1398	1420	785	1947	1062	2058
gene-LOC483059	0	0	0	2	0	0	0	0	0
gene-LOC102156113	5	0	0	4	1	1	11	0	3
gene-LOC119869747	25	27	3	34	26	7	43	24	45
gene-LOC102156183	163	337	61	110	256	41	363	348	307
gene-LOC119869748	10	35	0	8	19	1	18	20	4
gene-LOC100684926	0	0	0	4	1	0	11	0	2
gene-LOC119869744	70	229	5	67	234	29	517	242	210
gene-LOC100685010	6	2	0	0	1	0	0	3	8
gene-LOC111090606	10	131	7	25	55	5	29	25	15
gene-LOC100682940	21	24	5	21	24	11	14	26	11
gene-ANAPC1	6581	4158	3053	3416	4737	2573	5073	6008	4091
gene-LOC111090608	0	2	0	4	8	7	7	0	2
gene-LOC111090607	11	3	0	2	0	0	0	11	0
gene-MERTK	17	81	35	56	65	37	890	699	585
gene-TMEM87B	2267	3473	2767	3084	2032	2737	2841	2250	3036
gene-LOC102156960	10	31	5	16	6	8	22	21	12
gene-FBLN7	0	8	11	21	8	26	11	3	7
gene-LOC483061	1	1	0	0	0	0	5	2	0
gene-ZC3H8	985	996	701	645	600	507	597	851	475
gene-ZC3H6	951	1465	1279	1540	696	1062	1011	529	1195
gene-LOC119874753	8	10	8	4	0	9	8	0	2
gene-LOC102154778	0	17	7	11	10	2	19	7	4
gene-TTL	1205	1129	885	480	319	447	1184	1336	1083
gene-LOC119864056	0	5	0	0	0	0	0	1	0
gene-POLR1B	5648	3948	2346	2369	2694	1822	2398	3931	1669
gene-LOC100856323	2	51	16	10	14	9	19	27	17
gene-LOC111090612	35	57	86	93	40	53	57	28	19
gene-CHCHD5	856	791	521	620	548	387	626	784	375
gene-SLC20A1	9957	6767	5838	6215	7061	4634	7928	9371	5612
gene-NT5DC4	0	0	0	4	1	8	0	5	2
gene-CKAP2L	7563	2658	2725	3569	4769	2351	2436	3338	2334
gene-LOC119869713	20	4	2	10	3	5	4	11	2
gene-IL1A	0	0	0	0	1	0	0	0	0
gene-IL1B	0	0	0	0	0	0	0	0	0
gene-LOC611861	0	6	0	0	0	0	0	0	0
gene-IL37	11	7	4	17	13	4	3	3	4
gene-IL36G	2	0	0	3	2	2	0	0	1
gene-IL36B	0	0	0	0	0	0	0	0	0
gene-IL36RN	0	0	0	0	0	0	0	0	0
gene-IL1F10	0	0	0	0	0	0	0	0	0
gene-LOC119869695	0	0	0	0	0	0	0	0	0
gene-IL1RN	9	13	9	0	8	0	108	72	24
gene-PSD4	15672	19808	17448	16996	11833	15405	11721	12226	13161
gene-PAX8	5	9	6	0	3	0	19	12	5
gene-LOC119864018	0	0	0	0	0	0	0	0	0
gene-LOC102152844	0	0	0	0	0	0	2	0	4
gene-LOC111090434	0	0	3	0	0	0	5	7	6
gene-LOC111090435	0	0	0	0	0	4	0	0	0
gene-LOC611898	0	0	0	0	0	0	0	0	0
gene-LOC483070	1	2	38	0	1	8	13	23	15
gene-LOC483072	0	0	0	0	0	0	0	0	0
gene-LOC119869822	0	0	6	0	0	0	0	0	0
gene-LOC608379	1099	2248	62913	630	1060	1027	25355	18081	40175
gene-LOC102152964	0	0	0	0	0	0	0	0	0
gene-LOC119874755	9	57	826	20	33	11	489	527	375
gene-LOC111090618	0	0	13	3	0	5	6	9	5
gene-LOC111090621	0	0	0	0	0	0	1	0	0
gene-LOC111090617	2	0	18	3	2	0	5	10	8
gene-RPIA	2115	1271	1371	1496	1844	1172	1208	2216	837
gene-LOC100687497	9	11	30	4	2	7	4	11	0
gene-EIF2AK3	4436	5316	4381	4185	2786	3047	5323	3602	4509
gene-TEX37	0	0	0	0	0	0	0	0	0
gene-LOC111090623	0	0	0	0	0	0	0	0	0
gene-LOC100856532	0	5	5	0	0	3	5	1	4
gene-FOXI3	0	0	0	0	0	0	0	0	0
gene-LOC102154258	0	0	0	0	0	0	0	0	0
gene-LOC102154359	0	0	0	0	0	0	0	0	0
gene-LOC111090625	0	0	0	4	0	0	0	0	0
gene-THNSL2	9	108	59	89	24	59	68	44	83
gene-FABP1	0	0	0	0	0	0	0	0	0
gene-SMYD1	0	0	0	3	0	1	0	3	3
gene-KRCC1	2461	2750	2057	2075	1564	1475	1876	1783	1719
gene-LOC119869794	22	17	1	10	12	1	9	21	26
gene-LOC111090401	753	962	822	862	560	602	747	486	743
gene-CD8B	12365	17105	6456	7675	6704	3228	552	469	977
gene-LOC111090626	15761	20587	9160	10665	7913	5112	2177	1989	3576
gene-CD8A	18118	21131	10047	11633	9168	5680	2467	2291	3972
gene-RMND5A	5358	5463	4647	4024	3108	2912	4156	3630	4512
gene-LOC106559909	10	0	0	2	4	0	1	1	2
gene-RNF103	2375	2465	2179	1810	1291	1459	3113	2301	3105
gene-CHMP3	1730	1924	1313	1200	1046	1043	2190	1847	1649
gene-LOC102155460	2	12	1	0	0	2	10	1	0
gene-KDM3A	4890	5867	4507	4487	3126	3451	5892	3361	4642
gene-LOC119869714	2	0	0	0	0	0	0	0	0
gene-MIR8843	0	0	0	0	0	0	0	0	0
rna-NR_128789.1	0	0	0	0	0	0	0	0	0
gene-REEP1	20	4	17	11	2	1	164	103	437
gene-LOC111090629	0	0	0	0	0	0	0	0	0
gene-MRPL35	827	413	359	396	489	391	497	678	424
gene-LOC119874756	6	6	11	16	10	7	5	12	4
gene-IMMT	8547	6789	4686	5909	5326	3564	6343	6348	5057
gene-PTCD3	4921	3811	2964	2867	2570	2585	3007	3756	2105
gene-LOC119864033	86	70	61	44	50	57	35	46	34
gene-POLR1A	8379	6003	4130	5186	5221	4184	4517	6797	3176
gene-LOC111090630	3	13	3	0	0	0	0	0	0
gene-LOC102156388	27	2	6	14	3	7	6	3	3
gene-LOC119864052	0	0	0	3	0	0	0	0	0
gene-ST3GAL5	3654	3614	2828	1824	1600	1459	1675	1378	2173
gene-LOC100685386	7	6	7	9	3	18	1	0	1
gene-ATOH8	12	15	14	5	12	0	34	17	7
gene-LOC119869725	0	0	0	0	0	0	0	2	0
gene-LOC119869724	0	0	0	0	0	0	2	0	0
gene-LOC111090631	0	0	0	0	0	0	0	0	0
gene-LOC119877129	5	1	2	0	3	2	0	6	0
gene-LOC111090436	0	0	0	0	2	0	0	1	3
gene-LOC608395	229	1399	85	655	3287	50	1753	1274	1210
gene-GNLY	989	1808	1389	1220	989	502	544	238	1048
gene-SFTPB	0	3	24	29	16	6	6	13	4
gene-USP39	3102	2436	1899	1861	1880	1420	1889	2642	1688
gene-LOC119864031	0	0	0	0	0	0	0	0	0
gene-C17H2orf68	4766	5446	4739	5407	3194	4700	3115	2528	3791
gene-TMEM150A	13	126	161	124	55	149	111	77	100
gene-RNF181	3285	3779	3172	3031	1802	2123	3402	2165	3182
gene-VAMP5	1108	1286	875	1333	909	830	1612	1658	1183
gene-VAMP8	4612	4115	3627	3796	3325	2957	3631	3493	4221
gene-GGCX	2346	2520	2214	2479	1954	1878	3551	3204	2603
gene-MAT2A	13145	14035	10791	12204	8212	12535	7888	10446	8094
gene-SH2D6	44	154	104	51	56	32	471	366	319
gene-CAPG	18653	19057	16843	19089	14493	13908	22618	18770	22316
gene-ELMOD3	2851	3666	3332	3298	1854	2937	2361	1907	2691
gene-RETSAT	717	1022	833	972	570	706	690	623	788
gene-TGOLN2	6048	8074	6735	6449	3764	5220	4894	3832	5855
gene-TCF7L1	62	39	23	6	26	19	14	8	9
gene-LOC111090634	0	0	0	0	0	0	0	0	0
gene-TRNAR-CCU-14	0	0	1	0	0	0	0	0	0
gene-LOC111090635	0	0	0	0	0	0	0	0	0
gene-LOC100688615	0	0	0	0	0	0	0	0	1
gene-KCMF1	5385	4249	3089	3697	2977	2368	3892	3381	2827
gene-LOC111090636	95	259	148	293	95	309	66	22	55
gene-LOC100688892	2	0	1	0	4	0	0	0	0
gene-LOC111090637	0	15	6	27	7	1	8	4	0
gene-TMSB10	72010	87248	59289	60428	52028	39362	27092	25631	22250
gene-TRABD2A	69	72	91	61	31	84	46	64	42
gene-LOC111090638	7	0	0	3	0	4	0	0	0
gene-DNAH6	40	81	48	73	20	45	32	6	23
gene-LOC100686748	0	7	1	0	0	0	0	0	0
gene-LOC119869757	40	61	73	93	29	104	23	28	60
gene-SUCLG1	6899	5966	4467	4310	4265	2840	4577	5423	3970
gene-LOC111090437	0	0	0	0	0	0	0	0	0
gene-LOC100682574	0	0	0	0	0	0	0	0	0
gene-LOC111090438	0	0	0	0	0	0	0	0	0
gene-LOC119877193	0	0	0	0	0	0	0	0	0
gene-LOC102152789	0	0	0	0	0	0	0	0	0
gene-LOC119864020	0	0	0	0	0	1	0	0	0
gene-LOC483087	7	2	1	5	7	3	5	1	19
gene-LOC100682805	0	0	0	0	0	0	0	0	0
gene-LOC111090439	0	0	0	0	0	0	0	0	0
gene-LOC111090440	0	0	0	0	0	0	0	0	0
gene-LOC102152965	0	0	0	0	0	0	0	0	0
gene-LOC111090402	0	0	0	0	0	0	0	0	0
gene-LOC102153033	0	0	0	0	0	0	0	0	0
gene-CTNNA2	0	0	0	0	0	0	4	14	0
gene-LOC111090639	0	0	0	0	0	0	0	0	0
gene-LOC111090641	0	0	0	0	0	0	0	0	0
gene-LRRTM1	0	4	0	0	0	0	0	0	3
gene-LOC111090640	0	0	0	0	0	0	0	0	0
gene-LOC106559872	3	1	4	2	2	10	3	2	4
gene-LOC100687375	0	0	0	0	0	0	0	0	0
gene-LOC119864071	0	0	0	0	0	0	0	0	0
gene-LOC102153321	0	0	0	0	0	0	0	0	0
gene-LOC111090642	0	0	0	0	0	0	0	0	0
gene-LOC111090643	0	0	0	0	0	0	0	0	0
gene-LOC100687463	0	0	0	0	0	0	0	0	0
gene-REG3A	0	0	0	0	0	0	0	0	0
gene-LOC102153416	0	0	0	0	0	0	0	0	0
gene-LOC100683097	0	0	0	0	0	0	0	0	0
gene-LRRTM4	0	0	11	0	0	0	0	0	0
gene-LOC102153465	0	0	0	0	0	0	0	0	0
gene-LOC102157348	1	0	0	2	1	0	0	0	5
gene-LOC119874803	0	0	0	0	0	0	0	0	0
gene-LOC100683468	0	0	0	0	0	0	2	1	0
gene-LOC100683548	0	0	0	0	0	0	0	0	0
gene-GCFC2	865	1036	865	1010	621	674	901	673	735
gene-MRPL19	1618	1367	1082	1060	1057	930	1542	1740	1155
gene-LOC111090645	0	0	0	0	0	0	1	1	0
gene-LOC119869710	0	0	0	0	0	0	0	0	0
gene-EVA1A	0	1	0	0	0	0	0	0	0
gene-LOC119880501	0	0	0	0	0	0	0	0	0
gene-TACR1	0	5	0	2	0	4	0	0	0
gene-LOC119864037	0	0	0	0	0	0	0	0	0
gene-LOC119869758	0	0	5	0	0	0	0	0	6
gene-POLE4	1827	1675	1615	1643	1315	1287	1231	1301	1361
gene-HK2	2971	1780	765	1144	1628	879	7200	4732	1713
gene-LOC119869783	4	0	1	4	2	4	11	11	0
gene-LOC119864038	0	0	0	0	0	0	0	0	0
gene-LOC100683902	0	0	0	0	0	0	6	0	0
gene-LOC100684103	0	0	0	0	0	0	0	0	0
gene-SEMA4F	1718	2697	2854	1268	735	1530	2491	1373	3086
gene-LOC119864074	0	0	0	0	0	0	0	0	0
gene-M1AP	13	36	15	20	8	17	22	14	10
gene-LOC102154964	0	3	0	1	0	0	0	0	1
gene-LOC111090648	27	19	30	28	8	12	25	3	19
gene-DOK1	634	746	493	521	368	432	410	370	481
gene-LOXL3	608	1071	1060	881	434	685	546	457	693
gene-HTRA2	1676	1842	1502	1592	1070	1184	1284	1341	1312
gene-AUP1	5422	5373	4019	4790	3402	3745	4753	5306	4138
gene-DQX1	185	117	92	182	124	69	113	147	74
gene-TLX2	10	78	47	80	73	36	34	21	29
gene-PCGF1	918	1208	1344	1100	614	811	836	682	858
gene-LOC119869720	144	300	323	317	126	267	155	133	97
gene-LBX2	59	143	214	138	102	130	62	53	56
gene-TTC31	4722	6236	6713	5410	3571	5436	4453	3686	4992
gene-CCDC142	718	931	860	952	752	599	547	630	543
gene-MRPL53	4307	3656	3126	2720	2545	2260	3239	3634	3205
gene-MOGS	1704	1832	1848	1596	1181	1078	2237	2165	1480
gene-WBP1	1814	2345	2080	2034	1177	1896	1844	1278	1947
gene-INO80B	1195	1451	1550	1296	962	820	925	917	1147
gene-RTKN	21	106	84	0	10	2	98	71	63
gene-WDR54	141	54	41	64	48	7	234	275	73
gene-C17H2orf81	0	0	4	0	0	0	4	2	9
gene-DCTN1	10173	10081	9186	8186	6182	7033	7320	6947	7676
gene-LOC100684609	0	3	1	8	2	6	0	0	4
gene-SLC4A5	155	323	89	176	61	131	201	165	69
gene-MTHFD2	4433	5028	1443	4156	3123	1067	4266	5073	1668
gene-MOB1A	24390	26835	23515	21475	16476	17443	18307	17880	20129
gene-BOLA3	1202	1504	948	1051	935	824	910	1013	708
gene-TET3	1432	1698	1185	1291	857	1035	1343	1163	1086
gene-LOC119869819	5	15	4	2	5	5	11	8	16
gene-LOC111090655	0	0	1	0	0	0	5	0	0
gene-DGUOK	333	274	252	179	158	213	279	234	212
gene-ACTG2	108	72	44	26	9	21	33	23	62
gene-LOC111090657	0	1	6	3	6	7	1	0	6
gene-LOC100684058	1289	1133	790	915	851	578	1167	1161	907
gene-LOC111090659	0	0	0	0	0	0	0	0	0
gene-C17H2orf78	0	1	0	0	1	0	0	0	0
gene-DUSP11	3590	3304	2681	2831	2175	1954	2588	2774	2170
gene-TPRKB	209	858	621	828	711	512	675	868	656
gene-LOC102153138	28	14	31	35	30	21	36	10	15
gene-NAT8	0	0	0	0	0	0	0	0	0
gene-LOC111090661	0	0	0	0	0	0	0	0	3
gene-ALMS1	4369	3465	2414	3055	2852	1896	2452	2169	1680
gene-LOC106559891	9	0	0	2	0	0	1	0	0
gene-LOC100684409	0	3	2	1	0	0	1	4	0
gene-LOC111090441	0	0	0	0	0	0	0	0	0
gene-EGR4	0	0	0	0	3	0	7	8	4
gene-FBXO41	63	50	69	18	6	12	48	68	44
gene-CCT7	23213	13116	9486	11120	14290	6507	14947	23882	10317
gene-PRADC1	944	722	624	675	767	597	1176	1223	725
gene-SMYD5	853	547	454	489	465	431	661	856	456
gene-NOTO	0	2	4	21	1	0	0	3	0
gene-RAB11FIP5	86	117	184	41	4	79	191	62	208
gene-SFXN5	100	128	64	91	92	63	197	181	202
gene-LOC111090662	4	10	0	1	2	0	0	0	0
gene-EMX1	0	0	0	3	0	1	0	4	0
gene-SPR	1262	718	555	321	386	254	598	712	642
gene-EXOC6B	3588	2166	2043	1757	2217	1321	2537	2466	2817
gene-LOC111090664	0	0	0	1	0	3	0	0	0
gene-LOC111090663	8	1	0	0	3	0	1	0	0
gene-LOC102154777	0	0	0	0	1	0	0	0	6
gene-CYP26B1	5	0	6	4	5	2	12	0	0
gene-LOC111090666	0	0	0	0	0	0	0	0	0
gene-LOC111090667	0	0	0	0	0	0	0	0	0
gene-LOC119869677	0	0	0	0	0	0	0	0	0
gene-LOC111090668	0	0	0	0	0	0	0	0	0
gene-LOC102155020	0	0	0	0	0	0	0	0	0
gene-LOC102155066	0	0	0	0	0	0	0	0	0
gene-LOC119869763	0	0	0	0	0	0	0	0	0
gene-LOC119864035	0	0	0	0	0	0	0	0	0
gene-LOC111090442	0	0	0	0	0	0	0	0	0
gene-LOC106559910	0	0	0	0	0	0	0	0	0
gene-LOC119869743	0	0	0	0	0	0	0	0	0
gene-DYSF	30	98	0	15	24	1	2	3	5
gene-LOC119869700	0	3	0	0	0	0	0	0	0
gene-ZNF638	3350	3512	2687	2837	1994	2177	2385	2337	2289
gene-LOC102151151	9	13	9	12	9	17	9	11	4
gene-LOC119864069	0	0	9	0	0	1	5	0	9
gene-LOC100686379	0	0	0	0	0	0	0	0	0
gene-PAIP2B	570	1085	910	1207	494	1060	984	649	786
gene-MIR8842	0	0	0	0	0	0	0	0	0
rna-NR_128788.1	0	0	0	0	0	0	0	0	0
gene-NAGK	997	1145	973	1061	675	723	1346	1264	1019
gene-LOC111090671	0	0	0	0	0	0	0	0	0
gene-LOC111090673	75	256	202	163	97	156	155	110	84
gene-LOC119874762	0	0	0	0	0	0	0	0	0
gene-PHTF1	3324	4540	4084	3855	3003	3059	3309	2859	2847
gene-RSBN1	1333	1885	1630	1506	1032	1374	1289	1050	1398
gene-LOC102153166	9	73	45	54	20	43	16	2	10
gene-PTPN22	5301	6044	3079	4173	2694	2189	1904	745	2899
gene-BCL2L15	172	254	156	189	438	106	305	117	157
gene-AP4B1	4516	4436	3840	3957	2894	3123	2928	2443	3352
gene-DCLRE1B	4191	2115	1724	2475	2984	1656	1695	2369	1699
gene-HIPK1	16125	17538	15620	15925	9855	13572	9227	7585	12001
gene-OLFML3	190	313	191	805	226	703	85	90	124
gene-LOC102154437	0	4	0	0	0	0	4	0	0
gene-LOC111090674	0	0	0	0	0	0	0	0	0
gene-SYT6	0	0	0	0	2	0	17	1	0
gene-LOC111090443	0	0	0	0	0	0	0	0	0
gene-LOC119864061	0	0	0	0	0	0	0	0	0
gene-LOC102154674	0	0	0	0	0	0	0	0	0
gene-TRIM33	5084	4385	3671	3645	3181	2926	4445	3702	3554
gene-LOC119869776	21	7	13	25	3	17	3	18	4
gene-LOC119869777	14	53	20	18	22	25	20	27	6
gene-LOC102154755	155	144	135	131	73	94	93	131	72
gene-BCAS2	2849	2145	1822	2058	2267	1134	2500	2785	2040
gene-LOC102155048	35	19	20	17	11	10	16	4	20
gene-DENND2C	27	24	18	29	9	24	100	90	18
gene-LOC106559931	9	4	7	36	10	17	21	25	3
gene-AMPD1	10	13	0	13	9	5	1	4	3
gene-NRAS	6562	6034	5475	5246	4114	4010	4417	4115	4711
gene-CSDE1	40931	39490	30193	30831	24825	23686	30828	30976	28106
gene-LOC111090677	46	55	27	43	15	41	8	18	16
gene-SIKE1	1656	1836	1536	1704	1219	1313	1502	1370	1297
gene-LOC119877135	0	0	0	0	0	0	0	0	0
gene-LOC607038	1	0	2	0	0	0	0	0	0
gene-LOC119869678	0	0	0	0	0	0	0	0	0
gene-SYCP1	0	0	0	6	0	0	0	0	0
gene-LOC102155800	115	106	88	88	57	66	111	87	55
gene-TSHB	0	0	0	0	0	0	0	0	0
gene-TSPAN2	0	0	0	0	1	5	12	2	42
gene-LOC119869755	5	0	0	0	0	0	0	0	0
gene-LOC111090445	29	0	0	0	0	1	20	2	149
gene-LOC100688064	2	0	2	0	0	0	0	0	61
gene-NGF	0	0	0	0	0	0	5	0	0
gene-VANGL1	2868	2852	2709	3099	2259	2558	2416	2441	2958
gene-CASQ2	0	0	0	0	0	0	0	1	0
gene-NHLH2	0	0	0	3	0	0	0	0	0
gene-LOC102156413	0	0	0	0	0	0	0	0	0
gene-LOC119881801	20	36	43	59	18	45	62	62	45
gene-SLC22A15	355	359	476	494	400	418	867	792	601
gene-MAB21L3	63	137	87	87	83	22	1059	341	494
gene-LOC119869773	0	0	0	0	5	4	3	0	1
gene-LOC119869814	8	0	0	0	0	5	4	0	0
gene-LOC102156859	0	0	0	0	0	0	0	0	0
gene-LOC100682676	0	0	0	0	0	0	0	0	0
gene-ATP1A1	24272	18262	15063	16103	15761	12771	22007	22997	18664
gene-LOC102156918	7	29	20	14	1	7	0	7	7
gene-CD58	6044	6021	5309	6008	4990	4611	5958	6541	5521
gene-LOC119869734	7	1	4	15	1	0	1	13	3
gene-IGSF3	1450	1783	1705	2732	1521	2275	1239	856	1665
gene-CD2	17703	26450	22744	21528	10473	17590	15366	7422	27352
gene-PTGFRN	222	210	463	529	171	758	212	184	764
gene-CD101	840	1355	1485	2039	785	1878	759	576	1263
gene-LOC119869821	6	6	7	70	16	64	5	10	5
gene-TTF2	10305	6811	5777	6069	6105	5037	5216	6261	4522
gene-TRIM45	1150	1206	1225	1187	624	957	720	635	806
gene-LOC106559926	0	4	7	5	0	0	0	1	0
gene-VTCN1	15	12	28	21	9	42	42	11	89
gene-LOC111090446	0	0	0	0	0	0	0	0	0
gene-LOC119869790	0	0	0	0	0	0	0	0	0
gene-LOC102151765	6	0	0	3	2	8	0	0	4
gene-MAN1A2	7448	7665	7268	7033	5170	5185	8892	6920	6065
gene-LOC111090682	0	0	7	0	2	1	4	1	0
gene-LOC102152182	0	0	2	5	1	0	14	3	30
gene-TENT5C	545	646	4153	1414	774	902	16584	8998	7899
gene-LOC111090683	0	0	0	0	0	0	0	2	4
gene-LOC119869812	0	0	0	0	0	0	0	3	7
gene-LOC119869813	0	0	0	0	0	0	0	3	3
gene-LOC111090684	4	1	13	15	0	5	31	11	0
gene-LOC100688781	0	1	0	0	0	0	0	0	0
gene-LOC111090686	0	4	0	0	0	0	0	0	3
gene-GDAP2	3303	4092	3252	3599	2395	2990	3011	2571	2712
gene-LOC119869692	13	10	3	7	6	4	10	19	3
gene-WDR3	8506	5849	4323	4659	4997	3613	4642	7221	3402
gene-SPAG17	2	13	20	24	11	10	15	11	0
gene-LOC119864029	0	0	0	0	0	0	0	0	0
gene-LOC119864030	0	0	0	0	0	0	0	0	0
gene-LOC119869690	0	0	0	0	0	0	0	0	0
gene-LOC119869761	0	0	0	0	0	0	0	0	0
gene-LOC100856023	1	0	1	2	1	0	2	1	0
gene-LOC102152790	0	0	0	0	0	0	0	0	0
