chrom	start0	end0	bases	relation_to_catalogued_span	GC_fraction_canonical	canonical_fraction	N_bases
NC_049253.1	29600000	29700000	100000	inside	0.39439	1.0	0
NC_049253.1	29700000	29800000	100000	inside	0.34731	1.0	0
NC_049253.1	29800000	29900000	100000	inside	0.36619	1.0	0
NC_049253.1	29900000	30000000	100000	inside	0.37662	1.0	0
NC_049253.1	30000000	30100000	100000	inside	0.3745	1.0	0
NC_049253.1	30100000	30200000	100000	inside	0.36138	1.0	0
NC_049253.1	30200000	30300000	100000	inside	0.35109	1.0	0
NC_049253.1	30300000	30400000	100000	inside	0.34477	1.0	0
NC_049253.1	30400000	30500000	100000	inside	0.37552	1.0	0
NC_049253.1	30500000	30600000	100000	inside	0.36398	1.0	0
NC_049253.1	30600000	30700000	100000	inside	0.37305	1.0	0
NC_049253.1	30700000	30800000	100000	inside	0.35956	1.0	0
NC_049253.1	30800000	30900000	100000	inside	0.35415	1.0	0
NC_049253.1	30900000	31000000	100000	inside	0.38106	1.0	0
NC_049253.1	31000000	31100000	100000	inside	0.3627	1.0	0
NC_049253.1	31100000	31200000	100000	inside	0.3703	1.0	0
NC_049253.1	31200000	31300000	100000	inside	0.37929	1.0	0
NC_049253.1	31300000	31400000	100000	inside	0.37331	1.0	0
NC_049253.1	31400000	31500000	100000	inside	0.35415	1.0	0
NC_049253.1	31500000	31600000	100000	inside	0.38619	1.0	0
NC_049253.1	31600000	31700000	100000	inside	0.39144	1.0	0
NC_049253.1	31700000	31800000	100000	inside	0.41407	1.0	0
NC_049253.1	31800000	31900000	100000	inside	0.37649	1.0	0
NC_049253.1	31900000	32000000	100000	inside	0.37505	1.0	0
NC_049253.1	32000000	32100000	100000	inside	0.37791	1.0	0
NC_049253.1	32100000	32200000	100000	inside	0.36871	1.0	0
NC_049253.1	32200000	32300000	100000	inside	0.36449	1.0	0
NC_049253.1	32300000	32400000	100000	inside	0.36851	1.0	0
NC_049253.1	32400000	32500000	100000	inside	0.37475	1.0	0
NC_049253.1	32500000	32600000	100000	inside	0.38685	1.0	0
NC_049253.1	32600000	32700000	100000	inside	0.39074	1.0	0
NC_049253.1	32700000	32800000	100000	inside	0.38887	1.0	0
NC_049253.1	32800000	32900000	100000	inside	0.40745	1.0	0
NC_049253.1	32900000	33000000	100000	inside	0.39963	1.0	0
NC_049253.1	33000000	33100000	100000	inside	0.37797	1.0	0
NC_049253.1	33100000	33200000	100000	inside	0.37064	1.0	0
NC_049253.1	33200000	33300000	100000	inside	0.40808	1.0	0
NC_049253.1	33300000	33400000	100000	inside	0.43171	1.0	0
NC_049253.1	33400000	33500000	100000	inside	0.42764	1.0	0
NC_049253.1	33500000	33600000	100000	inside	0.41925	1.0	0
NC_049253.1	33600000	33700000	100000	crosses_catalogue_boundary	0.395	1.0	0
NC_049253.1	33700000	33800000	100000	outside	0.38978	1.0	0
NC_049253.1	33800000	33900000	100000	outside	0.39458	1.0	0
NC_049253.1	33900000	34000000	100000	outside	0.39815	1.0	0
NC_049253.1	34000000	34100000	100000	outside	0.3907	1.0	0
NC_049253.1	34100000	34200000	100000	outside	0.38725	1.0	0
NC_049253.1	34200000	34300000	100000	outside	0.38681	1.0	0
NC_049253.1	34300000	34400000	100000	outside	0.38639	1.0	0
NC_049253.1	34400000	34500000	100000	outside	0.41206	1.0	0
NC_049253.1	34500000	34600000	100000	outside	0.39394	1.0	0
NC_049253.1	34600000	34700000	100000	outside	0.3873	1.0	0
NC_049253.1	34700000	34800000	100000	outside	0.38655	1.0	0
NC_049253.1	34800000	34900000	100000	outside	0.36459	1.0	0
NC_049253.1	34900000	35000000	100000	outside	0.36403	1.0	0
NC_049253.1	35000000	35100000	100000	outside	0.3536	1.0	0
NC_049253.1	35100000	35200000	100000	outside	0.36068	1.0	0
NC_049253.1	35200000	35300000	100000	outside	0.3614	1.0	0
NC_049253.1	35300000	35400000	100000	outside	0.36372	1.0	0
NC_049253.1	35400000	35500000	100000	outside	0.39168	1.0	0
NC_049253.1	35500000	35600000	100000	outside	0.4132	1.0	0
NC_049253.1	35600000	35700000	100000	outside	0.37686	1.0	0
NC_049253.1	35700000	35800000	100000	outside	0.37134	1.0	0
NC_049253.1	35800000	35900000	100000	outside	0.36223	1.0	0
NC_049253.1	35900000	36000000	100000	outside	0.36886	1.0	0
NC_049253.1	36000000	36100000	100000	outside	0.35813	1.0	0
NC_049253.1	36100000	36200000	100000	outside	0.3777977977977978	0.999	100
NC_049253.1	36200000	36300000	100000	outside	0.3748948948948949	0.999	100
NC_049253.1	36300000	36400000	100000	outside	0.36848	1.0	0
NC_049253.1	36400000	36500000	100000	outside	0.36026052104208417	0.998	200
NC_049253.1	36500000	36600000	100000	outside	0.36595	1.0	0
NC_049253.1	36600000	36700000	100000	outside	0.36558	1.0	0
NC_049253.1	36700000	36800000	100000	outside	0.35417	1.0	0
NC_049253.1	36800000	36900000	100000	outside	0.37752	1.0	0
NC_049253.1	36900000	37000000	100000	outside	0.35692	1.0	0
NC_049253.1	37000000	37100000	100000	outside	0.38015	1.0	0
NC_049253.1	37100000	37200000	100000	outside	0.40753	1.0	0
NC_049253.1	37200000	37300000	100000	outside	0.42265	1.0	0
NC_049253.1	37300000	37400000	100000	outside	0.3917	1.0	0
NC_049253.1	37400000	37500000	100000	outside	0.40724	1.0	0
NC_049253.1	37500000	37600000	100000	outside	0.38479	1.0	0
NC_049253.1	37600000	37700000	100000	outside	0.39414	1.0	0
NC_049253.1	37700000	37800000	100000	outside	0.3638	1.0	0
NC_049253.1	37800000	37900000	100000	outside	0.3884	1.0	0
NC_049253.1	37900000	38000000	100000	outside	0.3441	1.0	0
NC_049253.1	38000000	38100000	100000	outside	0.38065	1.0	0
NC_049253.1	38100000	38200000	100000	outside	0.38823	1.0	0
NC_049253.1	38200000	38300000	100000	outside	0.37919	1.0	0
NC_049253.1	38300000	38400000	100000	outside	0.40072	1.0	0
NC_049253.1	38400000	38500000	100000	outside	0.41066	1.0	0
NC_049253.1	38500000	38600000	100000	outside	0.38921	1.0	0
NC_049253.1	38600000	38700000	100000	outside	0.41628	1.0	0
NC_049253.1	38700000	38800000	100000	outside	0.41499	1.0	0
NC_049253.1	38800000	38900000	100000	outside	0.43442	1.0	0
NC_049253.1	38900000	39000000	100000	outside	0.42248	1.0	0
NC_049253.1	39000000	39100000	100000	outside	0.41226	1.0	0
NC_049253.1	39100000	39200000	100000	outside	0.39687	1.0	0
NC_049253.1	39200000	39300000	100000	outside	0.41433	1.0	0
NC_049253.1	39300000	39400000	100000	outside	0.4146446446446446	0.999	100
NC_049253.1	39400000	39500000	100000	outside	0.38466	1.0	0
NC_049253.1	39500000	39600000	100000	outside	0.37501	1.0	0
NC_049253.1	39600000	39700000	100000	outside	0.39307	1.0	0
NC_049253.1	39700000	39800000	100000	outside	0.41711	1.0	0
NC_049253.1	39800000	39900000	100000	outside	0.37611	1.0	0
NC_049253.1	39900000	40000000	100000	outside	0.39549	1.0	0
NC_049253.1	40000000	40100000	100000	outside	0.38655	1.0	0
NC_049253.1	40100000	40200000	100000	outside	0.4276	1.0	0
NC_049253.1	40200000	40225481	25481	outside	0.4925238412935128	1.0	0
