window_id	chrom	start0	end0	length	pattern_id	exact_locus_count_both_strands	unique_exact
w01	NC_051811.1	17255809	17255829	20	103	1	True
w01	NC_051811.1	17255810	17255830	20	104	1	True
w01	NC_051811.1	17255811	17255831	20	105	1	True
w01	NC_051811.1	17255812	17255832	20	106	2	False
w01	NC_051811.1	17255813	17255833	20	107	1	True
w01	NC_051811.1	17255814	17255834	20	108	1	True
w01	NC_051811.1	17255815	17255835	20	109	1	True
w01	NC_051811.1	17255816	17255836	20	110	1	True
w01	NC_051811.1	17255817	17255837	20	111	1	True
w01	NC_051811.1	17255818	17255838	20	112	1	True
w01	NC_051811.1	17255819	17255839	20	113	1	True
w01	NC_051811.1	17255820	17255840	20	114	1	True
w01	NC_051811.1	17255821	17255841	20	115	1	True
w01	NC_051811.1	17255822	17255842	20	116	1	True
w01	NC_051811.1	17255823	17255843	20	117	1	True
w01	NC_051811.1	17255824	17255844	20	118	1	True
w01	NC_051811.1	17255825	17255845	20	119	1	True
w01	NC_051811.1	17255826	17255846	20	120	1	True
w01	NC_051811.1	17255827	17255847	20	121	1	True
w01	NC_051811.1	17255828	17255848	20	122	1	True
w01	NC_051811.1	17255829	17255849	20	123	1	True
w01	NC_051811.1	17255830	17255850	20	124	1	True
w01	NC_051811.1	17255831	17255851	20	125	1	True
w01	NC_051811.1	17255832	17255852	20	126	1	True
w01	NC_051811.1	17255833	17255853	20	127	2	False
w01	NC_051811.1	17255834	17255854	20	128	3	False
w01	NC_051811.1	17255835	17255855	20	129	1	True
w01	NC_051811.1	17255836	17255856	20	130	1	True
w01	NC_051811.1	17255837	17255857	20	131	1	True
w01	NC_051811.1	17255838	17255858	20	132	1	True
w01	NC_051811.1	17255839	17255859	20	133	1	True
w01	NC_051811.1	17255840	17255860	20	134	1	True
w01	NC_051811.1	17255841	17255861	20	135	1	True
w01	NC_051811.1	17255842	17255862	20	136	1	True
w01	NC_051811.1	17255843	17255863	20	137	1	True
w01	NC_051811.1	17255844	17255864	20	138	1	True
w01	NC_051811.1	17255845	17255865	20	139	1	True
w01	NC_051811.1	17255846	17255866	20	140	1	True
w01	NC_051811.1	17255847	17255867	20	141	1	True
w01	NC_051811.1	17255848	17255868	20	142	1	True
w01	NC_051811.1	17255849	17255869	20	143	1	True
w01	NC_051811.1	17255850	17255870	20	144	1	True
w01	NC_051811.1	17255851	17255871	20	145	1	True
w01	NC_051811.1	17255852	17255872	20	146	1	True
w01	NC_051811.1	17255853	17255873	20	147	1	True
w01	NC_051811.1	17255854	17255874	20	148	1	True
w01	NC_051811.1	17255855	17255875	20	149	1	True
w01	NC_051811.1	17255856	17255876	20	150	1	True
w01	NC_051811.1	17255857	17255877	20	151	1	True
w01	NC_051811.1	17255858	17255878	20	152	1	True
w01	NC_051811.1	17255859	17255879	20	153	1	True
w01	NC_051811.1	17255860	17255880	20	154	1	True
w01	NC_051811.1	17255861	17255881	20	155	1	True
w01	NC_051811.1	17255862	17255882	20	156	1	True
w01	NC_051811.1	17255863	17255883	20	157	1	True
w01	NC_051811.1	17255864	17255884	20	158	1	True
w01	NC_051811.1	17255865	17255885	20	159	1	True
w01	NC_051811.1	17255866	17255886	20	160	1	True
w01	NC_051811.1	17255867	17255887	20	161	1	True
w01	NC_051811.1	17255868	17255888	20	162	1	True
w01	NC_051811.1	17255869	17255889	20	163	1	True
w01	NC_051811.1	17255870	17255890	20	164	1	True
w01	NC_051811.1	17255871	17255891	20	165	1	True
w01	NC_051811.1	17255872	17255892	20	166	1	True
w01	NC_051811.1	17255873	17255893	20	167	1	True
w01	NC_051811.1	17255874	17255894	20	168	1	True
w01	NC_051811.1	17255875	17255895	20	169	1	True
w01	NC_051811.1	17255876	17255896	20	170	1	True
w01	NC_051811.1	17255877	17255897	20	171	1	True
w01	NC_051811.1	17255878	17255898	20	172	1	True
w01	NC_051811.1	17255879	17255899	20	173	1	True
w01	NC_051811.1	17255880	17255900	20	174	1	True
w01	NC_051811.1	17255881	17255901	20	175	1	True
w01	NC_051811.1	17255882	17255902	20	176	1	True
w01	NC_051811.1	17255883	17255903	20	177	1	True
w01	NC_051811.1	17255884	17255904	20	178	1	True
w01	NC_051811.1	17255885	17255905	20	179	1	True
w01	NC_051811.1	17255886	17255906	20	180	1	True
w01	NC_051811.1	17255887	17255907	20	181	1	True
w01	NC_051811.1	17255888	17255908	20	182	1	True
w01	NC_051811.1	17255889	17255909	20	183	1	True
w01	NC_051811.1	17255890	17255910	20	184	1	True
w01	NC_051811.1	17255891	17255911	20	185	1	True
w01	NC_051811.1	17255892	17255912	20	186	1	True
w01	NC_051811.1	17255893	17255913	20	187	1	True
w01	NC_051811.1	17255894	17255914	20	188	1	True
w01	NC_051811.1	17255895	17255915	20	189	1	True
w01	NC_051811.1	17255896	17255916	20	190	1	True
w01	NC_051811.1	17255897	17255917	20	191	1	True
w01	NC_051811.1	17255898	17255918	20	192	1	True
w01	NC_051811.1	17255899	17255919	20	193	1	True
w01	NC_051811.1	17255900	17255920	20	194	1	True
w01	NC_051811.1	17255901	17255921	20	195	1	True
w01	NC_051811.1	17255902	17255922	20	196	1	True
w01	NC_051811.1	17255903	17255923	20	197	1	True
w01	NC_051811.1	17255904	17255924	20	198	1	True
w01	NC_051811.1	17255905	17255925	20	199	1	True
w01	NC_051811.1	17255906	17255926	20	200	1	True
w01	NC_051811.1	17255907	17255927	20	201	1	True
w01	NC_051811.1	17255908	17255928	20	202	1	True
w01	NC_051811.1	17255909	17255929	20	203	1	True
w01	NC_051811.1	17255910	17255930	20	204	1	True
w01	NC_051811.1	17255911	17255931	20	205	1	True
w01	NC_051811.1	17255912	17255932	20	206	1	True
w01	NC_051811.1	17255913	17255933	20	207	1	True
w01	NC_051811.1	17255914	17255934	20	208	1	True
w01	NC_051811.1	17255915	17255935	20	209	1	True
w01	NC_051811.1	17255916	17255936	20	210	1	True
w01	NC_051811.1	17255917	17255937	20	211	1	True
w01	NC_051811.1	17255918	17255938	20	212	1	True
w01	NC_051811.1	17255919	17255939	20	213	1	True
w01	NC_051811.1	17255920	17255940	20	214	1	True
w01	NC_051811.1	17255921	17255941	20	215	1	True
w01	NC_051811.1	17255922	17255942	20	216	1	True
w01	NC_051811.1	17255923	17255943	20	217	1	True
w01	NC_051811.1	17255924	17255944	20	218	1	True
w01	NC_051811.1	17255925	17255945	20	219	1	True
w01	NC_051811.1	17255926	17255946	20	220	1	True
w01	NC_051811.1	17255927	17255947	20	221	2	False
w01	NC_051811.1	17255928	17255948	20	222	1	True
w01	NC_051811.1	17255929	17255949	20	223	1	True
w01	NC_051811.1	17255930	17255950	20	224	2	False
w01	NC_051811.1	17255931	17255951	20	225	1	True
w01	NC_051811.1	17255932	17255952	20	226	1	True
w01	NC_051811.1	17255933	17255953	20	227	1	True
w01	NC_051811.1	17255934	17255954	20	228	1	True
w01	NC_051811.1	17255935	17255955	20	229	1	True
w01	NC_051811.1	17255936	17255956	20	230	1	True
w01	NC_051811.1	17255937	17255957	20	231	1	True
w01	NC_051811.1	17255938	17255958	20	232	1	True
w01	NC_051811.1	17255939	17255959	20	233	1	True
w01	NC_051811.1	17255940	17255960	20	234	1	True
w01	NC_051811.1	17255941	17255961	20	235	1	True
w01	NC_051811.1	17255942	17255962	20	236	1	True
w01	NC_051811.1	17255943	17255963	20	237	1	True
w01	NC_051811.1	17255944	17255964	20	238	1	True
w01	NC_051811.1	17255945	17255965	20	239	1	True
w01	NC_051811.1	17255946	17255966	20	240	1	True
w01	NC_051811.1	17255947	17255967	20	241	1	True
w01	NC_051811.1	17255948	17255968	20	242	1	True
w01	NC_051811.1	17255949	17255969	20	243	1	True
w01	NC_051811.1	17255950	17255970	20	244	1	True
w01	NC_051811.1	17255951	17255971	20	245	1	True
w01	NC_051811.1	17255952	17255972	20	246	1	True
w01	NC_051811.1	17255953	17255973	20	247	1	True
w01	NC_051811.1	17255954	17255974	20	248	1	True
w01	NC_051811.1	17255955	17255975	20	249	1	True
w01	NC_051811.1	17255956	17255976	20	250	1	True
w01	NC_051811.1	17255957	17255977	20	251	1	True
w01	NC_051811.1	17255958	17255978	20	252	1	True
w01	NC_051811.1	17255959	17255979	20	253	1	True
w01	NC_051811.1	17255960	17255980	20	254	1	True
w01	NC_051811.1	17255961	17255981	20	255	1	True
w01	NC_051811.1	17255962	17255982	20	256	1	True
w01	NC_051811.1	17255963	17255983	20	257	1	True
w01	NC_051811.1	17255964	17255984	20	258	1	True
w01	NC_051811.1	17255965	17255985	20	259	1	True
w01	NC_051811.1	17255966	17255986	20	260	1	True
w01	NC_051811.1	17255967	17255987	20	261	1	True
w01	NC_051811.1	17255968	17255988	20	262	1	True
w01	NC_051811.1	17255969	17255989	20	263	2	False
w01	NC_051811.1	17255970	17255990	20	264	1	True
w01	NC_051811.1	17255971	17255991	20	265	1	True
w01	NC_051811.1	17255972	17255992	20	266	1	True
w01	NC_051811.1	17255973	17255993	20	267	1	True
w01	NC_051811.1	17255974	17255994	20	268	1	True
w01	NC_051811.1	17255975	17255995	20	269	1	True
w01	NC_051811.1	17255976	17255996	20	270	1	True
w01	NC_051811.1	17255977	17255997	20	271	1	True
w01	NC_051811.1	17255978	17255998	20	272	1	True
w01	NC_051811.1	17255979	17255999	20	273	1	True
w01	NC_051811.1	17255980	17256000	20	274	1	True
w01	NC_051811.1	17255981	17256001	20	275	1	True
w01	NC_051811.1	17255982	17256002	20	276	1	True
w01	NC_051811.1	17255983	17256003	20	277	1	True
w01	NC_051811.1	17255984	17256004	20	278	1	True
w01	NC_051811.1	17255985	17256005	20	279	1	True
w01	NC_051811.1	17255986	17256006	20	280	1	True
w01	NC_051811.1	17255987	17256007	20	281	1	True
w01	NC_051811.1	17255988	17256008	20	282	1	True
w01	NC_051811.1	17255989	17256009	20	283	1	True
w01	NC_051811.1	17255990	17256010	20	284	1	True
w01	NC_051811.1	17255991	17256011	20	285	1	True
w01	NC_051811.1	17255992	17256012	20	286	1	True
w01	NC_051811.1	17255993	17256013	20	287	1	True
w01	NC_051811.1	17255994	17256014	20	288	1	True
w01	NC_051811.1	17255995	17256015	20	289	1	True
w01	NC_051811.1	17255996	17256016	20	290	1	True
w01	NC_051811.1	17255997	17256017	20	291	1	True
w01	NC_051811.1	17255998	17256018	20	292	1	True
w01	NC_051811.1	17255999	17256019	20	293	1	True
w01	NC_051811.1	17256000	17256020	20	294	1	True
w01	NC_051811.1	17256001	17256021	20	295	1	True
w01	NC_051811.1	17256002	17256022	20	296	1	True
w01	NC_051811.1	17256003	17256023	20	297	1	True
w01	NC_051811.1	17256004	17256024	20	298	1	True
w01	NC_051811.1	17256005	17256025	20	299	1	True
w01	NC_051811.1	17256006	17256026	20	300	1	True
w01	NC_051811.1	17256007	17256027	20	301	1	True
w01	NC_051811.1	17256008	17256028	20	302	1	True
w01	NC_051811.1	17256009	17256029	20	303	1	True
w01	NC_051811.1	17256010	17256030	20	304	1	True
w01	NC_051811.1	17256011	17256031	20	305	1	True
w01	NC_051811.1	17256012	17256032	20	306	1	True
w01	NC_051811.1	17256013	17256033	20	307	1	True
w01	NC_051811.1	17256014	17256034	20	308	1	True
w01	NC_051811.1	17256015	17256035	20	309	1	True
w01	NC_051811.1	17256016	17256036	20	310	1	True
w01	NC_051811.1	17256017	17256037	20	311	1	True
w01	NC_051811.1	17256018	17256038	20	312	1	True
w01	NC_051811.1	17256019	17256039	20	313	3	False
w01	NC_051811.1	17256020	17256040	20	314	1	True
w01	NC_051811.1	17256021	17256041	20	315	1	True
w01	NC_051811.1	17256022	17256042	20	316	1	True
w01	NC_051811.1	17256023	17256043	20	317	1	True
w01	NC_051811.1	17256024	17256044	20	318	1	True
w01	NC_051811.1	17256025	17256045	20	319	1	True
w01	NC_051811.1	17256026	17256046	20	320	1	True
w01	NC_051811.1	17256027	17256047	20	321	1	True
w01	NC_051811.1	17256028	17256048	20	322	1	True
w01	NC_051811.1	17256029	17256049	20	323	1	True
w01	NC_051811.1	17256030	17256050	20	324	1	True
w01	NC_051811.1	17256031	17256051	20	325	1	True
w01	NC_051811.1	17256032	17256052	20	326	1	True
w01	NC_051811.1	17256033	17256053	20	327	1	True
w01	NC_051811.1	17256034	17256054	20	328	1	True
w01	NC_051811.1	17256035	17256055	20	329	1	True
w01	NC_051811.1	17256036	17256056	20	330	1	True
w01	NC_051811.1	17256037	17256057	20	331	1	True
w01	NC_051811.1	17256038	17256058	20	332	1	True
w01	NC_051811.1	17256039	17256059	20	333	1	True
w01	NC_051811.1	17256040	17256060	20	334	1	True
w01	NC_051811.1	17256041	17256061	20	335	1	True
w01	NC_051811.1	17256042	17256062	20	336	1	True
w01	NC_051811.1	17256043	17256063	20	337	1	True
w01	NC_051811.1	17256044	17256064	20	338	1	True
w01	NC_051811.1	17256045	17256065	20	339	1	True
w01	NC_051811.1	17256046	17256066	20	340	1	True
w01	NC_051811.1	17256047	17256067	20	341	1	True
w01	NC_051811.1	17256048	17256068	20	342	1	True
w01	NC_051811.1	17256049	17256069	20	343	1	True
w01	NC_051811.1	17256050	17256070	20	344	1	True
w01	NC_051811.1	17256051	17256071	20	345	1	True
w01	NC_051811.1	17256052	17256072	20	346	1	True
w01	NC_051811.1	17256053	17256073	20	347	1	True
w01	NC_051811.1	17256054	17256074	20	348	1	True
w01	NC_051811.1	17256055	17256075	20	349	1	True
w01	NC_051811.1	17256056	17256076	20	350	1	True
w01	NC_051811.1	17256057	17256077	20	351	1	True
w01	NC_051811.1	17256058	17256078	20	352	1	True
w01	NC_051811.1	17256059	17256079	20	353	1	True
w01	NC_051811.1	17256060	17256080	20	354	1	True
w01	NC_051811.1	17256061	17256081	20	355	1	True
w01	NC_051811.1	17256062	17256082	20	356	1	True
w01	NC_051811.1	17256063	17256083	20	357	1	True
w01	NC_051811.1	17256064	17256084	20	358	1	True
w01	NC_051811.1	17256065	17256085	20	359	1	True
w01	NC_051811.1	17256066	17256086	20	360	1	True
w01	NC_051811.1	17256067	17256087	20	361	1	True
w01	NC_051811.1	17256068	17256088	20	362	1	True
w01	NC_051811.1	17256069	17256089	20	363	1	True
w01	NC_051811.1	17256070	17256090	20	364	1	True
w01	NC_051811.1	17256071	17256091	20	365	1	True
w01	NC_051811.1	17256072	17256092	20	366	1	True
w01	NC_051811.1	17256073	17256093	20	367	1	True
w01	NC_051811.1	17256074	17256094	20	368	1	True
w01	NC_051811.1	17256075	17256095	20	369	2	False
w01	NC_051811.1	17256076	17256096	20	370	1	True
w01	NC_051811.1	17256077	17256097	20	371	1	True
w01	NC_051811.1	17256078	17256098	20	372	1	True
w01	NC_051811.1	17256079	17256099	20	373	1	True
w01	NC_051811.1	17256080	17256100	20	374	1	True
w01	NC_051811.1	17256081	17256101	20	375	1	True
w01	NC_051811.1	17256082	17256102	20	376	1	True
w01	NC_051811.1	17256083	17256103	20	377	1	True
w01	NC_051811.1	17256084	17256104	20	378	1	True
w01	NC_051811.1	17256085	17256105	20	379	1	True
w01	NC_051811.1	17256086	17256106	20	380	1	True
w01	NC_051811.1	17256087	17256107	20	381	1	True
w01	NC_051811.1	17256088	17256108	20	382	1	True
w01	NC_051811.1	17256089	17256109	20	383	1	True
w01	NC_051811.1	17256090	17256110	20	384	1	True
w01	NC_051811.1	17256091	17256111	20	385	1	True
w01	NC_051811.1	17256092	17256112	20	386	1	True
w01	NC_051811.1	17256093	17256113	20	387	1	True
w01	NC_051811.1	17256094	17256114	20	388	1	True
w01	NC_051811.1	17256095	17256115	20	389	1	True
w01	NC_051811.1	17256096	17256116	20	390	1	True
w01	NC_051811.1	17256097	17256117	20	391	1	True
w01	NC_051811.1	17256098	17256118	20	392	1	True
w01	NC_051811.1	17256099	17256119	20	393	1	True
w01	NC_051811.1	17256100	17256120	20	394	1	True
w01	NC_051811.1	17256101	17256121	20	395	1	True
w01	NC_051811.1	17256102	17256122	20	396	1	True
w01	NC_051811.1	17256103	17256123	20	397	1	True
w01	NC_051811.1	17256104	17256124	20	398	1	True
w01	NC_051811.1	17256105	17256125	20	399	1	True
w01	NC_051811.1	17256106	17256126	20	400	1	True
w01	NC_051811.1	17256107	17256127	20	401	1	True
w01	NC_051811.1	17256108	17256128	20	402	1	True
w01	NC_051811.1	17256109	17256129	20	403	1	True
w01	NC_051811.1	17256110	17256130	20	404	1	True
w01	NC_051811.1	17256111	17256131	20	405	1	True
w01	NC_051811.1	17256112	17256132	20	406	1	True
w01	NC_051811.1	17256113	17256133	20	407	1	True
w01	NC_051811.1	17256114	17256134	20	408	1	True
w01	NC_051811.1	17256115	17256135	20	409	1	True
w01	NC_051811.1	17256116	17256136	20	410	1	True
w01	NC_051811.1	17256117	17256137	20	411	1	True
w01	NC_051811.1	17256118	17256138	20	412	1	True
w01	NC_051811.1	17256119	17256139	20	413	1	True
w01	NC_051811.1	17256120	17256140	20	414	1	True
w01	NC_051811.1	17256121	17256141	20	415	1	True
w01	NC_051811.1	17256122	17256142	20	416	1	True
w01	NC_051811.1	17256123	17256143	20	417	1	True
w01	NC_051811.1	17256124	17256144	20	418	1	True
w01	NC_051811.1	17256125	17256145	20	419	1	True
w01	NC_051811.1	17256126	17256146	20	420	1	True
w01	NC_051811.1	17256127	17256147	20	421	1	True
w01	NC_051811.1	17256128	17256148	20	422	1	True
w01	NC_051811.1	17256129	17256149	20	423	1	True
w01	NC_051811.1	17256130	17256150	20	424	1	True
w01	NC_051811.1	17256131	17256151	20	425	1	True
w01	NC_051811.1	17256132	17256152	20	426	1	True
w01	NC_051811.1	17256133	17256153	20	427	1	True
w01	NC_051811.1	17256134	17256154	20	428	1	True
w01	NC_051811.1	17256135	17256155	20	429	1	True
w01	NC_051811.1	17256136	17256156	20	430	1	True
w01	NC_051811.1	17256137	17256157	20	431	1	True
w01	NC_051811.1	17256138	17256158	20	432	1	True
w01	NC_051811.1	17256139	17256159	20	433	1	True
w01	NC_051811.1	17256140	17256160	20	434	1	True
w01	NC_051811.1	17256141	17256161	20	435	1	True
w01	NC_051811.1	17256142	17256162	20	436	1	True
w01	NC_051811.1	17256143	17256163	20	437	1	True
w01	NC_051811.1	17256144	17256164	20	438	1	True
w01	NC_051811.1	17256145	17256165	20	439	1	True
w01	NC_051811.1	17256146	17256166	20	440	1	True
w01	NC_051811.1	17256147	17256167	20	441	1	True
w01	NC_051811.1	17256148	17256168	20	442	1	True
w01	NC_051811.1	17256149	17256169	20	443	1	True
w01	NC_051811.1	17256150	17256170	20	444	1	True
w01	NC_051811.1	17256151	17256171	20	445	1	True
w01	NC_051811.1	17256152	17256172	20	446	1	True
w01	NC_051811.1	17256153	17256173	20	447	1	True
w01	NC_051811.1	17256154	17256174	20	448	1	True
w01	NC_051811.1	17256155	17256175	20	449	1	True
w01	NC_051811.1	17256156	17256176	20	450	1	True
w01	NC_051811.1	17256157	17256177	20	451	1	True
w01	NC_051811.1	17256158	17256178	20	452	1	True
w01	NC_051811.1	17256159	17256179	20	453	1	True
w01	NC_051811.1	17256160	17256180	20	454	1	True
w01	NC_051811.1	17256161	17256181	20	455	1	True
w01	NC_051811.1	17256162	17256182	20	456	1	True
w01	NC_051811.1	17256163	17256183	20	457	1	True
w01	NC_051811.1	17256164	17256184	20	458	1	True
w01	NC_051811.1	17256165	17256185	20	459	1	True
w01	NC_051811.1	17256166	17256186	20	460	1	True
w01	NC_051811.1	17256167	17256187	20	461	1	True
w01	NC_051811.1	17256168	17256188	20	462	1	True
w01	NC_051811.1	17256169	17256189	20	463	1	True
w01	NC_051811.1	17256170	17256190	20	464	1	True
w01	NC_051811.1	17256171	17256191	20	465	1	True
w01	NC_051811.1	17256172	17256192	20	466	1	True
w01	NC_051811.1	17256173	17256193	20	467	1	True
w01	NC_051811.1	17256174	17256194	20	468	1	True
w01	NC_051811.1	17256175	17256195	20	469	1	True
w01	NC_051811.1	17256176	17256196	20	470	1	True
w01	NC_051811.1	17256177	17256197	20	471	1	True
w01	NC_051811.1	17256178	17256198	20	472	1	True
w01	NC_051811.1	17256179	17256199	20	473	1	True
w01	NC_051811.1	17256180	17256200	20	474	1	True
w01	NC_051811.1	17256181	17256201	20	475	1	True
w01	NC_051811.1	17256182	17256202	20	476	1	True
w01	NC_051811.1	17256183	17256203	20	477	1	True
w01	NC_051811.1	17256184	17256204	20	478	1	True
w01	NC_051811.1	17256185	17256205	20	479	1	True
w01	NC_051811.1	17256186	17256206	20	480	1	True
w01	NC_051811.1	17256187	17256207	20	481	1	True
w01	NC_051811.1	17256188	17256208	20	482	1	True
w01	NC_051811.1	17256189	17256209	20	483	1	True
w01	NC_051811.1	17256190	17256210	20	484	1	True
w01	NC_051811.1	17256191	17256211	20	485	1	True
w01	NC_051811.1	17256192	17256212	20	486	1	True
w01	NC_051811.1	17256193	17256213	20	487	1	True
w01	NC_051811.1	17256194	17256214	20	488	1	True
w01	NC_051811.1	17256195	17256215	20	489	1	True
w01	NC_051811.1	17256196	17256216	20	490	1	True
w01	NC_051811.1	17256197	17256217	20	491	1	True
w01	NC_051811.1	17256198	17256218	20	492	1	True
w01	NC_051811.1	17256199	17256219	20	493	1	True
w01	NC_051811.1	17256200	17256220	20	494	1	True
w01	NC_051811.1	17256201	17256221	20	495	1	True
w01	NC_051811.1	17256202	17256222	20	496	1	True
w01	NC_051811.1	17256203	17256223	20	497	1	True
w01	NC_051811.1	17256204	17256224	20	498	1	True
w01	NC_051811.1	17256205	17256225	20	499	1	True
w01	NC_051811.1	17256206	17256226	20	500	1	True
w01	NC_051811.1	17256207	17256227	20	501	1	True
w01	NC_051811.1	17256208	17256228	20	502	1	True
w01	NC_051811.1	17256209	17256229	20	503	1	True
w01	NC_051811.1	17256210	17256230	20	504	1	True
w01	NC_051811.1	17256211	17256231	20	505	1	True
w01	NC_051811.1	17256212	17256232	20	506	1	True
w01	NC_051811.1	17256213	17256233	20	507	1	True
w01	NC_051811.1	17256214	17256234	20	508	1	True
w01	NC_051811.1	17256215	17256235	20	509	1	True
w01	NC_051811.1	17256216	17256236	20	510	1	True
w01	NC_051811.1	17256217	17256237	20	511	1	True
w01	NC_051811.1	17256218	17256238	20	512	1	True
w01	NC_051811.1	17256219	17256239	20	513	1	True
w01	NC_051811.1	17256220	17256240	20	514	1	True
