chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051805.1	120003827	120058858	55031	convergent	LOC102152107	DPY19L3	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0814431798121396	0.6479801123374653	0.055288847090983605	2.0	22.020253116885044	3.0245393254702173	31342	3016224	582029	15969	0.3559	0.017	0.8437	0.5651	0.258	0.4079	23.6
NC_051806.1	2276949	2331192	54243	convergent	CUL2	LOC111094492	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0124606812876933	0.5358416989123752	0.052587694123014006	9.0	6.1388844181024504	0.8520148979933132	4070	40699965	1406095	22196	0.41	0.0105	0.8701	0.5999	0.1131	0.4007	19.7
NC_051806.1	5490645	5562196	71551	convergent	LOC119870094	GAD2	True	True	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9769579720944862	0.4737284355493219	0.051486753843331845	12.0	5.157785214545937	0.5984065669772328	0	37477615	277071	43261	0.4354	0.0089	0.8728	0.6057	0.0901	0.4026	21.0
NC_051806.1	9925163	9998285	73122	convergent	LOC119869979	LOC106560013	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	0.4506867742816252	0.035619465715159025	0.015307671466969609	0.0	4.121933108425029	0.46990865662699327	13276	33042311	933384	38794	0.9569	0.0287	0.8762	0.6073	0.1644	0.5267	75.5
NC_051806.1	13354030	13405141	51111	convergent	LOC111091364	LOC106560015	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2408983535657383	0.8357431690788736	0.06410958189718789	28.0	10.99818925661104	1.6465075981570525	54585	29624450	156901	2688	0.2307	0.004	0.8598	0.5833	0.3713	0.4098	24.1
NC_051806.1	17055808	17110317	54509	convergent	PTCHD3	ANKRD26	True	False	False	False	False	False	False	False	False	False	False	32.01	False	1.74708	False	True	False	0.9426508160710871	0.41304495777631833	0.049422077103294104	2.0	7.007836933745687	1.2778463715229356	66938	25920973	2101216	56866	0.4818	0.017	0.8678	0.5898	0.4266	0.4766	56.2
NC_051806.1	23362298	23415104	52806	convergent	BEND7	LOC119869987	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0810963536096252	0.6474613926339028	0.05485326636064659	1.0	20.472729949597223	2.5655444012781845	36299	19615334	286259	35958	0.3637	0.0193	0.8454	0.5711	0.2835	0.4166	28.0
NC_051806.1	25264511	25315271	50760	convergent	USP6NL	LOC119869990	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1677258163573143	0.7630944886657315	0.05935155713066188	30.0	25.046219594053653	3.3496604546911515	0	17714144	84179	30775	0.2888	0.0036	0.8385	0.5603	0.0901	0.3563	2.8
NC_051806.1	29613097	29682625	69528	convergent	LOC111091644	LOC111091655	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	1.017427989778898	0.5444165115202929	0.05211988735897026	3.0	4.090950590414592	0.4116555952399398	97861	13356174	561955	6493	0.4196	0.0155	0.8763	0.6077	0.554	0.4946	65.5
NC_051806.1	31421264	31473494	52230	convergent	LOC111091701	LOC119870074	True	False	False	False	False	False	False	True	False	True	False		False		True	True	False	0.986435203595155	0.49047193615529633	0.051837735310576324	7.0	7.654738017814379	0.9399720725945662	322379	11556656	375809	28409	0.4263	0.0117	0.8664	0.5976	0.9209	0.5646	89.2
NC_051806.1	37763146	37815322	52176	convergent	LOC102153902	LOC111094200	True	False	False	False	False	False	True	False	False	True	False		False		True	False	False	1.0686572427342278	0.6283490143339969	0.05341605151042252	1.0	5.682034090173168	0.7370547258144203	135766	5214801	119627	52283	0.3927	0.0193	0.8712	0.6027	0.6759	0.5124	71.8
NC_051806.1	38503041	38573083	70042	convergent	ARHGAP26	NR3C1	True	True	False	True	False	False	True	False	False	True	False		False		True	True	False	0.9589639682299941	0.4419017817195738	0.04964941257811554	11.0	8.682231542431095	1.0283057865011898	11938	4465973	35021	132269	0.4768	0.0094	0.864	0.5954	0.1534	0.4198	31.0
NC_051806.1	39071176	39129828	58652	convergent	LOC119879638	LOC111092064	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.042189339663913	0.5858542074502281	0.053521704283546974	19.0	4.9015990903759885	0.837957465229727	0	3903533	408039	14974	0.391	0.0062	0.8736	0.6002	0.0901	0.3922	13.7
NC_051806.1	39159547	39230847	71300	convergent	LOC111094604	LOC119870003	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	1.0032850767084793	0.519883777247791	0.05137137225043166	1.0	3.2169757585443346	0.2431911071445467	70197	3808838	502734	14836	0.4378	0.0193	0.8799	0.608	0.4441	0.4778	57.5
NC_051806.1	55898984	55971473	72489	convergent	PTCD2	ZNF366	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0750254963846386	0.6381735751153473	0.05516299811139579	1.0	15.065078585232126	1.888533385328489	139772	2006509	594728	31063	0.3585	0.0193	0.8534	0.5798	0.6865	0.4995	67.7
NC_051806.1	61050066	61110203	60137	convergent	LOC119870018	LOC102154386	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.1205152338005764	0.7041111603015671	0.057512976984817	28.0	13.639989476533266	2.188821877817609	5134	1086768	38918	8850	0.3174	0.004	0.8553	0.5758	0.1189	0.3743	7.4
NC_051806.1	62723085	62783656	60571	convergent	RPGRIP1L	LOC119870323	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0705418010736085	0.6312739417769154	0.05543822223212881	1.0	16.443140223708202	2.5737327160184544	0	2760004	52350	11086	0.3531	0.0193	0.8515	0.571	0.0901	0.377	8.0
NC_051806.1	63630965	63704659	73694	convergent	TOX3	LOC100687235	True	True	False	False	False	False	False	True	False	False	False		False		True	True	False	1.01286168353862	0.536528774096015	0.05180576020036296	1.0	6.06642535525253	0.9934735739643036	7188	3674446	810677	44696	0.4269	0.0193	0.8703	0.5962	0.1304	0.4086	23.9
NC_051806.1	77425724	77486897	61173	convergent	LOC102153519	LOC119870436	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.1672355149380897	0.7625369056625736	0.05887034721608592	1.0	20.91465546910531	3.9743614905444726	6310	847142	158053	4814	0.2959	0.0193	0.8449	0.5504	0.1247	0.367	5.0
NC_051806.1	80612441	80666392	53951	convergent	LOC119870059	KLHDC7A	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1605122921736442	0.754736803622944	0.05823783946115143	1.0	19.68487957366253	3.423068670896653	0	4030248	871943	13440	0.3053	0.0193	0.8465	0.5592	0.0901	0.3641	4.1
NC_051806.1	84152591	84202660	50069	convergent	LOC119870024	PDPN	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.106832519356257	0.6851893435914643	0.056948708034038203	8.0	20.197176196110966	3.0571462003063656	47375	959073	26810	1776	0.3266	0.0111	0.8457	0.5646	0.3378	0.4171	28.9
NC_051806.1	84303869	84363723	59854	convergent	LRRC38	C2H1orf158	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1569780030544095	0.7505592283830589	0.05878329002918684	4.0	33.08578231351509	4.926058766673488	66204	802902	182981	20937	0.2972	0.0143	0.8286	0.5329	0.4265	0.4199	31.2
NC_051807.1	9691905	9747134	55229	convergent	ST8SIA4	LOC106558558	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9892747528647823	0.4954500160965612	0.051951783443440216	37.0	2.535161892254615	0.20490392035210322	169519	10186984	1457004	1328	0.4235	0.0024	0.8833	0.608	0.7547	0.5344	77.2
NC_051807.1	10779807	10837318	57511	convergent	LOC100685686	LOC119871165	True	False	False	False	False	False	False	False	False	False	False	38.03	False	4.32784	False	True	False	0.9381547504917834	0.40512536621436884	0.049536361495460327	1.0	3.2247474162948735	0.4302419573337714	216438	9097941	367961	59955	0.4793	0.0193	0.8798	0.6076	0.8308	0.5634	88.3
NC_051807.1	21623166	21678171	55005	convergent	LOC119871170	LOC111095350	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9369027127368023	0.40292752458773845	0.04972913093185171	0.0	3.292680464196761	0.3732461496442044	200668	1744142	565092	9181	0.4747	0.0287	0.8795	0.6078	0.8086	0.5599	86.8
NC_051807.1	22304729	22367018	62289	convergent	LOC111095151	LOC119871362	True	False	False	False	False	False	False	False	False	False	False	32.58	False	4.00506	False	True	False	0.9130512081665204	0.3613902088579014	0.04757943282984538	1.0	1.6083525605311033	0.13162193889086796	139127	2429347	1250297	105411	0.5276	0.0193	0.8903	0.608	0.6865	0.5463	81.8
NC_051807.1	25390804	25445201	54397	convergent	LOC119871164	LOC111095157	True	False	True	False	False	False	True	True	False	True	False		False		True	True	False	1.0149008211510493	0.5400104396877523	0.05375542531709806	39.0	3.5163172186333473	0.8968138470687808	268002	5511476	112640	40503	0.3862	0.0021	0.8785	0.5987	0.8848	0.5501	83.1
NC_051807.1	31153307	31211185	57878	convergent	GCNT4	MIR8901	True	False	False	False	False	True	True	True	False	False	False		False		True	True	False	0.6754123646026314	0.08153785184728184	0.03380456932624272	25.0	7.82748898209977	1.1168696079974942	207246	28959	261615	16870	0.8318	0.0046	0.866	0.5933	0.8186	0.6229	98.5
NC_051807.1	32087727	32156058	68331	convergent	TUBGCP5	LOC100688323	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.965466322504379	0.4534199103901595	0.050893365809012624	18.0	8.048569160391967	1.1144800283458116	96892	904072	1201261	6828	0.4483	0.0066	0.8656	0.5933	0.5502	0.4928	64.2
NC_051807.1	34846149	34921008	74859	convergent	LOC119871185	LOC106558580	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9821404249922904	0.482942646437377	0.051210755648884734	30.0	2.4046834874359266	0.6111229469606306	141422	1857590	1919698	449	0.4412	0.0036	0.8841	0.6054	0.6915	0.5252	74.8
NC_051807.1	35803900	35876584	72684	convergent	UBE3A	LOC100685501	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9297049957022979	0.39029092350558436	0.049259819474013936	1.0	3.2951991373609486	0.5168394326734458	0	2416216	963034	29968	0.4862	0.0193	0.8795	0.6069	0.0901	0.4164	27.5
NC_051807.1	44207725	44265967	58242	convergent	LOC119870785	LOC111095367	True	False	False	False	False	False	False	False	False	False	False	27.34	True	7.80566	False	True	False	0.9779395063697692	0.47554285933024015	0.05052748381553899	1.0	2.317920363944221	0.2863463847369635	111846	5980366	311387	102576	0.4566	0.0193	0.8846	0.6079	0.6034	0.5144	72.2
NC_051807.1	50781019	50831091	50072	convergent	AGBL1	LOC102152355	True	False	False	False	False	False	False	False	False	True	False		False		False	True	False	0.9585278513123384	0.4410782990662326	0.049692651425456695	1.0	2.7729579274855287	0.26245898392668837	281055	1416138	742330	122480	0.4755	0.0193	0.882	0.6079	0.8949	0.5759	90.7
NC_051807.1	56269278	56323122	53844	convergent	EFL1	LOC106558624	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1836140648431275	0.7808004974001693	0.06035611581878233	1.0	22.64588809053598	3.1152421737800933	178800	1218670	852591	3932	0.2754	0.0193	0.843	0.5638	0.772	0.4947	65.7
NC_051807.1	60928139	60979861	51722	convergent	LOC119871320	HMX1	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.2324750791248054	0.8284568219197771	0.0636577256617468	10.0	17.294789262978725	4.163380428134758	46000	614422	652918	9581	0.2353	0.0099	0.8492	0.5471	0.3328	0.3949	15.0
NC_051807.1	67665045	67732484	67439	convergent	LOC111095269	LOC111095270	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9830160576448606	0.48448414054558714	0.05004238339292764	2.0	2.355427204937038	0.3003948364226136	26236	6576141	2858148	29449	0.4676	0.017	0.8844	0.6079	0.2325	0.4419	43.6
NC_051807.1	72901974	72956918	54944	convergent	RBM47	CHRNA9	True	False	True	True	False	False	True	True	False	True	False		False		True	False	False	1.077976808871859	0.6427480337188668	0.05602488640248862	57.0	5.2362850705033965	0.5694141295939178	245554	1345459	27472	31393	0.3421	0.0005	0.8725	0.6062	0.8637	0.537	78.7
NC_051807.1	73210443	73261055	50612	convergent	LOC119871251	TRNAK-CUU-6	True	False	False	False	False	False	True	True	False	False	False		False		False	True	False	0.9074317523195099	0.3517078026418178	0.04593885428558731	5.0	6.3482379952923145	0.6062696535047787	35749	1039156	192116	0	0.5671	0.0133	0.8695	0.6055	0.2784	0.4668	52.5
NC_051807.1	74470819	74522415	51596	convergent	LOC106558641	LOC111095389	True	False	True	False	False	True	True	True	False	True	False		False		True	False	False	1.0886281443189938	0.6587400311751251	0.05662989816545245	42.0	5.258209540655805	0.49093534528390304	96617	221690	53300	27502	0.3319	0.0018	0.8725	0.6072	0.5502	0.4727	55.1
NC_051807.1	76113264	76180116	66852	convergent	LOC111095297	LOC102153709	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9174345849876988	0.3689441453758593	0.04823183055470996	1.0	2.9230235757015466	0.3695637307475484	53310	1871763	1703373	1875	0.5127	0.0193	0.8812	0.6078	0.3666	0.4775	57.0
NC_051807.1	76613649	76664485	50836	convergent	ARAP2	LOC100688576	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9283955753620294	0.38801449999512383	0.048747128827746664	1.0	3.0400885371065405	0.3060579590122063	14067	2364140	2195750	45500	0.4991	0.0193	0.8807	0.6079	0.1696	0.4353	40.3
NC_051807.1	77813684	77865855	52171	convergent	LOC111095391	LOC111095392	True	False	False	False	False	False	False	False	False	False	False	38.77	False	6.1870400000000005	False	True	False	0.891147664302045	0.3240600695607169	0.04652607525892331	1.0	1.670917203019068	0.2294506935723005	214769	3564842	3396452	329130	0.5526	0.0193	0.8897	0.608	0.8283	0.5796	93.1
NC_051807.1	81859047	81912809	53762	convergent	LOC119872911	LOC119871343	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9133665572023668	0.3619285062354683	0.048696972147963834	0.0	2.6521818917185405	0.2527344989789137	385928	7611001	3966029	44557	0.5	0.0287	0.8827	0.608	0.9476	0.5934	96.3
NC_051807.1	85288823	85342443	53620	convergent	LOC111095403	LOC100686918	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.136845786096029	0.7256662106713134	0.05986852762018968	38.0	6.735849310253068	0.8586294400618393	159367	4713437	536324	33294	0.2818	0.0023	0.8685	0.5997	0.734	0.4972	66.2
NC_051808.1	1943254	2003893	60639	convergent	LOC102151881	LOC111095689	True	False	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9464291037873721	0.4196921256915876	0.0506243390451075	1.0	2.09437925052961	0.2492187948000918	476427	6753568	1548021	34553	0.4545	0.0193	0.8862	0.608	0.97	0.5876	94.8
NC_051808.1	4984288	5034699	50411	convergent	LOC111095431	LOC111095433	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2174680088704812	0.8148184426278454	0.06311228764744671	28.0	8.890361328309824	1.3333018419059595	134493	3717648	235220	16052	0.2419	0.004	0.8636	0.5887	0.6731	0.4743	55.5
NC_051808.1	5485501	5546210	60709	convergent	LOC102155069	SLC35F3	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.9602263430038606	0.4441309455385511	0.04981797099989893	3.0	4.520703399103515	0.5843254498462551	0	3211286	741582	11030	0.4726	0.0155	0.8748	0.6059	0.0901	0.4118	25.8
NC_051808.1	6820779	6870891	50112	convergent	LOC119871610	LOC111095435	True	False	False	False	False	False	False	True	False	False	False		False		True	True	False	0.9424432511149999	0.41267544352114843	0.048717563907350596	1.0	4.576207493807944	0.734939190782095	120835	1881306	1233130	1863	0.4997	0.0193	0.8746	0.6028	0.6323	0.5257	75.1
NC_051808.1	12066504	12128157	61653	convergent	LOC111095700	SLC16A9	True	True	False	False	False	False	True	False	False	False	False		False		False	True	False	1.001789309285384	0.5172891982817331	0.05217838453252289	9.0	3.446415533636499	0.5156810575673824	0	3347478	131631	69057	0.4181	0.0105	0.8788	0.6069	0.0901	0.4009	20.0
NC_051808.1	13169783	13237184	67401	convergent	CDK1	RHOBTB1	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.1201767350242102	0.7036452387790436	0.05872981851718112	37.0	6.319427074687338	0.7588018395156764	3483	2241325	33700	12954	0.2978	0.0024	0.8696	0.6022	0.1074	0.3759	7.6
NC_051808.1	14781335	14832377	51042	convergent	LOC111095463	LOC119871460	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.3015706107691254	0.8801665593823343	0.07082937879648511	51.0	3.2730242972581474	0.507173689315934	56856	637952	442444	15939	0.1702	0.0009	0.8796	0.607	0.3808	0.4077	23.4
NC_051808.1	17362530	17419663	57133	convergent	LOC100856460	LOC100686735	True	True	False	False	False	False	False	True	False	False	False		False		False	True	False	0.866599526626311	0.284229568201727	0.04548037486185994	1.0	4.675954421068123	0.5973306740839917	8904	1946263	2063595	3957	0.5785	0.0193	0.8743	0.6057	0.1362	0.4428	44.0
NC_051808.1	28998408	29056566	58158	convergent	LOC102155105	LOC111095511	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.3946344965347672	0.9261557985456302	0.0734270768569143	19.0	30.655821387837204	4.944116300104015	172513	5376944	81259	42941	0.1518	0.0062	0.8315	0.5326	0.7607	0.4566	48.8
