tile_id	window_id	chrom	start	end	length	mapq	correct_exact_self_alignment	other_alignment_reported	passes_remap_proxy
107	w01	NC_051811.1	17255806	17255906	100	60	True	False	True
108	w01	NC_051811.1	17255831	17255931	100	60	True	False	True
109	w01	NC_051811.1	17255856	17255956	100	60	True	False	True
110	w01	NC_051811.1	17255881	17255981	100	60	True	False	True
111	w01	NC_051811.1	17255906	17256006	100	60	True	False	True
112	w01	NC_051811.1	17255931	17256031	100	60	True	False	True
113	w01	NC_051811.1	17255956	17256056	100	60	True	False	True
114	w01	NC_051811.1	17255981	17256081	100	60	True	False	True
115	w01	NC_051811.1	17256006	17256106	100	60	True	False	True
116	w01	NC_051811.1	17256031	17256131	100	60	True	False	True
117	w01	NC_051811.1	17256056	17256156	100	60	True	False	True
118	w01	NC_051811.1	17256081	17256181	100	60	True	False	True
119	w01	NC_051811.1	17256106	17256206	100	60	True	False	True
120	w01	NC_051811.1	17256131	17256231	100	60	True	False	True
121	w01	NC_051811.1	17256156	17256256	100	60	True	False	True
122	w01	NC_051811.1	17256181	17256281	100	60	True	False	True
123	w01	NC_051811.1	17256206	17256306	100	60	True	False	True
124	w01	NC_051811.1	17256231	17256331	100	60	True	False	True
125	w01	NC_051811.1	17256256	17256356	100	60	True	False	True
126	w01	NC_051811.1	17256281	17256381	100	60	True	False	True
127	w01	NC_051811.1	17256306	17256406	100	60	True	False	True
128	w01	NC_051811.1	17256331	17256431	100	60	True	False	True
129	w01	NC_051811.1	17256356	17256456	100	60	True	False	True
130	w01	NC_051811.1	17256381	17256481	100	60	True	False	True
131	w01	NC_051811.1	17256406	17256506	100	60	True	False	True
132	w01	NC_051811.1	17256431	17256531	100	60	True	False	True
133	w01	NC_051811.1	17256456	17256556	100	60	True	False	True
134	w01	NC_051811.1	17256481	17256581	100	60	True	False	True
135	w01	NC_051811.1	17256506	17256606	100	60	True	False	True
136	w01	NC_051811.1	17256531	17256631	100	60	True	False	True
137	w01	NC_051811.1	17256556	17256656	100	60	True	False	True
138	w01	NC_051811.1	17256581	17256681	100	60	True	False	True
139	w01	NC_051811.1	17256606	17256706	100	60	True	False	True
140	w01	NC_051811.1	17255706	17255856	150	60	True	False	True
141	w01	NC_051811.1	17255731	17255881	150	60	True	False	True
142	w01	NC_051811.1	17255756	17255906	150	60	True	False	True
143	w01	NC_051811.1	17255781	17255931	150	60	True	False	True
144	w01	NC_051811.1	17255806	17255956	150	60	True	False	True
145	w01	NC_051811.1	17255831	17255981	150	60	True	False	True
146	w01	NC_051811.1	17255856	17256006	150	60	True	False	True
147	w01	NC_051811.1	17255881	17256031	150	60	True	False	True
148	w01	NC_051811.1	17255906	17256056	150	60	True	False	True
149	w01	NC_051811.1	17255931	17256081	150	60	True	False	True
150	w01	NC_051811.1	17255956	17256106	150	60	True	False	True
151	w01	NC_051811.1	17255981	17256131	150	60	True	False	True
152	w01	NC_051811.1	17256006	17256156	150	60	True	False	True
153	w01	NC_051811.1	17256031	17256181	150	60	True	False	True
154	w01	NC_051811.1	17256056	17256206	150	60	True	False	True
155	w01	NC_051811.1	17256081	17256231	150	60	True	False	True
156	w01	NC_051811.1	17256106	17256256	150	60	True	False	True
157	w01	NC_051811.1	17256131	17256281	150	60	True	False	True
158	w01	NC_051811.1	17256156	17256306	150	60	True	False	True
159	w01	NC_051811.1	17256181	17256331	150	60	True	False	True
160	w01	NC_051811.1	17256206	17256356	150	60	True	False	True
161	w01	NC_051811.1	17256231	17256381	150	60	True	False	True
162	w01	NC_051811.1	17256256	17256406	150	60	True	False	True
163	w01	NC_051811.1	17256281	17256431	150	60	True	False	True
164	w01	NC_051811.1	17256306	17256456	150	60	True	False	True
165	w01	NC_051811.1	17256331	17256481	150	60	True	False	True
166	w01	NC_051811.1	17256356	17256506	150	60	True	False	True
167	w01	NC_051811.1	17256381	17256531	150	60	True	False	True
168	w01	NC_051811.1	17256406	17256556	150	60	True	False	True
169	w01	NC_051811.1	17256431	17256581	150	60	True	False	True
170	w01	NC_051811.1	17256456	17256606	150	60	True	False	True
171	w01	NC_051811.1	17256481	17256631	150	60	True	False	True
172	w01	NC_051811.1	17256506	17256656	150	60	True	False	True
173	w01	NC_051811.1	17256531	17256681	150	60	True	False	True
174	w01	NC_051811.1	17256556	17256706	150	60	True	False	True
175	w01	NC_051811.1	17255706	17255956	250	60	True	False	True
176	w01	NC_051811.1	17255731	17255981	250	60	True	False	True
177	w01	NC_051811.1	17255756	17256006	250	60	True	False	True
178	w01	NC_051811.1	17255781	17256031	250	60	True	False	True
179	w01	NC_051811.1	17255806	17256056	250	60	True	False	True
180	w01	NC_051811.1	17255831	17256081	250	60	True	False	True
181	w01	NC_051811.1	17255856	17256106	250	60	True	False	True
182	w01	NC_051811.1	17255881	17256131	250	60	True	False	True
183	w01	NC_051811.1	17255906	17256156	250	60	True	False	True
184	w01	NC_051811.1	17255931	17256181	250	60	True	False	True
185	w01	NC_051811.1	17255956	17256206	250	60	True	False	True
186	w01	NC_051811.1	17255981	17256231	250	60	True	False	True
187	w01	NC_051811.1	17256006	17256256	250	60	True	False	True
188	w01	NC_051811.1	17256031	17256281	250	60	True	False	True
189	w01	NC_051811.1	17256056	17256306	250	60	True	False	True
190	w01	NC_051811.1	17256081	17256331	250	60	True	False	True
191	w01	NC_051811.1	17256106	17256356	250	60	True	False	True
192	w01	NC_051811.1	17256131	17256381	250	60	True	False	True
193	w01	NC_051811.1	17256156	17256406	250	60	True	False	True
194	w01	NC_051811.1	17256181	17256431	250	60	True	False	True
195	w01	NC_051811.1	17256206	17256456	250	60	True	False	True
196	w01	NC_051811.1	17256231	17256481	250	60	True	False	True
197	w01	NC_051811.1	17256256	17256506	250	60	True	False	True
198	w01	NC_051811.1	17256281	17256531	250	60	True	False	True
199	w01	NC_051811.1	17256306	17256556	250	60	True	False	True
200	w01	NC_051811.1	17256331	17256581	250	60	True	False	True
201	w01	NC_051811.1	17256356	17256606	250	60	True	False	True
202	w01	NC_051811.1	17256381	17256631	250	60	True	False	True
203	w01	NC_051811.1	17256406	17256656	250	60	True	False	True
204	w01	NC_051811.1	17256431	17256681	250	60	True	False	True
205	w01	NC_051811.1	17256456	17256706	250	60	True	False	True
206	w02	NC_051811.1	17256206	17256306	100	60	True	False	True
207	w02	NC_051811.1	17256231	17256331	100	60	True	False	True
208	w02	NC_051811.1	17256256	17256356	100	60	True	False	True
209	w02	NC_051811.1	17256281	17256381	100	60	True	False	True
210	w02	NC_051811.1	17256306	17256406	100	60	True	False	True
211	w02	NC_051811.1	17256331	17256431	100	60	True	False	True
212	w02	NC_051811.1	17256356	17256456	100	60	True	False	True
213	w02	NC_051811.1	17256381	17256481	100	60	True	False	True
214	w02	NC_051811.1	17256406	17256506	100	60	True	False	True
215	w02	NC_051811.1	17256431	17256531	100	60	True	False	True
216	w02	NC_051811.1	17256456	17256556	100	60	True	False	True
217	w02	NC_051811.1	17256481	17256581	100	60	True	False	True
218	w02	NC_051811.1	17256506	17256606	100	60	True	False	True
219	w02	NC_051811.1	17256531	17256631	100	60	True	False	True
220	w02	NC_051811.1	17256556	17256656	100	60	True	False	True
221	w02	NC_051811.1	17256581	17256681	100	60	True	False	True
222	w02	NC_051811.1	17256606	17256706	100	60	True	False	True
223	w02	NC_051811.1	17256631	17256731	100	60	True	False	True
224	w02	NC_051811.1	17256656	17256756	100	60	True	False	True
225	w02	NC_051811.1	17256681	17256781	100	60	True	False	True
226	w02	NC_051811.1	17256706	17256806	100	60	True	False	True
227	w02	NC_051811.1	17256731	17256831	100	60	True	False	True
228	w02	NC_051811.1	17256756	17256856	100	60	True	False	True
229	w02	NC_051811.1	17256781	17256881	100	60	True	False	True
230	w02	NC_051811.1	17256806	17256906	100	60	True	False	True
231	w02	NC_051811.1	17256831	17256931	100	60	True	False	True
232	w02	NC_051811.1	17256856	17256956	100	60	True	False	True
233	w02	NC_051811.1	17256881	17256981	100	60	True	False	True
234	w02	NC_051811.1	17256906	17257006	100	60	True	False	True
235	w02	NC_051811.1	17256931	17257031	100	60	True	False	True
236	w02	NC_051811.1	17256956	17257056	100	60	True	False	True
237	w02	NC_051811.1	17256981	17257081	100	60	True	False	True
238	w02	NC_051811.1	17257006	17257106	100	60	True	False	True
239	w02	NC_051811.1	17257031	17257131	100	60	True	False	True
240	w02	NC_051811.1	17257056	17257156	100	60	True	False	True
241	w02	NC_051811.1	17257081	17257181	100	60	True	False	True
242	w02	NC_051811.1	17257106	17257206	100	60	True	False	True
243	w02	NC_051811.1	17256206	17256356	150	60	True	False	True
244	w02	NC_051811.1	17256231	17256381	150	60	True	False	True
245	w02	NC_051811.1	17256256	17256406	150	60	True	False	True
246	w02	NC_051811.1	17256281	17256431	150	60	True	False	True
247	w02	NC_051811.1	17256306	17256456	150	60	True	False	True
248	w02	NC_051811.1	17256331	17256481	150	60	True	False	True
249	w02	NC_051811.1	17256356	17256506	150	60	True	False	True
250	w02	NC_051811.1	17256381	17256531	150	60	True	False	True
251	w02	NC_051811.1	17256406	17256556	150	60	True	False	True
252	w02	NC_051811.1	17256431	17256581	150	60	True	False	True
253	w02	NC_051811.1	17256456	17256606	150	60	True	False	True
254	w02	NC_051811.1	17256481	17256631	150	60	True	False	True
255	w02	NC_051811.1	17256506	17256656	150	60	True	False	True
256	w02	NC_051811.1	17256531	17256681	150	60	True	False	True
257	w02	NC_051811.1	17256556	17256706	150	60	True	False	True
258	w02	NC_051811.1	17256581	17256731	150	60	True	False	True
259	w02	NC_051811.1	17256606	17256756	150	60	True	False	True
260	w02	NC_051811.1	17256631	17256781	150	60	True	False	True
261	w02	NC_051811.1	17256656	17256806	150	60	True	False	True
262	w02	NC_051811.1	17256681	17256831	150	60	True	False	True
263	w02	NC_051811.1	17256706	17256856	150	60	True	False	True
264	w02	NC_051811.1	17256731	17256881	150	60	True	False	True
265	w02	NC_051811.1	17256756	17256906	150	60	True	False	True
266	w02	NC_051811.1	17256781	17256931	150	60	True	False	True
267	w02	NC_051811.1	17256806	17256956	150	60	True	False	True
268	w02	NC_051811.1	17256831	17256981	150	60	True	False	True
269	w02	NC_051811.1	17256856	17257006	150	60	True	False	True
270	w02	NC_051811.1	17256881	17257031	150	60	True	False	True
271	w02	NC_051811.1	17256906	17257056	150	60	True	False	True
272	w02	NC_051811.1	17256931	17257081	150	60	True	False	True
273	w02	NC_051811.1	17256956	17257106	150	60	True	False	True
274	w02	NC_051811.1	17256981	17257131	150	60	True	False	True
275	w02	NC_051811.1	17257006	17257156	150	60	True	False	True
276	w02	NC_051811.1	17257031	17257181	150	60	True	False	True
277	w02	NC_051811.1	17257056	17257206	150	60	True	False	True
278	w02	NC_051811.1	17256206	17256456	250	60	True	False	True
279	w02	NC_051811.1	17256231	17256481	250	60	True	False	True
280	w02	NC_051811.1	17256256	17256506	250	60	True	False	True
281	w02	NC_051811.1	17256281	17256531	250	60	True	False	True
282	w02	NC_051811.1	17256306	17256556	250	60	True	False	True
283	w02	NC_051811.1	17256331	17256581	250	60	True	False	True
284	w02	NC_051811.1	17256356	17256606	250	60	True	False	True
285	w02	NC_051811.1	17256381	17256631	250	60	True	False	True
286	w02	NC_051811.1	17256406	17256656	250	60	True	False	True
287	w02	NC_051811.1	17256431	17256681	250	60	True	False	True
288	w02	NC_051811.1	17256456	17256706	250	60	True	False	True
289	w02	NC_051811.1	17256481	17256731	250	60	True	False	True
290	w02	NC_051811.1	17256506	17256756	250	60	True	False	True
291	w02	NC_051811.1	17256531	17256781	250	60	True	False	True
292	w02	NC_051811.1	17256556	17256806	250	60	True	False	True
293	w02	NC_051811.1	17256581	17256831	250	60	True	False	True
294	w02	NC_051811.1	17256606	17256856	250	60	True	False	True
295	w02	NC_051811.1	17256631	17256881	250	60	True	False	True
296	w02	NC_051811.1	17256656	17256906	250	60	True	False	True
297	w02	NC_051811.1	17256681	17256931	250	60	True	False	True
298	w02	NC_051811.1	17256706	17256956	250	60	True	False	True
299	w02	NC_051811.1	17256731	17256981	250	60	True	False	True
300	w02	NC_051811.1	17256756	17257006	250	60	True	False	True
301	w02	NC_051811.1	17256781	17257031	250	60	True	False	True
302	w02	NC_051811.1	17256806	17257056	250	60	True	False	True
303	w02	NC_051811.1	17256831	17257081	250	60	True	False	True
304	w02	NC_051811.1	17256856	17257106	250	60	True	False	True
305	w02	NC_051811.1	17256881	17257131	250	60	True	False	True
306	w02	NC_051811.1	17256906	17257156	250	60	True	False	True
307	w02	NC_051811.1	17256931	17257181	250	60	True	False	True
308	w02	NC_051811.1	17256956	17257206	250	60	True	False	True
309	w03	NC_051831.1	39713074	39713174	100	60	True	False	True
310	w03	NC_051831.1	39713099	39713199	100	60	True	False	True
311	w03	NC_051831.1	39713124	39713224	100	60	True	False	True
312	w03	NC_051831.1	39713149	39713249	100	60	True	False	True
313	w03	NC_051831.1	39713174	39713274	100	60	True	False	True
314	w03	NC_051831.1	39713199	39713299	100	60	True	False	True
315	w03	NC_051831.1	39713224	39713324	100	60	True	False	True
316	w03	NC_051831.1	39713249	39713349	100	60	True	False	True
317	w03	NC_051831.1	39713274	39713374	100	60	True	False	True
318	w03	NC_051831.1	39713299	39713399	100	60	True	False	True
319	w03	NC_051831.1	39713324	39713424	100	60	True	False	True
320	w03	NC_051831.1	39713349	39713449	100	60	True	False	True
321	w03	NC_051831.1	39713374	39713474	100	60	True	False	True
322	w03	NC_051831.1	39713399	39713499	100	60	True	False	True
323	w03	NC_051831.1	39713424	39713524	100	60	True	False	True
324	w03	NC_051831.1	39713449	39713549	100	60	True	False	True
325	w03	NC_051831.1	39713474	39713574	100	60	True	False	True
326	w03	NC_051831.1	39713499	39713599	100	60	True	False	True
327	w03	NC_051831.1	39713524	39713624	100	60	True	False	True
328	w03	NC_051831.1	39713549	39713649	100	60	True	False	True
329	w03	NC_051831.1	39713574	39713674	100	60	True	False	True
330	w03	NC_051831.1	39713599	39713699	100	60	True	False	True
331	w03	NC_051831.1	39713624	39713724	100	60	True	False	True
332	w03	NC_051831.1	39713649	39713749	100	60	True	False	True
333	w03	NC_051831.1	39713674	39713774	100	60	True	False	True
334	w03	NC_051831.1	39713699	39713799	100	60	True	False	True
335	w03	NC_051831.1	39713724	39713824	100	60	True	False	True
336	w03	NC_051831.1	39713749	39713849	100	60	True	False	True
337	w03	NC_051831.1	39713774	39713874	100	60	True	False	True
338	w03	NC_051831.1	39713799	39713899	100	60	True	False	True
339	w03	NC_051831.1	39713824	39713924	100	60	True	False	True
340	w03	NC_051831.1	39713849	39713949	100	60	True	False	True
341	w03	NC_051831.1	39713874	39713974	100	60	True	False	True
342	w03	NC_051831.1	39713899	39713999	100	60	True	False	True
343	w03	NC_051831.1	39713924	39714024	100	60	True	False	True
344	w03	NC_051831.1	39713949	39714049	100	60	True	False	True
345	w03	NC_051831.1	39713974	39714074	100	60	True	False	True
346	w03	NC_051831.1	39713074	39713224	150	60	True	False	True
347	w03	NC_051831.1	39713099	39713249	150	60	True	False	True
348	w03	NC_051831.1	39713124	39713274	150	60	True	False	True
349	w03	NC_051831.1	39713149	39713299	150	60	True	False	True
350	w03	NC_051831.1	39713174	39713324	150	60	True	False	True
351	w03	NC_051831.1	39713199	39713349	150	60	True	False	True
352	w03	NC_051831.1	39713224	39713374	150	60	True	False	True
353	w03	NC_051831.1	39713249	39713399	150	60	True	False	True
354	w03	NC_051831.1	39713274	39713424	150	60	True	False	True
355	w03	NC_051831.1	39713299	39713449	150	60	True	False	True
356	w03	NC_051831.1	39713324	39713474	150	60	True	False	True
357	w03	NC_051831.1	39713349	39713499	150	60	True	False	True
358	w03	NC_051831.1	39713374	39713524	150	60	True	False	True
359	w03	NC_051831.1	39713399	39713549	150	60	True	False	True
360	w03	NC_051831.1	39713424	39713574	150	60	True	False	True
361	w03	NC_051831.1	39713449	39713599	150	60	True	False	True
362	w03	NC_051831.1	39713474	39713624	150	60	True	False	True
363	w03	NC_051831.1	39713499	39713649	150	60	True	False	True
364	w03	NC_051831.1	39713524	39713674	150	60	True	False	True
365	w03	NC_051831.1	39713549	39713699	150	60	True	False	True
366	w03	NC_051831.1	39713574	39713724	150	60	True	False	True
367	w03	NC_051831.1	39713599	39713749	150	60	True	False	True
368	w03	NC_051831.1	39713624	39713774	150	60	True	False	True
369	w03	NC_051831.1	39713649	39713799	150	60	True	False	True
370	w03	NC_051831.1	39713674	39713824	150	60	True	False	True
371	w03	NC_051831.1	39713699	39713849	150	60	True	False	True
372	w03	NC_051831.1	39713724	39713874	150	60	True	False	True
373	w03	NC_051831.1	39713749	39713899	150	60	True	False	True
374	w03	NC_051831.1	39713774	39713924	150	60	True	False	True
375	w03	NC_051831.1	39713799	39713949	150	60	True	False	True
376	w03	NC_051831.1	39713824	39713974	150	60	True	False	True
377	w03	NC_051831.1	39713849	39713999	150	60	True	False	True
378	w03	NC_051831.1	39713874	39714024	150	60	True	False	True
379	w03	NC_051831.1	39713899	39714049	150	60	True	False	True
380	w03	NC_051831.1	39713924	39714074	150	60	True	False	True
381	w03	NC_051831.1	39713074	39713324	250	60	True	False	True
382	w03	NC_051831.1	39713099	39713349	250	60	True	False	True
383	w03	NC_051831.1	39713124	39713374	250	60	True	False	True
384	w03	NC_051831.1	39713149	39713399	250	60	True	False	True
385	w03	NC_051831.1	39713174	39713424	250	60	True	False	True
386	w03	NC_051831.1	39713199	39713449	250	60	True	False	True
387	w03	NC_051831.1	39713224	39713474	250	60	True	False	True
388	w03	NC_051831.1	39713249	39713499	250	60	True	False	True
389	w03	NC_051831.1	39713274	39713524	250	60	True	False	True
390	w03	NC_051831.1	39713299	39713549	250	60	True	False	True
391	w03	NC_051831.1	39713324	39713574	250	60	True	False	True
392	w03	NC_051831.1	39713349	39713599	250	60	True	False	True
393	w03	NC_051831.1	39713374	39713624	250	60	True	False	True
394	w03	NC_051831.1	39713399	39713649	250	60	True	False	True
395	w03	NC_051831.1	39713424	39713674	250	60	True	False	True
396	w03	NC_051831.1	39713449	39713699	250	60	True	False	True
397	w03	NC_051831.1	39713474	39713724	250	60	True	False	True
398	w03	NC_051831.1	39713499	39713749	250	60	True	False	True
399	w03	NC_051831.1	39713524	39713774	250	60	True	False	True
400	w03	NC_051831.1	39713549	39713799	250	60	True	False	True
401	w03	NC_051831.1	39713574	39713824	250	60	True	False	True
402	w03	NC_051831.1	39713599	39713849	250	60	True	False	True
403	w03	NC_051831.1	39713624	39713874	250	60	True	False	True
404	w03	NC_051831.1	39713649	39713899	250	60	True	False	True
405	w03	NC_051831.1	39713674	39713924	250	60	True	False	True
406	w03	NC_051831.1	39713699	39713949	250	60	True	False	True
407	w03	NC_051831.1	39713724	39713974	250	60	True	False	True
408	w03	NC_051831.1	39713749	39713999	250	60	True	False	True
409	w03	NC_051831.1	39713774	39714024	250	60	True	False	True
410	w03	NC_051831.1	39713799	39714049	250	60	True	False	True
411	w03	NC_051831.1	39713824	39714074	250	60	True	False	True
412	w04	NC_051831.1	39729824	39729924	100	60	True	False	True
413	w04	NC_051831.1	39729849	39729949	100	60	True	False	True
414	w04	NC_051831.1	39729874	39729974	100	60	True	False	True
415	w04	NC_051831.1	39729899	39729999	100	60	True	False	True
416	w04	NC_051831.1	39729924	39730024	100	60	True	False	True
417	w04	NC_051831.1	39729949	39730049	100	60	True	False	True
418	w04	NC_051831.1	39729974	39730074	100	60	True	False	True
419	w04	NC_051831.1	39729999	39730099	100	60	True	False	True
420	w04	NC_051831.1	39730024	39730124	100	60	True	False	True
421	w04	NC_051831.1	39730049	39730149	100	60	True	False	True
422	w04	NC_051831.1	39730074	39730174	100	60	True	False	True
423	w04	NC_051831.1	39730099	39730199	100	60	True	False	True
424	w04	NC_051831.1	39730124	39730224	100	60	True	False	True
425	w04	NC_051831.1	39730149	39730249	100	60	True	False	True
426	w04	NC_051831.1	39730174	39730274	100	60	True	False	True
427	w04	NC_051831.1	39730199	39730299	100	60	True	False	True
428	w04	NC_051831.1	39730224	39730324	100	60	True	False	True
429	w04	NC_051831.1	39730249	39730349	100	60	True	False	True
430	w04	NC_051831.1	39730274	39730374	100	60	True	False	True
431	w04	NC_051831.1	39730299	39730399	100	60	True	False	True
432	w04	NC_051831.1	39730324	39730424	100	60	True	False	True
433	w04	NC_051831.1	39730349	39730449	100	60	True	False	True
434	w04	NC_051831.1	39730374	39730474	100	60	True	False	True
435	w04	NC_051831.1	39730399	39730499	100	60	True	False	True
436	w04	NC_051831.1	39730424	39730524	100	60	True	False	True
437	w04	NC_051831.1	39730449	39730549	100	60	True	False	True
438	w04	NC_051831.1	39730474	39730574	100	60	True	False	True
439	w04	NC_051831.1	39730499	39730599	100	60	True	False	True
440	w04	NC_051831.1	39730524	39730624	100	60	True	False	True
441	w04	NC_051831.1	39730549	39730649	100	60	True	False	True
442	w04	NC_051831.1	39730574	39730674	100	60	True	False	True
443	w04	NC_051831.1	39730599	39730699	100	60	True	False	True
444	w04	NC_051831.1	39730624	39730724	100	60	True	False	True
445	w04	NC_051831.1	39730649	39730749	100	60	True	False	True
446	w04	NC_051831.1	39730674	39730774	100	60	True	False	True
447	w04	NC_051831.1	39730699	39730799	100	60	True	False	True
