chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	no_rrbs_coverage	atac_mean	atac_variability	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	score_stability_atac	score_moderate_atac	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score
NC_051805.1	48451052	48513492	62440	convergent	LOC111095873	RSPH3	False	False	False	False	False	False	False	0.10985373860253321	0.0624731524690537	13.218801351912632	1.0124994498664828	42728	733093	0.1769	0.2779	0.7954	0.8612	0.0193	0.4261
NC_051805.1	54446758	54504939	58181	convergent	LOC119869870	PRR18	True	True	True	False	False	False	False	0.11482448271697739	0.06697832316964923	26.452877395261982	3.2075670314578724	25848	5260460						
NC_051805.1	55288363	55358132	69769	convergent	LOC102153253	LOC111090695	True	True	False	False	False	False	False	0.10283467659268195	0.056821907894850573	25.303356306149496	3.087079186157836	23247	6107859						
NC_051805.1	55810634	55864353	53719	convergent	LOC119870159	LOC111090696	False	False	False	False	False	False	False	0.10728713054408351	0.060294266174459404	32.9351951213543	4.335472496789846	37493	6622105	0.2077	0.3241	0.4503	0.3771	0.013	0.2745
NC_051805.1	60400908	60462010	61102	convergent	LOC119869937	LOC111089986	False	False	False	False	False	False	False	0.08613235763396203	0.04546528203831966	5.340901835565487	0.4406021417051017	343541	11216071	0.4177	0.7055	0.9333	0.9445	0.3783	0.6759
NC_051805.1	65127836	65201393	73557	convergent	TRMT11	LOC100682630	False	False	False	False	False	False	False	0.09842007004435326	0.05442942335690694	19.87715167004114	1.3688389304174995	39614	6817352	0.2908	0.484	0.6789	0.8093	0.0155	0.4557
NC_051805.1	68528776	68579924	51148	convergent	LOC111090714	TMEM244	False	False	False	False	False	False	False	0.09625401794529756	0.052699616620775616	26.259881156001946	2.1699366939405493	29350	3427616	0.3153	0.523	0.5671	0.6926	0.0033	0.4203
NC_051805.1	71035668	71094862	59194	convergent	LOC111096339	ERCC6L2	False	False	False	False	False	False	False	0.1028295449223719	0.05716551055464855	15.482077524135686	1.8873498517103515	140265	916701	0.2521	0.4045	0.7558	0.7337	0.1357	0.4563
NC_051805.1	75730614	75782632	52018	convergent	LOC100684008	RMI1	True	True	False	False	False	True	False	0.09011563427998096	0.048350233599872616	7.856985049702597	0.40212140511655675	6623	54435						
NC_051805.1	76492055	76558248	66193	convergent	FRMD3	LOC111096570	False	False	False	False	False	False	False	0.09129708960872741	0.04955530103683299	6.038912255671218	0.6157090176265968	224849	714070	0.3598	0.6124	0.9211	0.919	0.2366	0.6098
NC_051805.1	78699957	78766843	66886	convergent	LOC100685388	LOC476315	False	False	False	False	False	False	False	0.08680870258037836	0.04709160490885634	5.933631857654928	0.495366442120715	266600	2922319	0.3947	0.6933	0.9229	0.9365	0.2865	0.6468
NC_051805.1	84616059	84680359	64300	convergent	LOC119869841	LOC100686852	False	False	False	False	False	False	False	0.08950598283991903	0.048694142630181826	4.845463004414778	0.3477129842990824	501791	2623158	0.372	0.6447	0.942	0.958	0.5672	0.6968
NC_051805.1	85740590	85790734	50144	convergent	LOC119869527	LOC102153097	False	False	False	False	False	False	False	0.10540055836713542	0.060587283895069476	5.22766136432845	0.14968424735291538	90662	1505705	0.2036	0.3581	0.9353	0.9869	0.0765	0.5121
NC_051805.1	86132349	86196873	64524	convergent	LOC102153343	C1H9orf85	True	True	False	False	False	False	False	0.09520045703959534	0.05153413643012834	10.34179496722425	0.686150056163376	0	1106756						
NC_051805.1	87683331	87744102	60771	convergent	KLF9	SMC5	True	False	True	True	False	False	False	0.09809701297578631	0.05265313973660604	10.780233783676708	0.6578374626817871	136284	442327						
NC_051805.1	91186888	91251253	64365	convergent	LOC119869582	LOC111096818	False	False	False	False	False	False	False	0.09703164557478554	0.053387403684479924	12.156772211435108	0.9723280022722873	205930	2530495	0.3056	0.509	0.814	0.867	0.214	0.5419
NC_051805.1	97204375	97272513	68138	convergent	LOC102156616	LOC111090790	False	False	False	False	False	False	False	0.11257904630623063	0.06578254683246897	36.62922001039654	4.01372416739855	111556	1280871	0.13	0.2287	0.3856	0.424	0.1014	0.254
NC_051805.1	102569417	102626167	56750	convergent	LOC119870888	LOC119871020	False	False	False	False	False	False	False	0.08248419280111703	0.0422392571164998	9.225042521585035	1.1710635732856358	97792	1463935	0.4634	0.7713	0.8653	0.8381	0.085	0.6046
NC_051805.1	118762948	118834530	71582	convergent	LOC100685960	LOC111098307	True	True	False	False	False	False	False	0.09414752234326611	0.050663894995665794	10.837489624724011	0.6760723787138158	0	4248827						
NC_051805.1	120003827	120058858	55031	convergent	LOC102152107	DPY19L3	False	False	False	False	False	False	False	0.10018411629832938	0.05501819459289522	31.344023664637458	3.0245393254702173	31342	3016224	0.2825	0.4522	0.4781	0.5681	0.0057	0.3573
NC_051806.1	2276949	2331192	54243	convergent	CUL2	LOC111094492	True	True	False	False	False	False	False	0.0951835240821159	0.05195536706889981	11.733693657726937	0.8520148979933132	4070	40699965						
NC_051806.1	5490645	5562196	71551	convergent	LOC119870094	GAD2	True	True	False	False	False	False	False	0.09222542363196719	0.0504248493262788	9.30859470689086	0.5984065669772328	0	37477615						
NC_051806.1	9925163	9998285	73122	convergent	LOC119869979	LOC106560013	True	True	False	False	False	False	False	0.04017710872621134	0.013895250577996706	7.065516792221078	0.46990865662699327	13276	33042311						
NC_051806.1	13354030	13405141	51111	convergent	LOC111091364	LOC106560015	False	False	False	False	False	False	False	0.11279112772670942	0.06342037454037854	18.368922191317644	1.6465075981570525	54585	29624450	0.1635	0.2249	0.7053	0.7688	0.0334	0.3792
NC_051806.1	17055808	17110317	54509	convergent	PTCHD3	ANKRD26	False	False	False	False	False	False	False	0.08998837579780662	0.04777283770215596	10.769881034028343	1.2778463715229356	66938	25920973	0.3851	0.636	0.8383	0.8225	0.0482	0.546
NC_051806.1	23362298	23415104	52806	convergent	BEND7	LOC119869987	False	False	False	False	False	False	False	0.09981807269359436	0.05403974525588428	29.129815123729664	2.5655444012781845	36299	19615334	0.2963	0.4588	0.5169	0.635	0.0116	0.3837
NC_051806.1	25264511	25315271	50760	convergent	USP6NL	LOC119869990	True	True	False	False	False	False	False	0.10730917281797779	0.05970798890195182	34.375347289778944	3.3496604546911515	0	17714144						
NC_051806.1	29613097	29682625	69528	convergent	LOC111091644	LOC111091655	False	False	False	False	False	False	False	0.09521436888457525	0.05134550546673249	9.238473519631762	0.4116555952399398	97861	13356174	0.3345	0.5418	0.8651	0.9487	0.0851	0.555
NC_051806.1	31421264	31473494	52230	convergent	LOC111091701	LOC119870074	False	False	False	False	False	False	False	0.0926687937357543	0.050572810734160534	13.282307652231673	0.9399720725945662	322379	11556656	0.3454	0.5877	0.7943	0.8718	0.353	0.5904
NC_051806.1	37763146	37815322	52176	convergent	LOC102153902	LOC111094200	False	False	False	False	False	False	False	0.09898038385343598	0.0530191982966737	10.114498651728436	0.7370547258144203	135766	5214801	0.3108	0.4739	0.8497	0.9013	0.1303	0.5332
NC_051806.1	38503041	38573083	70042	convergent	ARHGAP26	NR3C1	True	True	False	True	False	False	False	0.09049342462245472	0.04837725602462168	13.282660531577287	1.0283057865011898	11938	4465973						
NC_051806.1	39071176	39129828	58652	convergent	LOC119879638	LOC111092064	True	True	False	False	False	False	False	0.09689197363589148	0.052808713699569916	8.92226295734588	0.837957465229727	0	3903533						
NC_051806.1	39159547	39230847	71300	convergent	LOC111094604	LOC119870003	False	False	False	False	False	False	False	0.09393837122674187	0.050479373287630726	6.721983783413032	0.2431911071445467	70197	3808838	0.3467	0.5648	0.9091	0.9733	0.052	0.5692
NC_051806.1	55898984	55971473	72489	convergent	PTCD2	ZNF366	False	False	False	False	False	False	False	0.09972590084468243	0.054877924797680944	22.599434305760408	1.888533385328489	139772	2006509	0.2844	0.4604	0.6312	0.7336	0.1351	0.449
NC_051806.1	61050066	61110203	60137	convergent	LOC119870018	LOC102154386	True	True	False	False	False	False	False	0.10297179924582814	0.057125024008584144	20.009384597500368	2.188821877817609	5134	1086768						
NC_051806.1	62723085	62783656	60571	convergent	RPGRIP1L	LOC119870323	True	True	False	False	False	False	False	0.09952116342425432	0.05526484870566163	23.52186021795173	2.5737327160184544	0	2760004						
NC_051806.1	63630965	63704659	73694	convergent	TOX3	LOC100687235	True	True	False	False	False	False	False	0.09468173233922623	0.05144274225254699	10.605338141076016	0.9934735739643036	7188	3674446						
NC_051806.1	77425724	77486897	61173	convergent	LOC102153519	LOC119870436	True	True	False	False	False	False	False	0.10644449418892024	0.059405907166186774	29.57815792221884	3.9743614905444726	6310	847142						
NC_051806.1	80612441	80666392	53951	convergent	LOC119870059	KLHDC7A	True	True	False	False	False	False	False	0.10572083244132792	0.0585788223801374	26.7605571789647	3.423068670896653	0	4030248						
NC_051806.1	84152591	84202660	50069	convergent	LOC119870024	PDPN	False	False	False	False	False	False	False	0.10191239356550988	0.0562808075412876	27.208741722824367	3.0571462003063656	47375	959073	0.2646	0.421	0.5505	0.5633	0.0248	0.3649
NC_051806.1	84303869	84363723	59854	convergent	LRRC38	C2H1orf158	False	False	False	False	False	False	False	0.10588307878447184	0.05872052505062506	41.39879884551625	4.926058766673488	66204	802902	0.23	0.3494	0.3022	0.2911	0.0473	0.244
NC_051807.1	9691905	9747134	55229	convergent	ST8SIA4	LOC106558558	False	False	False	False	False	False	False	0.09329907462691822	0.05063917702972212	6.654337006127033	0.20490392035210322	169519	10186984	0.3445	0.5763	0.9103	0.9788	0.1706	0.5961
NC_051807.1	10779807	10837318	57511	convergent	LOC100685686	LOC119871165	False	False	False	False	False	False	False	0.08983057869578372	0.048237758920270414	6.7251473806090685	0.4302419573337714	216438	9097941	0.3785	0.6388	0.9091	0.946	0.2266	0.6198
NC_051807.1	21623166	21678171	55005	convergent	LOC119871170	LOC111095350	False	False	False	False	False	False	False	0.08914203841388324	0.04809640870606709	6.049090728157113	0.3732461496442044	200668	1744142	0.3805	0.6513	0.9209	0.9543	0.2078	0.6229
NC_051807.1	22304729	22367018	62289	convergent	LOC111095151	LOC119871362	False	False	False	False	False	False	False	0.08776499323748913	0.046055666092204225	3.724814514677668	0.13162193889086796	139127	2429347	0.4094	0.6761	0.9616	0.9895	0.1343	0.6342
NC_051807.1	25390804	25445201	54397	convergent	LOC119871164	LOC111095157	False	False	False	False	False	False	False	0.09474487052350906	0.052369377756239885	6.790463369363119	0.8968138470687808	268002	5511476	0.32	0.5502	0.9079	0.878	0.2881	0.5889
NC_051807.1	31153307	31211185	57878	convergent	GCNT4	MIR8901	True	False	False	False	False	True	False	0.06258365254564834	0.03308554388372363	11.327910709649919	1.1168696079974942	207246	28959						
NC_051807.1	32087727	32156058	68331	convergent	TUBGCP5	LOC100688323	False	False	False	False	False	False	False	0.09105145325334724	0.04950937399485657	13.002938653667064	1.1144800283458116	96892	904072	0.3605	0.6168	0.7992	0.8463	0.0839	0.5413
NC_051807.1	34846149	34921008	74859	convergent	LOC119871185	LOC106558580	False	False	False	False	False	False	False	0.0922925198976351	0.04985479352031002	4.295545241156774	0.6111229469606306	141422	1857590	0.3556	0.5945	0.9516	0.9197	0.1371	0.5917
NC_051807.1	35803900	35876584	72684	convergent	UBE3A	LOC100685501	True	True	False	False	False	False	False	0.08896444109997564	0.04808195944395544	6.104863353942091	0.5168394326734458	0	2416216						
NC_051807.1	44207725	44265967	58242	convergent	LOC119870785	LOC111095367	False	False	False	False	False	False	False	0.09271532899300755	0.050103220582791604	5.043392255665144	0.2863463847369635	111846	5980366	0.3521	0.5868	0.9385	0.967	0.1018	0.5892
NC_051807.1	50781019	50831091	50072	convergent	AGBL1	LOC102152355	False	False	False	False	False	False	False	0.0908315265907827	0.048622172601422216	4.398029731094421	0.26245898392668837	281055	1416138	0.373	0.6208	0.9498	0.9705	0.3037	0.6436
NC_051807.1	56269278	56323122	53844	convergent	EFL1	LOC106558624	False	False	False	False	False	False	False	0.10768815411151766	0.06093586834039502	31.00616462915851	3.1152421737800933	178800	1218670	0.1987	0.3169	0.4841	0.5549	0.1817	0.3472
NC_051807.1	60928139	60979861	51722	convergent	LOC119871320	HMX1	False	False	False	False	False	False	False	0.11143206535318606	0.0640866932728226	25.14492494354118	4.163380428134758	46000	614422	0.154	0.2494	0.5867	0.4022	0.0232	0.2831
NC_051807.1	67665045	67732484	67439	convergent	LOC111095269	LOC111095270	True	True	False	False	False	False	False	0.09247947363460987	0.048874292458793676	4.77521610225176	0.3003948364226136	26236	6576141						
NC_051807.1	72901974	72956918	54944	convergent	RBM47	CHRNA9	True	False	True	True	False	False	False	0.10033387382258213	0.05583243047208509	8.931062405550321	0.5694141295939178	245554	1345459						
NC_051807.1	73210443	73261055	50612	convergent	LOC119871251	TRNAK-CUU-6	False	False	False	False	False	False	False	0.08510362886188971	0.04467253321892898	9.685407502810529	0.6062696535047787	35749	1039156	0.429	0.7241	0.8572	0.9204	0.0109	0.5883
NC_051807.1	74470819	74522415	51596	convergent	LOC106558641	LOC111095389	True	False	True	False	False	True	False	0.10153051195967755	0.056012366643993235	9.987584683192779	0.49093534528390304	96617	221690						
NC_051807.1	76113264	76180116	66852	convergent	LOC111095297	LOC102153709	False	False	False	False	False	False	False	0.08723064190491799	0.04692924292499731	5.156040738079105	0.3695637307475484	53310	1871763	0.397	0.6857	0.9365	0.9549	0.0319	0.6012
NC_051807.1	76613649	76664485	50836	convergent	ARAP2	LOC100688576	True	True	False	False	False	False	False	0.08878853315928213	0.047218288350395515	5.912205970680839	0.3060579590122063	14067	2364140						
NC_051807.1	77813684	77865855	52171	convergent	LOC111095391	LOC111095392	False	False	False	False	False	False	False	0.08536488470714157	0.04525772888962748	3.7188581730072983	0.2294506935723005	214769	3564842	0.4207	0.7194	0.9617	0.9753	0.2246	0.6603
NC_051807.1	81859047	81912809	53762	convergent	LOC119872911	LOC119871343	False	False	False	False	False	False	False	0.08730183691168855	0.04744602362528465	4.433914723604472	0.2527344989789137	385928	7611001	0.3897	0.6844	0.9492	0.9719	0.4289	0.6848
NC_051807.1	85288823	85342443	53620	convergent	LOC111095403	LOC100686918	True	False	True	False	False	False	False	0.10528069570703202	0.059391348280710146	11.80044454449097	0.8586294400618393	159367	4713437						
NC_051808.1	1943254	2003893	60639	convergent	LOC102151881	LOC111095689	False	False	False	False	False	False	False	0.09078678406541016	0.04989427893465451	3.814741459316574	0.2492187948000918	476427	6753568	0.355	0.6216	0.96	0.9724	0.5369	0.6892
NC_051808.1	4984288	5034699	50411	convergent	LOC111095431	LOC111095433	False	False	False	False	False	False	False	0.11151864518637357	0.06329530571896938	15.929266797470474	1.3333018419059595	134493	3717648	0.1652	0.2478	0.748	0.8145	0.1288	0.4209
NC_051808.1	5485501	5546210	60709	convergent	LOC102155069	SLC35F3	True	True	False	False	False	False	False	0.09099562543142936	0.04836953886105002	7.403605297683784	0.5843254498462551	0	3211286						
NC_051808.1	6820779	6870891	50112	convergent	LOC119871610	LOC111095435	False	False	False	False	False	False	False	0.0889449279126741	0.046942671528383426	7.192792493730856	0.734939190782095	120835	1881306	0.3968	0.6548	0.9009	0.9016	0.1125	0.5933
NC_051808.1	12066504	12128157	61653	convergent	LOC111095700	SLC16A9	True	True	False	False	False	False	False	0.09398870408015846	0.051405586413338825	6.967276645928486	0.5156810575673824	0	3347478						
NC_051808.1	13169783	13237184	67401	convergent	CDK1	RHOBTB1	True	True	False	True	False	False	False	0.10308371641594355	0.05751425528834289	11.341206241163341	0.7588018395156764	3483	2241325						
NC_051808.1	14781335	14832377	51042	convergent	LOC111095463	LOC119871460	True	False	True	False	False	False	False	0.11949559709278672	0.07160045977392807	7.5165940663925666	0.507173689315934	56856	637952						
NC_051808.1	17362530	17419663	57133	convergent	LOC100856460	LOC100686735	True	True	False	False	False	False	False	0.08285517462846746	0.043470382699905975	7.111692619681624	0.5973306740839917	8904	1946263						
NC_051808.1	28998408	29056566	58158	convergent	LOC102155105	LOC111095511	False	False	False	False	False	False	False	0.12526545172880774	0.0749643327487483	40.150402365714704	4.944116300104015	172513	5376944	0.0	0.0	0.324	0.2884	0.1742	0.1573
NC_051808.1	36047237	36120971	73734	convergent	LOC100684047	LOC111095523	False	False	False	False	False	False	False	0.09407479268888178	0.05013272627692196	8.296811621598769	0.9628235448872355	59104	1234607	0.3516	0.5623	0.8815	0.8684	0.0388	0.5406
NC_051808.1	37518160	37569466	51306	convergent	THOC3	CPLX2	True	False	False	True	False	True	False	0.10176759357527303	0.056014513484275406	8.274663262694181	0.6693918185394051	131187	225082						
NC_051808.1	37795829	37851034	55205	convergent	LOC119871736	SFXN1	False	False	False	False	False	False	False	0.104431944247861	0.058250525572883495	18.55868719850443	1.4628520004112175	51569	504700	0.2367	0.3756	0.7019	0.7956	0.0298	0.4279
NC_051808.1	42728958	42791035	62077	convergent	LOC119871511	LOC100687995	False	False	False	False	False	False	False	0.08974391481854878	0.04844282512683205	3.909098337517226	0.2658881351413899	59996	672371	0.3756	0.6404	0.9583	0.97	0.0399	0.5968
NC_051808.1	55513056	55565959	52903	convergent	LOC106558729	LOC119871746	True	True	False	False	False	False	False	0.11062329160310042	0.06274851003822197	16.83913096038327	1.6118027748334973	10493	4219046						
NC_051808.1	56109927	56183571	73644	convergent	LOC111095578	GRIA1	True	True	False	False	False	False	False	0.09723389816921309	0.05303962526641724	8.779179583293114	1.0492654638892576	0	3611804						
NC_051808.1	61210674	61263506	52832	convergent	CSPG4B	LOC119871643	False	False	False	False	False	False	False	0.10474039320212536	0.05904202872927493	10.817713488079427	0.7463389784593155	87090	1219976	0.2255	0.37	0.8374	0.9	0.0722	0.481
NC_051808.1	64067111	64119158	52047	convergent	LOC102157144	LOC100687852	False	False	False	False	False	False	False	0.08955598658057179	0.04896143217641409	5.341879501218654	0.5664976101703947	368134	4076020	0.3682	0.6438	0.9333	0.9262	0.4076	0.6558
NC_051808.1	65949583	66022083	72500	convergent	LOC100687240	MRPS30	True	True	False	False	False	False	False	0.09338933433472425	0.05067797191334867	8.03369698845409	0.5395291787224701	0	5968719						
NC_051808.1	76456036	76509373	53337	convergent	DROSHA	CDH6	True	True	False	False	False	True	False	0.09644028201815945	0.052083838639437934	9.99905986821919	0.6234010764690736	0	132659						
NC_051808.1	77033647	77089414	55767	convergent	TMEM125	LOC102156164	False	False	False	False	False	False	False	0.09139653131789828	0.04868989458753955	3.590128937827034	0.10035651248581957	561530	711485	0.3721	0.6106	0.9639	0.9941	0.6385	0.7158
NC_051808.1	81940968	82004288	63320	convergent	LOC100685641	LOC479379	False	False	False	False	False	False	False	0.0881447727930222	0.04803000145220561	8.135159830573892	0.5880011967840432	52372	5622583	0.3814	0.6692	0.8844	0.923	0.0308	0.5778
NC_051808.1	83742031	83797839	55808	convergent	CDH12	LOC111095663	False	False	False	False	False	False	False	0.08964592185414708	0.04846379081526378	11.95171504039886	1.0483348562189132	244935	7419890	0.3753	0.6422	0.8176	0.856	0.2606	0.5903
NC_051808.1	87580819	87638502	57683	convergent	ZNF622	LOC106558684	True	True	False	False	False	False	False	0.112395258557769	0.06511844346775124	48.81334480220076	4.912010975969497	0	11259615						
NC_051809.1	2620428	2685222	64794	convergent	OPCML	NTM	True	False	False	True	False	False	False	0.09912137212118778	0.05323850692061799	13.535973555085974	1.4841730258876142	347175	1683777						
NC_051809.1	6345291	6400601	55310	convergent	LOC111096091	LOC119871991	False	False	False	False	False	False	False	0.09114146519420678	0.049548525817210476	6.989654898561417	0.2273360777923646	47946	5403898	0.3599	0.6152	0.9044	0.9756	0.0255	0.5761
NC_051809.1	14259045	14318214	59169	convergent	LOC119871999	LOC111095807	False	False	False	False	False	False	False	0.11066630677699067	0.06359398910885426	23.885265055086006	2.635800519512449	36371	2076373	0.161	0.2632	0.6087	0.6247	0.0117	0.3339
NC_051809.1	18909987	18974471	64484	convergent	C5H11orf71	LOC119881489	True	True	False	False	False	False	False	0.07496964604736565	0.03922688563896415	7.8935492486580525	0.6244796046726521	7771	2577202						
NC_051809.1	23237689	23310760	73071	convergent	LOC111095852	C5H11orf87	False	False	False	False	False	False	False	0.08949454548077629	0.04776263064286806	5.0197473117996445	0.39567181742886276	75776	1689813	0.3852	0.6449	0.9389	0.9511	0.0587	0.5958
NC_051809.1	27846016	27902436	56420	convergent	LOC100687870	LOC111095862	False	False	False	False	False	False	False	0.08967232069309393	0.04770578180737886	5.491948527387513	0.5042968477411236	174226	3229833	0.386	0.6417	0.9306	0.9352	0.1762	0.614
NC_051809.1	32059172	32124240	65068	convergent	LOC119871841	LOC111095870	True	False	False	False	False	True	False	0.09882689295595574	0.053699024749110945	10.99265703491767	0.8736233065713073	41706	58754						
NC_051809.1	47160487	47220638	60151	convergent	LOC119871875	LOC100684598	False	False	False	False	False	False	False	0.08955812757113911	0.048919330270423965	5.446856336033482	0.4478861154117104	165562	1823108	0.3688	0.6438	0.9314	0.9434	0.1659	0.6107
NC_051809.1	67812010	67871860	59850	convergent	ZDHHC7	LOC119872032	True	False	True	False	False	False	False	0.11558175233505258	0.06746831131442879	32.428737666804665	3.5735698807407617	133065	5129843						
NC_051809.1	89203545	89257435	53890	convergent	LOC111096139	LOC119874957	True	True	False	False	False	False	False	0.09682343455076793	0.051059866701803756	10.191780672262574	1.1374759795363174	0	6629093						
NC_051810.1	3695908	3765879	69971	convergent	LOC119881536	LOC119872440	False	False	False	False	False	False	False	0.09560313726014068	0.051547591409599844	9.775962476327086	0.9598071910245572	144107	1995233	0.3316	0.5348	0.8557	0.8689	0.1403	0.5462
NC_051810.1	15694571	15754185	59614	convergent	LOC102156691	LOC111096491	True	True	False	False	False	True	False	0.11667599029997931	0.06803596842607389	36.80892834607527	4.710486333760546	0	223852						
NC_051810.1	43751242	43809227	57985	convergent	SLC25A24	LOC102151888	False	False	False	False	False	False	False	0.10007517041309183	0.054814661580865044	12.05754359318474	0.8716673342184261	55234	1177299	0.2853	0.4542	0.8157	0.8817	0.0342	0.4942
NC_051810.1	46489068	46547626	58558	convergent	LOC111096509	LOC100683041	False	False	False	False	False	False	False	0.09018104474893208	0.04827238974319461	5.097783593108691	0.41173281480190826	93347	3915412	0.378	0.6325	0.9375	0.9487	0.0797	0.5953
NC_051810.1	50658944	50727578	68634	convergent	LOC119872255	LOC119872463	True	True	False	False	False	False	False	0.09046886048882392	0.049114834208762705	5.767712017293519	0.4522690418697281	0	1302385						
NC_051810.1	54055016	54116812	61796	convergent	LOC111096377	LOC111096379	False	False	False	False	False	False	False	0.09304214112603205	0.05107971558616491	9.417506097434693	1.080686856658737	64086	2090247	0.3382	0.5809	0.8619	0.8513	0.0448	0.5354
NC_051810.1	54185278	54253504	68226	convergent	LOC119872358	LOC119876387	False	False	False	False	False	False	False	0.09146673483348806	0.04979407823928319	10.83574758651426	0.9100403446860572	44391	2223724	0.3564	0.6093	0.8371	0.8761	0.0212	0.5401
NC_051810.1	65303098	65376045	72947	convergent	LOC102151889	LOC111096431	False	False	False	False	False	False	False	0.09048007748681856	0.04906198915545872	6.787028539148282	0.6585529820844984	535429	10132612	0.3668	0.6271	0.908	0.9128	0.6073	0.6844
NC_051810.1	68878658	68947141	68483	convergent	LOC102152406	IFI44	True	True	False	False	False	False	False	0.09183052631910929	0.049491811862453126	8.906362570737336	0.6833958338066997	0	6559284						
NC_051811.1	2494758	2545521	50763	convergent	LOC111096593	LOC102152591	False	False	False	False	False	False	False	0.09778540361996786	0.05332466349646505	38.486530001711515	3.549372032427417	179861	1188895	0.3064	0.4954	0.3531	0.4916	0.1829	0.3659
NC_051811.1	11479120	11529669	50549	convergent	LOC111096626	LOC610143	False	False	False	False	False	False	False	0.0962489601116941	0.05195624816570747	11.811007565507142	0.9576650363750193	320606	3713246	0.3258	0.5231	0.82	0.8692	0.3509	0.5778
NC_051811.1	15394995	15461327	66332	convergent	LOC106559021	GLUL	False	False	False	False	False	False	False	0.1016756949908132	0.05667047593844073	9.93904819479629	0.6965759830598252	71839	6916475	0.2591	0.4253	0.8528	0.9072	0.054	0.4997
NC_051811.1	17217706	17274511	56805	convergent	LOC119876429	LOC119872513	False	False	False	False	False	False	False	0.09559463236308365	0.05146039787350806	11.670729445388059	0.8037150694133931	103892	5098528	0.3328	0.5349	0.8225	0.8916	0.0923	0.5348
NC_051811.1	22837876	22907514	69638	convergent	LOC100688557	LOC111096880	True	True	False	False	False	False	False	0.09181051778104832	0.04907194315702154	6.454453732762597	0.5841200574862494	27305	415374						
NC_051811.1	25873242	25943461	70219	convergent	LOC111096660	LOC111096885	False	False	False	False	False	False	False	0.09301882305997927	0.05122232997183793	7.093708449246448	0.3803283856115161	91649	655224	0.3362	0.5814	0.9026	0.9533	0.0776	0.5702
NC_051811.1	35118386	35179633	61247	convergent	LOC111096699	LOC111096700	True	True	False	False	False	False	False	0.10285899898236826	0.05765312887972442	16.797423634772098	1.4173085969999037	991	676467						
NC_051811.1	48020921	48077046	56125	convergent	RIT2	LOC119872716	False	False	False	False	False	False	False	0.0888024856553931	0.048516492689549696	5.013290901671994	0.40703499307299107	501017	5140880	0.3745	0.6574	0.939	0.9494	0.5662	0.6973
