gene_symbol	categories
AARS	essential
ABCB1	oncogene
ABCB10	oncogene
ABCE1	essential
ABCF1	essential
ABHD5	tumor_suppressor
ABI1	oncogene,tumor_suppressor
ABL1	oncogene,tumor_suppressor
ABL2	oncogene
ABR	tumor_suppressor
ACADL	tumor_suppressor
ACKR3	oncogene
ACLY	oncogene
ACSL4	oncogene,tumor_suppressor
ACSL6	tumor_suppressor
ACTB	essential,oncogene
ACTL6A	essential,oncogene
ACTR10	essential
ACTR2	essential
ACY1	tumor_suppressor
ADA	oncogene
ADAM12	oncogene
ADAM17	oncogene
ADAM9	oncogene
ADAMTS15	tumor_suppressor
ADAMTS18	tumor_suppressor
ADAMTS9	tumor_suppressor
ADAR	oncogene
ADARB1	tumor_suppressor
ADGRB1	tumor_suppressor
ADGRF1	oncogene
ADIPOQ	oncogene
ADRM1	oncogene
ADSL	essential
ADSS	essential
AEBP1	oncogene
AFAP1	oncogene
AFAP1L2	oncogene
AFDN	oncogene
AFF1	oncogene
AFP	oncogene
AGK	oncogene
AGO2	oncogene
AGR2	oncogene
AGRN	oncogene
AHCY	essential
AHI1	oncogene
AHNAK	tumor_suppressor
AHNAK2	oncogene
AHR	oncogene,tumor_suppressor
AICDA	oncogene
AIM2	oncogene,tumor_suppressor
AIP	oncogene
AJAP1	tumor_suppressor
AJUBA	oncogene
AKAP12	tumor_suppressor
AKIP1	oncogene
AKR1B10	oncogene
AKR1C3	oncogene
AKT1	oncogene,tumor_suppressor
AKT1S1	oncogene
AKT2	oncogene,tumor_suppressor
AKT3	oncogene,tumor_suppressor
ALDH1A1	oncogene
ALDH1A2	tumor_suppressor
ALDOA	oncogene
ALG1	essential
ALG14	essential
ALG2	essential
ALG3	oncogene
ALK	oncogene
ALKBH5	oncogene,tumor_suppressor
ALOX15	tumor_suppressor
ALOX15B	tumor_suppressor
ALPL	tumor_suppressor
ALX4	tumor_suppressor
ALYREF	oncogene
AMBRA1	tumor_suppressor
AMER1	tumor_suppressor
AMOT	oncogene,tumor_suppressor
AMOTL1	oncogene
ANAPC2	essential
ANAPC4	essential
ANAPC5	essential
ANGPTL1	tumor_suppressor
ANGPTL4	oncogene
ANLN	oncogene
ANP32A	oncogene,tumor_suppressor
ANXA1	oncogene,tumor_suppressor
ANXA2	oncogene
ANXA6	tumor_suppressor
ANXA7	tumor_suppressor
AOC1	oncogene
APC	oncogene,tumor_suppressor
APOC1	oncogene
APP	oncogene
AQP1	oncogene
AQR	essential
AR	oncogene,tumor_suppressor
ARAF	oncogene
ARCN1	essential
AREG	oncogene
ARHGAP1	oncogene
ARHGAP10	tumor_suppressor
ARHGAP11A	oncogene
ARHGAP24	tumor_suppressor
ARHGAP26	tumor_suppressor
ARHGAP5	oncogene
ARHGEF11	oncogene
ARID1A	oncogene,tumor_suppressor
ARID1B	tumor_suppressor
ARID2	tumor_suppressor
ARID4A	tumor_suppressor
ARID4B	oncogene
ARID5B	oncogene
ARIH1	essential
ARL11	tumor_suppressor
ARL2	essential
ARNT2	tumor_suppressor
ARPC5	oncogene
ARRDC3	tumor_suppressor
ARSA	tumor_suppressor
ARTN	oncogene
ASAH1	oncogene
ASCL1	oncogene
ASF1B	oncogene
ASPM	oncogene
ASPN	oncogene,tumor_suppressor
ASPSCR1	oncogene
ASS1	tumor_suppressor
ASXL1	tumor_suppressor
ATAD2	oncogene
ATF1	oncogene
ATF2	oncogene,tumor_suppressor
ATF3	oncogene,tumor_suppressor
ATF4	oncogene
ATG5	tumor_suppressor
ATM	oncogene,tumor_suppressor
ATOH1	oncogene,tumor_suppressor
ATOH7	oncogene
ATP2A2	essential
ATP5F1A	essential
ATP5F1B	essential
ATP5F1C	essential
ATP5F1D	essential
ATP5J2-PTCD1	essential
ATP5MG	essential
ATP5PO	essential
ATP6V0B	essential
ATP6V0C	essential
ATP6V1A	essential
ATP6V1D	essential
ATP6V1E1	essential
ATP8A2	oncogene
ATR	essential,oncogene
ATRX	oncogene,tumor_suppressor
AURKA	oncogene
AURKB	essential,oncogene
AXIN1	tumor_suppressor
AXL	oncogene
AZGP1	tumor_suppressor
B3GNT3	oncogene
B4GALT1	oncogene
BAALC	oncogene
BACH2	tumor_suppressor
BANF1	essential
BAP1	tumor_suppressor
BARD1	oncogene,tumor_suppressor
BASP1	tumor_suppressor
BATF	oncogene
BAX	oncogene,tumor_suppressor
BCAT1	oncogene
BCL11A	oncogene
BCL11B	tumor_suppressor
BCL2	oncogene,tumor_suppressor
BCL2L1	oncogene
BCL2L10	tumor_suppressor
BCL2L11	tumor_suppressor
BCL2L12	oncogene
BCL2L2	oncogene
BCL3	oncogene
BCL6	oncogene
BCL6B	tumor_suppressor
BCL7A	tumor_suppressor
BCL9	oncogene
BCLAF1	oncogene
BCOR	oncogene,tumor_suppressor
BCR	oncogene,tumor_suppressor
BDNF	oncogene
BECN1	tumor_suppressor
BEX1	tumor_suppressor
BEX2	tumor_suppressor
BEX4	tumor_suppressor
BHLHE41	tumor_suppressor
BICRA	tumor_suppressor
BIN1	tumor_suppressor
BIRC2	oncogene
BIRC3	oncogene
BIRC5	essential,oncogene,tumor_suppressor
BLACAT1	oncogene
BLCAP	tumor_suppressor
BLK	oncogene
BLNK	oncogene
BMAL1	oncogene,tumor_suppressor
BMI1	oncogene
BMP2	tumor_suppressor
BMP3	tumor_suppressor
BMP4	oncogene
BMP7	oncogene
BNC2	tumor_suppressor
BNIP3	tumor_suppressor
BOP1	oncogene
BPTF	oncogene
BRAF	oncogene
BRCA1	oncogene,tumor_suppressor
BRCA2	oncogene,tumor_suppressor
BRD2	oncogene
BRD4	oncogene
BRD7	tumor_suppressor
BRD9	oncogene
BRF2	oncogene
BRINP1	tumor_suppressor
BRIP1	tumor_suppressor
BSG	oncogene
BST2	oncogene
BTF3	oncogene
BTG1	tumor_suppressor
BTG2	tumor_suppressor
BTG3	tumor_suppressor
BTK	oncogene
BUB1B	essential,oncogene
BUB3	essential
BUD23	essential
BUD31	essential
BYSL	essential,oncogene
BZW2	oncogene
C1orf109	essential
C3orf62	tumor_suppressor
CA9	oncogene
CACNA2D3	tumor_suppressor
CACYBP	oncogene
CADM1	oncogene,tumor_suppressor
CADM2	tumor_suppressor
CADM4	tumor_suppressor
CALCA	oncogene
CALR	oncogene
CAMK2N1	tumor_suppressor
CAMTA1	tumor_suppressor
CAPG	oncogene
CAPNS1	oncogene
CARD11	oncogene
CARM1	oncogene
CASP8	tumor_suppressor
CASR	oncogene,tumor_suppressor
CASZ1	oncogene,tumor_suppressor
CAV1	oncogene,tumor_suppressor
CAVIN1	tumor_suppressor
CAVIN2	tumor_suppressor
CBFA2T3	oncogene,tumor_suppressor
CBL	oncogene,tumor_suppressor
CBLB	oncogene
CBLL1	oncogene
CBX2	oncogene
CBX3	oncogene
CBX4	oncogene,tumor_suppressor
CBX7	oncogene,tumor_suppressor
CBX8	oncogene
CCBE1	tumor_suppressor
CCDC6	oncogene
CCDC68	tumor_suppressor
CCDC84	essential
CCL2	oncogene
CCN1	tumor_suppressor
CCN2	oncogene,tumor_suppressor
CCN3	oncogene
CCN4	oncogene,tumor_suppressor
CCN5	tumor_suppressor
CCN6	tumor_suppressor
CCNA2	essential
CCNB1	oncogene
CCNB2	oncogene
CCNC	tumor_suppressor
CCND1	oncogene,tumor_suppressor
CCND2	oncogene,tumor_suppressor
CCND3	oncogene
CCNE1	oncogene
CCNE2	oncogene
CCNG1	oncogene
CCNH	essential
CCNK	essential
CCR2	oncogene
CCT2	essential
CCT3	essential
CCT4	essential
CCT5	essential
CCT6A	essential
CCT7	essential
CCT8	essential
CD24	oncogene
CD274	oncogene
CD276	oncogene
CD300A	oncogene
CD34	oncogene
CD44	oncogene
CD82	tumor_suppressor
CD99	oncogene,tumor_suppressor
CDC123	essential
CDC16	essential
CDC20	essential,oncogene
CDC25A	oncogene
CDC25B	oncogene
CDC27	essential
CDC37	essential
CDC42	oncogene
CDC45	oncogene
CDC5L	essential,oncogene
CDC6	oncogene
CDC7	oncogene
CDC73	essential,tumor_suppressor
CDCA2	oncogene
CDCA5	oncogene
CDCA8	oncogene
CDCP1	oncogene
CDH1	oncogene,tumor_suppressor
CDH11	oncogene,tumor_suppressor
CDH13	oncogene,tumor_suppressor
CDH17	oncogene
CDH2	oncogene
CDH3	oncogene,tumor_suppressor
CDH4	tumor_suppressor
CDK1	essential,oncogene
CDK10	tumor_suppressor
CDK12	oncogene,tumor_suppressor
CDK16	oncogene
CDK4	oncogene,tumor_suppressor
CDK5	oncogene,tumor_suppressor
CDK5RAP3	tumor_suppressor
CDK6	oncogene,tumor_suppressor
CDK7	essential
CDK8	oncogene
CDK9	essential,oncogene
CDKN1A	oncogene,tumor_suppressor
CDKN1B	oncogene,tumor_suppressor
CDKN1C	oncogene,tumor_suppressor
CDKN2A	oncogene,tumor_suppressor
CDKN2B	oncogene,tumor_suppressor
CDKN2C	tumor_suppressor
CDKN3	oncogene,tumor_suppressor
CDT1	essential,oncogene
CDX2	oncogene,tumor_suppressor
CEACAM1	tumor_suppressor
CEBPA	oncogene,tumor_suppressor
CEBPB	oncogene
CEBPD	tumor_suppressor
CEBPZ	essential
CELF2	tumor_suppressor
CEMIP	oncogene
CENPA	essential,oncogene
CENPC	essential
CENPE	oncogene
CENPF	oncogene
CENPN	oncogene
CEP55	oncogene
CERS2	tumor_suppressor
CERS6	oncogene
CFAP298	essential
CFAP45	tumor_suppressor
CFL1	essential
CFLAR	oncogene
CFTR	tumor_suppressor
CHAF1A	essential
CHAF1B	essential
CHD1	oncogene,tumor_suppressor
CHD1L	oncogene
CHD5	tumor_suppressor
CHEK1	essential,oncogene
CHEK2	oncogene,tumor_suppressor
CHERP	essential
CHFR	tumor_suppressor
CHI3L1	oncogene
CHL1	tumor_suppressor
CHMP2A	essential
CHMP6	essential
CHPF	oncogene
CHRDL1	tumor_suppressor
CHRDL2	oncogene
CHUK	oncogene
CIAO1	essential
CIAO2A	tumor_suppressor
CIAO2B	essential
CIAO3	essential
CINP	essential
CIP2A	oncogene
CIR1	tumor_suppressor
CIRBP	tumor_suppressor
CKAP5	essential
CKS1B	oncogene
CKS2	oncogene
CLCA1	tumor_suppressor
CLCA2	tumor_suppressor
CLDN1	oncogene,tumor_suppressor
CLDN6	tumor_suppressor
CLDN7	tumor_suppressor
CLIC1	oncogene
CLIC4	tumor_suppressor
CLK2	oncogene
CLNS1A	essential
CLP1	essential
CLTC	essential
CLU	oncogene,tumor_suppressor
CMPK1	essential
CMTM3	tumor_suppressor
CMTM4	tumor_suppressor
CMTM5	tumor_suppressor
CMTM7	tumor_suppressor
CMTR1	essential
CNDP2	tumor_suppressor
CNN3	oncogene
CNOT3	essential,tumor_suppressor
COA5	essential
COL11A1	oncogene
COPA	essential
COPB1	essential
COPB2	essential,oncogene
COPS3	essential
COPS5	oncogene
COPS6	essential
COPZ1	essential
COQ4	essential
COX10	essential
COX11	essential
COX15	essential
COX4I1	essential
COX5B	essential
COX6B1	essential
CPA4	oncogene
CPEB1	tumor_suppressor
CPEB3	tumor_suppressor
CPEB4	oncogene
CPNE1	oncogene
CPS1	tumor_suppressor
CPSF1	essential
CPSF2	essential
CPSF3	essential
CPSF4	essential
CPSF6	oncogene
CREB1	oncogene,tumor_suppressor
CREBBP	oncogene,tumor_suppressor
CRIP1	oncogene
CRK	oncogene
CRKL	oncogene
CRNKL1	essential
CRP	oncogene
CRTC1	oncogene
CRYBG1	tumor_suppressor
CSDE1	oncogene
CSE1L	essential,oncogene
CSF1	oncogene
CSF1R	oncogene
CSF2	oncogene
CSF3	oncogene
CSK	oncogene
CSMD1	tumor_suppressor
CSNK2A1	oncogene
CSPG4	oncogene
CSPP1	oncogene
CST6	tumor_suppressor
CTBP2	oncogene
CTCF	oncogene,tumor_suppressor
CTCFL	oncogene
CTDP1	essential
CTDSPL	tumor_suppressor
CTHRC1	oncogene
CTLA4	oncogene
CTNNA2	tumor_suppressor
CTNNB1	oncogene
CTPS1	essential
CTR9	essential
CTTN	oncogene
CUL4A	oncogene
CUL4B	oncogene
CUL5	tumor_suppressor
CUX1	tumor_suppressor
CXCL1	oncogene
CXCL10	oncogene
CXCL11	oncogene
CXCL12	oncogene
CXCL14	tumor_suppressor
CXCL2	oncogene
CXCL5	oncogene
CXCL8	oncogene
CXCR2	oncogene
CXCR4	oncogene
CXXC4	tumor_suppressor
CXXC5	oncogene
CYCS	essential
CYLD	tumor_suppressor
CYP24A1	oncogene
CYP26A1	oncogene
CYP3A5	tumor_suppressor
DAB2	tumor_suppressor
DAB2IP	tumor_suppressor
DACH1	oncogene,tumor_suppressor
DACT1	tumor_suppressor
DACT2	tumor_suppressor
DAD1	essential
DAPK1	oncogene,tumor_suppressor
DAPK2	tumor_suppressor
DARS1	oncogene
DARS2	oncogene
DBR1	essential
DCC	tumor_suppressor
DCD	oncogene
DCLK1	oncogene
DCN	tumor_suppressor
DCTN5	essential
DCUN1D1	oncogene
DDB1	essential
DDIT3	oncogene
DDIT4	oncogene
DDOST	essential
DDR1	oncogene,tumor_suppressor
DDR2	oncogene
DDX10	essential
DDX17	oncogene
DDX18	essential
DDX20	essential,tumor_suppressor
DDX21	essential
DDX27	essential
DDX3X	oncogene,tumor_suppressor
DDX41	essential
DDX47	essential
DDX49	essential
DDX5	oncogene
DDX55	essential
DDX56	essential
DDX6	oncogene
DEFB1	oncogene
DEK	oncogene
DENND2D	tumor_suppressor
DEPDC1	oncogene
DEPDC1B	oncogene
DEPTOR	oncogene,tumor_suppressor
DGCR8	essential,oncogene
DHFR	oncogene
DHH	oncogene
DHODH	essential
DHPS	essential
DHTKD1	tumor_suppressor
DHX15	essential
DHX33	essential
DHX37	essential
DHX8	essential
DHX9	essential,oncogene
DICER1	oncogene,tumor_suppressor
DIMT1	essential
DIRAS1	tumor_suppressor
DIRAS3	oncogene,tumor_suppressor
DIS3	essential
DKC1	essential
DKK1	oncogene,tumor_suppressor
DKK3	tumor_suppressor
DKK4	tumor_suppressor
DLC1	oncogene,tumor_suppressor
DLEC1	tumor_suppressor
DLG2	tumor_suppressor
DLGAP5	oncogene
DLK1	tumor_suppressor
DLST	essential
DLX4	oncogene
DMAP1	essential
DMBT1	tumor_suppressor
DMD	tumor_suppressor
DMP1	tumor_suppressor
DMTF1	tumor_suppressor
DNAJA3	essential,tumor_suppressor
DNAJB1	oncogene
DNAJB4	tumor_suppressor
DNAJC9	essential
DNM2	essential
DNM3	tumor_suppressor
DNMT1	essential,oncogene,tumor_suppressor
DNMT3A	oncogene,tumor_suppressor
DNMT3B	oncogene,tumor_suppressor
DOK1	tumor_suppressor
DOK2	tumor_suppressor
DOLK	essential
DONSON	essential
DOT1L	oncogene
DPAGT1	essential
DPEP1	oncogene,tumor_suppressor
DPH1	tumor_suppressor
DPP4	tumor_suppressor
DRAM1	tumor_suppressor
DRG1	tumor_suppressor
DSCAM	oncogene
DSG2	oncogene
DTL	essential,oncogene
DTYMK	essential
DUSP1	oncogene
DUSP22	tumor_suppressor
DUSP4	tumor_suppressor
DUSP6	oncogene,tumor_suppressor
DUSP9	tumor_suppressor
DYNC1I2	essential
DYRK1A	oncogene,tumor_suppressor
DYRK2	oncogene,tumor_suppressor
E2F1	oncogene,tumor_suppressor
E2F2	oncogene,tumor_suppressor
E2F3	oncogene,tumor_suppressor
E2F5	oncogene
E2F6	oncogene
E2F7	oncogene
E2F8	oncogene
EAF2	tumor_suppressor
EBF1	tumor_suppressor
ECD	essential,oncogene
ECRG4	tumor_suppressor
ECT2	oncogene
EEF1A2	oncogene
EEF2	essential
EEF2K	oncogene
EFEMP1	oncogene,tumor_suppressor
EFNA1	oncogene
EFTUD2	essential
EGF	oncogene
EGFR	oncogene,tumor_suppressor
EGLN1	oncogene,tumor_suppressor
EGR1	oncogene,tumor_suppressor
EHF	oncogene,tumor_suppressor
EHMT2	oncogene
EI24	tumor_suppressor
EIF2B1	essential
EIF2B3	essential
EIF2B5	essential
EIF2S1	essential
EIF2S2	essential
EIF2S3	essential
EIF3A	essential,oncogene
EIF3B	essential
EIF3C	essential
EIF3D	essential,oncogene
EIF3G	essential
EIF3H	oncogene
EIF3I	essential
EIF4A3	essential,oncogene
EIF4E	oncogene
EIF4EBP1	oncogene
EIF5A	essential,oncogene
EIF5A2	oncogene
EIF5B	essential
EIF6	essential
ELAC2	essential
ELAVL1	oncogene
ELF3	oncogene
ELK1	oncogene
ELK3	oncogene
ELK4	oncogene
ELL	essential,oncogene
EML4	oncogene
EMP1	oncogene
EMP2	oncogene
EMP3	oncogene,tumor_suppressor
EMSY	oncogene
EMX2	tumor_suppressor
EN2	oncogene
ENO1	oncogene
ENO2	oncogene
ENTPD5	oncogene
EP300	oncogene,tumor_suppressor
EPAS1	oncogene
EPB41	tumor_suppressor
EPB41L1	tumor_suppressor
EPB41L3	tumor_suppressor
EPCAM	oncogene
EPHA2	oncogene,tumor_suppressor
EPHA3	oncogene,tumor_suppressor
EPHA7	tumor_suppressor
EPHA8	oncogene
EPHB2	tumor_suppressor
EPHB3	tumor_suppressor
EPHB4	tumor_suppressor
EPN3	oncogene
EPO	oncogene
EPRS	essential
EPS8	oncogene
ERBB2	oncogene,tumor_suppressor
ERBB3	oncogene
ERBB4	oncogene,tumor_suppressor
ERCC2	essential
ERCC3	essential
EREG	oncogene
ERG	oncogene
ERH	essential
ERN1	oncogene
ERRFI1	tumor_suppressor
ERVW-1	oncogene
ESPL1	oncogene
ESR1	oncogene,tumor_suppressor
ESR2	oncogene,tumor_suppressor
ESRP1	tumor_suppressor
ESRRG	tumor_suppressor
ETS1	oncogene
ETS2	oncogene,tumor_suppressor
ETV1	oncogene
ETV4	oncogene
ETV6	oncogene,tumor_suppressor
EWSR1	oncogene
EXOSC2	essential
EXOSC3	essential
EXOSC4	essential
EXOSC6	essential
EXOSC7	essential
EXOSC8	essential
EYA4	oncogene,tumor_suppressor
EZH2	oncogene,tumor_suppressor
EZR	oncogene
F11R	oncogene
F2R	oncogene
F2RL3	tumor_suppressor
FABP3	oncogene,tumor_suppressor
FABP5	oncogene
FAM107A	tumor_suppressor
FAM111B	oncogene
FAM83A	oncogene
FAM83D	oncogene
FAM83H	oncogene
FARS2	essential
FARSA	essential
FARSB	essential
FAS	oncogene,tumor_suppressor
FASN	oncogene
FAT1	oncogene,tumor_suppressor
FAT4	tumor_suppressor
FAU	essential
FBLN1	tumor_suppressor
FBLN2	oncogene
FBLN5	tumor_suppressor
FBP1	tumor_suppressor
FBXL18	oncogene
FBXO11	oncogene,tumor_suppressor
FBXO22	oncogene
FBXO31	oncogene,tumor_suppressor
FBXO32	tumor_suppressor
FBXO45	oncogene
FBXW2	tumor_suppressor
FBXW7	oncogene,tumor_suppressor
FDPS	oncogene
FDX1	tumor_suppressor
FES	oncogene
FEZF1	oncogene
FGF19	oncogene
FGF2	oncogene
FGF23	oncogene
FGF3	oncogene
FGF4	oncogene
FGF5	oncogene
FGF8	oncogene
FGF9	oncogene
FGFR1	oncogene
FGFR2	oncogene,tumor_suppressor
FGFR3	oncogene
FGFR4	oncogene
FGR	oncogene
FH	tumor_suppressor
FHIT	oncogene,tumor_suppressor
FHL1	tumor_suppressor
FHL2	oncogene,tumor_suppressor
FIP1L1	oncogene
FLCN	oncogene,tumor_suppressor
FLI1	oncogene
FLII	oncogene
FLRT2	tumor_suppressor
FLT1	oncogene
FLT3	oncogene
FLVCR1	oncogene,tumor_suppressor
FMNL3	oncogene
FNDC3B	oncogene
FNTA	essential
FNTB	essential
FOCAD	tumor_suppressor
FOS	oncogene
FOSB	oncogene
FOSL1	oncogene
FOXA1	oncogene,tumor_suppressor
FOXA2	tumor_suppressor
FOXC1	oncogene
FOXC2	oncogene
FOXD1	oncogene
FOXD3	tumor_suppressor
FOXF1	tumor_suppressor
FOXF2	oncogene,tumor_suppressor
FOXG1	oncogene
FOXJ2	tumor_suppressor
FOXK1	oncogene
FOXK2	oncogene,tumor_suppressor
FOXM1	oncogene,tumor_suppressor
FOXN2	tumor_suppressor
FOXN3	tumor_suppressor
FOXO1	oncogene,tumor_suppressor
FOXO3	oncogene,tumor_suppressor
FOXO4	tumor_suppressor
FOXP1	oncogene,tumor_suppressor
FOXP2	oncogene,tumor_suppressor
FOXP3	oncogene,tumor_suppressor
FOXP4	oncogene,tumor_suppressor
FOXQ1	oncogene
FOXR2	oncogene
FPR1	tumor_suppressor
FRAT1	oncogene
FRK	oncogene,tumor_suppressor
FRMD6	tumor_suppressor
FSCN1	oncogene
FSIP1	oncogene
FSTL1	tumor_suppressor
FTCD	tumor_suppressor
FTH1	tumor_suppressor
FTO	oncogene,tumor_suppressor
FTSJ3	essential
FUBP1	oncogene,tumor_suppressor
FUS	oncogene
FUT1	oncogene
FXR1	oncogene
FYN	oncogene
FZD2	oncogene
G6PD	oncogene
GAB2	oncogene
GABPA	essential,tumor_suppressor
GADD45A	tumor_suppressor
GAPDH	essential,oncogene
GART	essential
GATA2	oncogene
GATA3	oncogene,tumor_suppressor
GATA4	tumor_suppressor
GATA6	oncogene,tumor_suppressor
GBP1	tumor_suppressor
GDE1	tumor_suppressor
GDF11	tumor_suppressor
GDF15	oncogene,tumor_suppressor
GDF2	tumor_suppressor
GEMIN5	essential
GEMIN8	essential
GFAP	oncogene
GFI1	oncogene
GFI1B	oncogene
GFM1	essential
GFUS	oncogene
GGNBP2	tumor_suppressor
GGPS1	essential
GINS2	essential
GINS3	essential
GINS4	essential
GJA1	tumor_suppressor
GJB1	tumor_suppressor
GJB2	tumor_suppressor
GJB5	tumor_suppressor
GKN1	tumor_suppressor
GLI1	oncogene
GLI2	oncogene
GLI3	oncogene
GLIPR1	tumor_suppressor
GLIS2	oncogene
GLS	oncogene
GLS2	oncogene,tumor_suppressor
GMPPB	essential
GMPS	essential
GNA11	oncogene
GNAQ	oncogene
GNAS	oncogene,tumor_suppressor
GNG7	tumor_suppressor
GNL3	essential
GNMT	tumor_suppressor
GOLM1	oncogene
GOLPH3	oncogene
GOLPH3L	oncogene
GPBAR1	tumor_suppressor
GPC2	oncogene
GPC3	oncogene,tumor_suppressor
GPC5	tumor_suppressor
GPER1	tumor_suppressor
GPM6A	oncogene
GPN3	essential
GPNMB	tumor_suppressor
GPR137	oncogene
GPRC5A	oncogene,tumor_suppressor
GPS1	essential
GPX3	tumor_suppressor
GRB10	oncogene
GRB2	oncogene
GRB7	oncogene
GREM1	oncogene
GREP1	oncogene
GRHL1	tumor_suppressor
GRHL2	oncogene,tumor_suppressor
GRHL3	tumor_suppressor
GRIK2	tumor_suppressor
GRM1	oncogene
GRN	oncogene
GRP	oncogene
GRPEL1	essential
GRWD1	essential
GSDMA	tumor_suppressor
GSDMB	oncogene
GSDMC	oncogene
GSDME	tumor_suppressor
GSE1	oncogene
GSK3B	oncogene
GSN	tumor_suppressor
GSPT1	essential
GSTM3	tumor_suppressor
GSTP1	tumor_suppressor
GTF2B	essential
GTF2H1	essential
GTF2H2C	essential
GTF2H4	essential
GTF2I	oncogene
GTF3A	essential
GTF3C1	essential
GTF3C2	essential
GTF3C5	essential
GTPBP4	essential,oncogene
GUCY2C	tumor_suppressor
GUK1	essential
H2AZ1	oncogene
HACE1	tumor_suppressor
HARS	essential
HAS2	oncogene
HAUS1	essential
HAUS3	oncogene,tumor_suppressor
HAUS5	essential
HBEGF	oncogene
HCAR2	tumor_suppressor
HCFC1	essential
HCK	oncogene
HDAC1	oncogene
HDAC2	oncogene
HDAC3	essential,oncogene,tumor_suppressor
HDAC4	oncogene
HDAC6	oncogene,tumor_suppressor
HDAC7	oncogene
HDAC8	oncogene
HDAC9	oncogene
HDGF	oncogene
HEATR1	essential
HEPACAM	tumor_suppressor
HES1	oncogene
HES6	oncogene
HEY1	oncogene
HGF	oncogene
HHIP	oncogene
HIC1	tumor_suppressor
HIF1A	oncogene,tumor_suppressor
HINFP	essential
HINT1	oncogene,tumor_suppressor
HINT2	tumor_suppressor
HIP1	oncogene
HIPK2	tumor_suppressor
HIPK3	oncogene
HIST1H2AJ	essential
HIST2H2AA3	essential
HJURP	essential,oncogene
HK2	oncogene
HKDC1	oncogene
HLA-C	oncogene
HLF	oncogene
HMGA1	oncogene
HMGA2	oncogene
HMGB1	oncogene,tumor_suppressor
HMGB2	oncogene
HMGB3	oncogene
HMGCR	oncogene
HMGCS2	tumor_suppressor
HMGN5	oncogene
HMMR	oncogene
HMOX1	oncogene
HNF1A	oncogene,tumor_suppressor
HNF1B	oncogene,tumor_suppressor
HNF4A	oncogene,tumor_suppressor
HNF4G	oncogene
HNRNPA1	oncogene
HNRNPA2B1	oncogene
HNRNPC	essential,oncogene
HNRNPK	essential,oncogene,tumor_suppressor
HNRNPL	essential
HNRNPU	essential
HOPX	tumor_suppressor
HOXA1	oncogene
HOXA10	oncogene
HOXA11	oncogene,tumor_suppressor
HOXA13	oncogene
HOXA5	tumor_suppressor
HOXA7	oncogene
HOXA9	oncogene,tumor_suppressor
HOXB13	oncogene,tumor_suppressor
HOXB5	oncogene
HOXB8	oncogene
HOXB9	oncogene
HOXC10	oncogene
HOXC11	oncogene
HOXC6	oncogene
HOXC8	oncogene
HOXD10	tumor_suppressor
HPGD	oncogene,tumor_suppressor
HPSE2	tumor_suppressor
HRAS	oncogene
HSD17B10	essential
HSF1	oncogene
HSP90AA1	oncogene
HSPA9	essential
HSPB7	tumor_suppressor
HSPD1	essential
HTATIP2	tumor_suppressor
HTRA1	tumor_suppressor
HUWE1	essential,oncogene
HYPK	essential
IARS	essential
ID1	oncogene
ID2	tumor_suppressor
ID3	oncogene
ID4	oncogene,tumor_suppressor
IDH1	oncogene,tumor_suppressor
IDH2	oncogene
IDO1	oncogene
IFNA1	oncogene
IGBP1	essential
IGF1	oncogene,tumor_suppressor
IGF1R	oncogene,tumor_suppressor
IGF2	oncogene
IGF2BP1	oncogene
IGF2BP2	oncogene
IGF2BP3	oncogene
IGF2R	oncogene,tumor_suppressor
IGFBP2	oncogene
IGFBP3	oncogene,tumor_suppressor
IGFBP5	oncogene,tumor_suppressor
IGFBP7	oncogene,tumor_suppressor
IGH	oncogene
IKBKE	oncogene
IKZF1	oncogene,tumor_suppressor
IL11	oncogene
IL17A	oncogene
IL24	tumor_suppressor
IL2RG	oncogene
IL6	oncogene
IL7R	oncogene
ILF2	oncogene
ILF3	essential,oncogene
ILK	oncogene
IMP3	essential
IMP4	essential
ING1	tumor_suppressor
ING3	tumor_suppressor
ING4	tumor_suppressor
ING5	tumor_suppressor
INPP4B	oncogene,tumor_suppressor
INPP5D	tumor_suppressor
INPP5J	tumor_suppressor
INPPL1	oncogene
INS	oncogene
INSR	oncogene
INTS1	essential
INTS3	essential
INTS6	tumor_suppressor
INTS8	essential
INTS9	essential
IPO13	essential
IQANK1	oncogene
IQGAP1	oncogene
IQGAP2	tumor_suppressor
IQGAP3	oncogene
IRAK1	oncogene
IRF1	oncogene,tumor_suppressor
IRF2	oncogene,tumor_suppressor
IRF4	oncogene
IRF5	tumor_suppressor
IRF6	tumor_suppressor
IRF8	tumor_suppressor
IRS1	oncogene
IRS2	oncogene
IRX1	tumor_suppressor
IRX5	oncogene
ISCU	essential
ISG15	oncogene
ISG20L2	essential
ISX	oncogene
ITCH	oncogene,tumor_suppressor
ITGA2	oncogene
ITGA5	oncogene
ITGA7	oncogene,tumor_suppressor
ITGB1	oncogene
ITGBL1	tumor_suppressor
ITIH5	tumor_suppressor
ITLN1	tumor_suppressor
ITM2A	tumor_suppressor
ITPR3	oncogene
JAG1	oncogene
JAK1	oncogene
JAK2	oncogene
JAK3	oncogene
JAM3	tumor_suppressor
JMJD6	oncogene
JUN	oncogene
JUNB	oncogene
KANK1	tumor_suppressor
KANSL3	essential
KARS	essential
KAT2A	oncogene
KAT2B	oncogene,tumor_suppressor
KAT5	oncogene,tumor_suppressor
