chrom	start	end	mapq	has_secondary	has_supplementary	has_xa	n_alignments	low_mappability
NC_051808.1	6820779	6870891	60	False	False	False	1	False
NC_051808.1	12066504	12128157	60	False	False	False	1	False
NC_051808.1	13169783	13237184	60	False	False	False	1	False
NC_051808.1	14781335	14832377	60	False	False	False	1	False
NC_051808.1	17362530	17419663	60	False	False	False	1	False
NC_051808.1	28998408	29056566	60	False	False	False	1	False
NC_051808.1	36047237	36120971	60	False	False	False	1	False
NC_051808.1	37518160	37569466	60	False	False	False	1	False
NC_051808.1	37795829	37851034	60	False	False	False	1	False
NC_051808.1	42728958	42791035	60	False	False	False	1	False
NC_051808.1	55513056	55565959	60	False	False	False	1	False
NC_051808.1	56109927	56183571	60	False	False	False	1	False
NC_051808.1	61210674	61263506	60	False	False	False	1	False
NC_051808.1	64067111	64119158	60	False	False	False	1	False
NC_051808.1	65949583	66022083	60	False	False	False	1	False
NC_051808.1	76456036	76509373	60	False	False	False	1	False
NC_051808.1	77033647	77089414	60	False	False	False	1	False
NC_051808.1	81940968	82004288	60	False	False	False	1	False
NC_051808.1	83742031	83797839	60	False	False	False	1	False
NC_051808.1	87580819	87638502	60	False	False	False	1	False
NC_051809.1	2620428	2685222	60	False	False	False	1	False
NC_051809.1	6345291	6400601	60	False	False	False	1	False
NC_051809.1	14259045	14318214	60	False	False	False	1	False
NC_051809.1	18909987	18974471	60	False	False	False	1	False
NC_051809.1	23237689	23310760	60	False	False	False	1	False
NC_051809.1	27846016	27902436	60	False	False	False	1	False
NC_051809.1	32059172	32124240	60	False	False	False	1	False
NC_051809.1	47160487	47220638	60	False	False	False	1	False
NC_051809.1	67812010	67871860	60	False	False	False	1	False
NC_051809.1	89203545	89257435	60	False	False	False	1	False
NC_051810.1	3695908	3765879	60	False	False	False	1	False
NC_051810.1	15694571	15754185	60	False	False	False	1	False
NC_051810.1	43751242	43809227	60	False	False	False	1	False
NC_051810.1	46489068	46547626	60	False	False	False	1	False
NC_051810.1	50658944	50727578	60	False	False	False	1	False
NC_051810.1	54055016	54116812	60	False	False	False	1	False
NC_051810.1	54185278	54253504	60	False	False	False	1	False
NC_051810.1	65303098	65376045	60	False	False	False	1	False
NC_051810.1	68878658	68947141	60	False	False	False	1	False
NC_051811.1	2494758	2545521	60	False	False	False	1	False
NC_051811.1	11479120	11529669	60	False	False	False	1	False
NC_051811.1	15394995	15461327	60	False	False	False	1	False
NC_051811.1	17217706	17274511	60	False	False	False	1	False
NC_051811.1	22837876	22907514	60	False	False	False	1	False
NC_051811.1	25873242	25943461	60	False	False	False	1	False
NC_051811.1	35118386	35179633	60	False	False	False	1	False
NC_051811.1	48020921	48077046	60	False	False	False	1	False
NC_051811.1	54309697	54360521	60	False	False	False	1	False
NC_051811.1	57734073	57792841	60	False	False	False	1	False
NC_051811.1	59853346	59916313	60	False	False	False	1	False
NC_051811.1	62263653	62326266	60	False	False	False	1	False
NC_051811.1	69954234	70019343	60	False	False	False	1	False
NC_051811.1	72146896	72199972	60	False	False	False	1	False
NC_051811.1	77245369	77305935	60	False	False	False	1	False
NC_051811.1	80890788	80943582	60	False	False	False	1	False
NC_051812.1	52431	118675	60	False	False	False	1	False
NC_051812.1	788172	845815	60	False	False	False	1	False
NC_051812.1	5172690	5239184	60	False	False	False	1	False
NC_051812.1	5534832	5600865	60	False	False	False	1	False
NC_051812.1	6167980	6227889	60	False	False	False	1	False
NC_051812.1	8640791	8694857	60	False	False	False	1	False
NC_051812.1	10610167	10663583	60	False	False	False	1	False
NC_051812.1	12903397	12977974	60	False	False	False	1	False
NC_051812.1	21931015	21992476	60	False	False	False	1	False
NC_051812.1	27735066	27803631	60	False	False	False	1	False
NC_051812.1	28781785	28839966	60	False	False	False	1	False
NC_051812.1	36266983	36333691	60	False	False	False	1	False
NC_051812.1	54071776	54128751	60	False	False	False	1	False
NC_051812.1	55781421	55851186	60	False	False	False	1	False
NC_051812.1	58732540	58805036	60	False	False	False	1	False
NC_051812.1	61680835	61737486	60	False	False	False	1	False
NC_051812.1	67788194	67843405	60	False	False	False	1	False
NC_051812.1	70725627	70776316	60	False	False	False	1	False
NC_051812.1	71254791	71309046	60	False	False	False	1	False
NC_051813.1	8313493	8376479	60	False	False	False	1	False
NC_051813.1	8406782	8479948	60	False	False	False	1	False
NC_051813.1	15175682	15238845	60	False	False	False	1	False
NC_051813.1	33214836	33269418	60	False	False	False	1	False
NC_051813.1	35794767	35867117	60	False	False	False	1	False
NC_051813.1	42596793	42666787	60	False	False	False	1	False
NC_051813.1	44260433	44316601	60	False	False	False	1	False
NC_051813.1	53233104	53304110	60	False	False	False	1	False
NC_051813.1	55289222	55342350	60	False	False	False	1	False
NC_051813.1	60390416	60460489	60	False	False	False	1	False
NC_051814.1	6647061	6715959	60	False	False	False	1	False
NC_051814.1	16586697	16654416	60	False	False	False	1	False
NC_051814.1	22082493	22156729	60	False	False	False	1	False
NC_051814.1	24918877	24986657	60	False	False	False	1	False
NC_051814.1	25211889	25276787	60	False	False	False	1	False
NC_051814.1	29447517	29507386	60	False	False	False	1	False
NC_051814.1	33387381	33437530	60	False	False	False	1	False
NC_051814.1	34678177	34747422	60	False	False	False	1	False
NC_051814.1	35158873	35212398	60	False	False	False	1	False
NC_051814.1	46275184	46345564	60	False	False	False	1	False
NC_051814.1	46556671	46612324	60	False	False	False	1	False
NC_051814.1	55173498	55233905	60	False	False	False	1	False
NC_051814.1	57054512	57104779	60	False	False	False	1	False
NC_051814.1	57815583	57880350	60	False	False	False	1	False
NC_051814.1	61932847	61989787	60	False	False	False	1	False
NC_051814.1	63844443	63896703	60	False	False	False	1	False
NC_051814.1	66943912	67008116	60	False	False	False	1	False
NC_051814.1	68117840	68179368	60	False	False	False	1	False
NC_051815.1	5132068	5205139	60	False	False	False	1	False
NC_051815.1	7585907	7653876	60	False	False	False	1	False
NC_051815.1	15804115	15863613	60	False	False	False	1	False
NC_051815.1	33774377	33832861	60	False	False	False	1	False
NC_051815.1	54176384	54240721	60	False	False	False	1	False
NC_051815.1	56181459	56247618	60	False	False	False	1	False
NC_051815.1	67619694	67676552	60	False	False	False	1	False
NC_051815.1	72532281	72586362	60	False	False	False	1	False
NC_051815.1	74432972	74494463	60	False	False	False	1	False
NC_051816.1	729204	780179	60	False	False	False	1	False
NC_051816.1	888522	959052	60	False	False	False	1	False
NC_051816.1	2021125	2084815	60	False	False	False	1	False
NC_051816.1	5010995	5063926	60	False	False	False	1	False
NC_051816.1	10056117	10121857	60	False	False	False	1	False
NC_051816.1	13571280	13642018	60	False	False	False	1	False
NC_051816.1	16360664	16416333	60	False	False	False	1	False
NC_051816.1	25815845	25884245	60	False	False	False	1	False
NC_051816.1	40263604	40321877	60	False	False	False	1	False
NC_051816.1	41991512	42044662	60	False	False	False	1	False
NC_051816.1	47327902	47386565	60	False	False	False	1	False
NC_051816.1	48272208	48342011	60	False	False	False	1	False
NC_051816.1	48393708	48452461	60	False	False	False	1	False
NC_051816.1	53806181	53865232	60	False	False	False	1	False
NC_051816.1	64340623	64411071	60	False	False	False	1	False
NC_051816.1	67608124	67672326	60	False	False	False	1	False
NC_051816.1	70866191	70918704	60	False	False	False	1	False
NC_051816.1	72343871	72396378	60	False	False	False	1	False
NC_051816.1	73372682	73425689	60	False	False	False	1	False
NC_051817.1	670319	729017	60	False	False	False	1	False
NC_051817.1	2762900	2833447	60	False	False	False	1	False
NC_051817.1	8064988	8132108	60	False	False	False	1	False
NC_051817.1	8580007	8642797	60	False	False	False	1	False
NC_051817.1	10033333	10096852	60	False	False	False	1	False
NC_051817.1	12626538	12686868	60	False	False	False	1	False
NC_051817.1	16507341	16565029	60	False	False	False	1	False
NC_051817.1	24350676	24411685	60	False	False	False	1	False
NC_051817.1	28001742	28068918	60	False	False	False	1	False
NC_051817.1	29429036	29482883	60	False	False	False	1	False
NC_051817.1	42409351	42467972	60	False	False	False	1	False
NC_051817.1	50196685	50266401	60	False	False	False	1	False
NC_051818.1	5712360	5767938	60	False	False	False	1	False
NC_051818.1	9869905	9920386	60	False	False	False	1	False
NC_051818.1	14495427	14554191	60	False	False	False	1	False
NC_051818.1	19245636	19304857	60	False	False	False	1	False
NC_051818.1	43701564	43775013	60	False	False	False	1	False
NC_051818.1	47079968	47131672	60	False	False	False	1	False
NC_051818.1	60626704	60697896	60	False	False	False	1	False
NC_051819.1	3753627	3825487	60	False	False	False	1	False
NC_051819.1	4205082	4273748	60	False	False	False	1	False
NC_051819.1	20314140	20377667	60	False	False	False	1	False
NC_051819.1	23412529	23465999	60	False	False	False	1	False
NC_051819.1	27740518	27794146	60	False	False	False	1	False
NC_051819.1	27864256	27917940	60	False	False	False	1	False
NC_051819.1	29615719	29672503	60	False	False	False	1	False
NC_051819.1	30913325	30967876	60	False	False	False	1	False
NC_051819.1	32255898	32317043	60	False	False	False	1	False
NC_051819.1	35221213	35288244	60	False	False	False	1	False
NC_051819.1	50452875	50525877	60	False	False	False	1	False
NC_051819.1	56330968	56393135	60	False	False	False	1	False
NC_051820.1	1623305	1690052	60	False	False	False	1	False
NC_051820.1	12347409	12407429	60	False	False	False	1	False
NC_051820.1	22590144	22660334	60	False	False	False	1	False
NC_051820.1	22976673	23048542	60	False	False	False	1	False
NC_051820.1	35121001	35190439	60	False	False	False	1	False
NC_051820.1	37178242	37231175	60	False	False	False	1	False
NC_051820.1	37416979	37473636	60	False	False	False	1	False
NC_051820.1	38028250	38082724	60	False	False	False	1	False
NC_051820.1	46125770	46187174	60	False	False	False	1	False
NC_051820.1	46199665	46254098	60	False	False	False	1	False
NC_051820.1	49468828	49528532	60	False	False	False	1	False
NC_051820.1	51445768	51508808	60	False	False	False	1	False
NC_051820.1	54629014	54692819	60	False	False	False	1	False
NC_051821.1	4818014	4875944	60	False	False	False	1	False
NC_051821.1	11891971	11964254	60	False	False	False	1	False
NC_051821.1	12278057	12338750	60	False	False	False	1	False
NC_051821.1	15968485	16030074	60	False	False	False	1	False
NC_051821.1	17141980	17213143	60	False	False	False	1	False
NC_051821.1	19088682	19138909	60	False	False	False	1	False
NC_051821.1	25527391	25580014	60	False	False	False	1	False
NC_051821.1	34751027	34802687	60	False	False	False	1	False
NC_051821.1	51685511	51738942	60	False	False	False	1	False
NC_051821.1	52870289	52932765	60	False	False	False	1	False
NC_051821.1	52940905	52993050	60	False	False	False	1	False
NC_051821.1	53716583	53781749	60	False	False	False	1	False
NC_051821.1	55900409	55960106	60	False	False	False	1	False
NC_051821.1	57904516	57954590	60	False	False	False	1	False
NC_051821.1	62647649	62699011	60	False	False	False	1	False
NC_051821.1	62708801	62760445	60	False	False	False	1	False
NC_051822.1	7159763	7220802	60	False	False	False	1	False
NC_051822.1	11006057	11065538	60	False	False	False	1	False
NC_051822.1	12195480	12258671	60	False	False	False	1	False
NC_051822.1	18243340	18307563	60	False	False	False	1	False
NC_051822.1	23806419	23872683	60	False	False	False	1	False
NC_051822.1	30797965	30858164	60	False	False	False	1	False
NC_051822.1	36175607	36236940	60	False	False	False	1	False
NC_051822.1	37530345	37599747	60	False	False	False	1	False
NC_051822.1	37625161	37675210	60	False	False	False	1	False
NC_051822.1	55169332	55241058	60	False	False	False	1	False
NC_051822.1	55656583	55708852	60	False	False	False	1	False
NC_051823.1	15192889	15259450	60	False	False	False	1	False
NC_051823.1	22718008	22788982	60	False	False	False	1	False
NC_051823.1	32708863	32761746	60	False	False	False	1	False
NC_051823.1	40699370	40753962	60	False	False	False	1	False
NC_051823.1	42150441	42214374	60	False	False	False	1	False
NC_051823.1	43660794	43734482	60	False	False	False	1	False
NC_051823.1	46607767	46663039	60	False	False	False	1	False
NC_051823.1	50766576	50830568	60	False	False	False	1	False
NC_051823.1	51746959	51816629	60	False	False	False	1	False
NC_051823.1	53515801	53574039	60	False	False	False	1	False
NC_051823.1	53669125	53730654	60	False	False	False	1	False
NC_051824.1	4223236	4289981	60	False	False	False	1	False
NC_051824.1	11749774	11807289	60	False	False	False	1	False
NC_051824.1	12427622	12487484	60	False	False	False	1	False
NC_051824.1	13377340	13441692	60	False	False	False	1	False
NC_051824.1	17040502	17103820	60	False	False	False	1	False
NC_051824.1	19442546	19500025	60	False	False	False	1	False
NC_051824.1	21700981	21759122	60	False	False	False	1	False
NC_051824.1	24572625	24634330	60	False	False	False	1	False
NC_051824.1	32811725	32865996	60	False	False	False	1	False
NC_051825.1	1063011	1131564	60	False	False	False	1	False
NC_051825.1	11676400	11742674	60	False	False	False	1	False
NC_051825.1	15952393	16002786	60	False	False	False	1	False
NC_051825.1	38848629	38901890	60	False	False	False	1	False
NC_051825.1	48906661	48959809	60	False	False	False	1	False
NC_051825.1	51990876	52054339	60	False	False	False	1	False
NC_051826.1	1416239	1480570	60	False	False	False	1	False
NC_051826.1	5334971	5405776	60	False	False	False	1	False
NC_051826.1	10143251	10217071	60	False	False	False	1	False
NC_051826.1	14184578	14251277	60	False	False	False	1	False
NC_051826.1	16687132	16738584	60	False	False	False	1	False
NC_051826.1	19596764	19663367	60	False	False	False	1	False
NC_051826.1	27517646	27576124	60	False	False	False	1	False
NC_051826.1	29235878	29299159	60	False	False	False	1	False
NC_051826.1	33638670	33695479	60	False	False	False	1	False
NC_051826.1	36431283	36491812	60	False	False	False	1	False
NC_051826.1	45865441	45937672	60	False	False	False	1	False
NC_051826.1	55453706	55512794	60	False	False	False	1	False
NC_051826.1	55859005	55918918	60	False	False	False	1	False
NC_051826.1	59581650	59643922	60	False	False	False	1	False
NC_051827.1	1109045	1172665	60	False	False	False	1	False
NC_051827.1	2619236	2673562	60	False	False	False	1	False
NC_051827.1	3227875	3294390	60	False	False	False	1	False
NC_051827.1	6808405	6874087	60	False	False	False	1	False
NC_051827.1	10487084	10553541	60	False	False	False	1	False
NC_051827.1	23551824	23607775	60	False	False	False	1	False
NC_051827.1	29008575	29073911	60	False	False	False	1	False
NC_051827.1	34198197	34269938	60	False	False	False	1	False
NC_051827.1	34370653	34427811	60	False	False	False	1	False
NC_051827.1	39231375	39301877	60	False	False	False	1	False
NC_051827.1	45474517	45526737	60	False	False	False	1	False
NC_051828.1	11487994	11545704	60	False	False	False	1	False
NC_051828.1	16606256	16661497	60	False	False	False	1	False
NC_051828.1	19302591	19370767	60	False	False	False	1	False
NC_051828.1	26717079	26778334	60	False	False	False	1	False
NC_051828.1	36042329	36111036	60	False	False	False	1	False
NC_051828.1	36665388	36721820	60	False	False	False	1	False
NC_051828.1	37513357	37574621	60	False	False	False	1	False
NC_051828.1	40064815	40121938	60	False	False	False	1	False
NC_051828.1	42475068	42526723	60	False	False	False	1	False
NC_051828.1	42745535	42819449	60	False	False	False	1	False
NC_051829.1	326595	381037	60	False	False	False	1	False
NC_051829.1	804447	863659	60	False	False	False	1	False
NC_051829.1	9416764	9476935	60	False	False	False	1	False
NC_051829.1	12228903	12283288	60	False	False	False	1	False
NC_051829.1	16583402	16638128	60	False	False	False	1	False
NC_051829.1	20424770	20475505	60	False	False	False	1	False
NC_051829.1	34024080	34083975	60	False	False	False	1	False
NC_051829.1	40554664	40610407	60	False	False	False	1	False
NC_051829.1	45854728	45924770	60	False	False	False	1	False
NC_051829.1	46659216	46733469	60	False	False	False	1	False
NC_051830.1	3084750	3142913	60	False	False	False	1	False
NC_051830.1	4496506	4546999	60	False	False	False	1	False
NC_051830.1	12974593	13028567	60	False	False	False	1	False
NC_051830.1	17193803	17254161	60	False	False	False	1	False
NC_051830.1	20964282	21018696	60	False	False	False	1	False
NC_051830.1	37136455	37205993	60	False	False	False	1	False
NC_051831.1	11296029	11362267	60	False	False	False	1	False
NC_051831.1	12006551	12065044	60	False	False	False	1	False
NC_051831.1	13274723	13345552	60	False	False	False	1	False
NC_051831.1	17823426	17886691	60	False	False	False	1	False
NC_051831.1	32573520	32640058	60	False	False	False	1	False
NC_051831.1	39677324	39739751	60	False	False	False	1	False
NC_051831.1	40299441	40358999	60	False	False	False	1	False
NC_051832.1	2510899	2563279	60	False	False	False	1	False
NC_051832.1	6155210	6215233	60	False	False	False	1	False
NC_051832.1	24424569	24481957	60	False	False	False	1	False
NC_051832.1	25443005	25493730	60	False	False	False	1	False
NC_051832.1	34214445	34267922	60	False	False	False	1	False
NC_051833.1	357464	431756	60	False	False	False	1	False
NC_051833.1	1669770	1738756	60	False	False	False	1	False
NC_051833.1	20829395	20898312	60	False	False	False	1	False
NC_051833.1	21906082	21964104	60	False	False	False	1	False
NC_051833.1	23112498	23172320	60	False	False	False	1	False
NC_051833.1	23509733	23568950	60	False	False	False	1	False
NC_051833.1	28263136	28333785	60	False	False	False	1	False
NC_051833.1	28623707	28681799	60	False	False	False	1	False
NC_051833.1	38580004	38634159	60	False	False	False	1	False
NC_051834.1	2536913	2592033	60	False	False	False	1	False
NC_051834.1	4478505	4544211	60	False	False	False	1	False
NC_051834.1	11061036	11119847	60	False	False	False	1	False
NC_051834.1	24994850	25055410	60	False	False	False	1	False
NC_051834.1	32644888	32717232	60	False	False	False	1	False
NC_051834.1	34669412	34723012	60	False	False	False	1	False
NC_051834.1	38942658	39000282	60	False	False	False	1	False
NC_051835.1	955347	1016678	60	False	False	False	1	False
NC_051835.1	13106261	13156978	60	False	False	False	1	False
NC_051835.1	18249632	18323889	60	False	False	False	1	False
NC_051835.1	23436373	23508916	60	False	False	False	1	False
NC_051835.1	33017236	33069006	60	False	False	False	1	False
NC_051835.1	33785714	33837005	60	False	False	False	1	False
NC_051835.1	36406001	36461046	60	False	False	False	1	False
NC_051836.1	3698661	3752870	60	False	False	False	1	False
NC_051836.1	11276866	11345764	60	False	False	False	1	False
NC_051836.1	27013911	27071204	60	False	False	False	1	False
NC_051837.1	574972	634483	60	False	False	False	1	False
NC_051837.1	7790832	7842018	60	False	False	False	1	False
NC_051837.1	8568536	8621477	60	False	False	False	1	False
NC_051837.1	11353405	11418044	60	False	False	False	1	False
NC_051837.1	20017414	20079909	60	False	False	False	1	False
NC_051837.1	31269207	31329671	60	False	False	False	1	False
NC_051838.1	7080793	7147581	60	False	False	False	1	False
NC_051838.1	10054548	10126362	60	False	False	False	1	False
NC_051838.1	19004008	19067846	60	False	False	False	1	False
NC_051838.1	19321861	19376696	60	False	False	False	1	False
NC_051838.1	33370196	33420674	60	False	False	False	1	False
NC_051838.1	33641835	33705242	60	False	False	False	1	False
NC_051838.1	34380069	34430694	60	False	False	False	1	False
NC_051838.1	36725342	36775647	60	False	False	False	1	False
NC_051838.1	40621835	40683716	60	False	False	False	1	False
NC_051839.1	1643004	1708560	60	False	False	False	1	False
NC_051839.1	1805405	1856208	60	False	False	False	1	False
NC_051839.1	11518999	11569382	60	False	False	False	1	False
NC_051839.1	18052245	18123443	60	False	False	False	1	False
NC_051839.1	18480986	18533175	60	False	False	False	1	False
NC_051840.1	1166863	1219794	60	False	False	False	1	False
NC_051840.1	7616013	7676372	60	False	False	False	1	False
NC_051840.1	8466112	8532234	60	False	False	False	1	False
NC_051840.1	14845639	14901149	60	False	False	False	1	False
NC_051840.1	16124607	16177018	60	False	False	False	1	False
NC_051840.1	16788107	16853124	60	False	False	False	1	False
NC_051840.1	24054229	24128740	60	False	False	False	1	False
NC_051840.1	24296513	24361259	60	False	False	False	1	False
NC_051840.1	26520111	26586822	60	False	False	False	1	False
NC_051841.1	2245776	2303016	60	False	False	False	1	False
NC_051841.1	7533022	7602083	60	False	False	False	1	False
NC_051841.1	12473128	12532864	60	False	False	False	1	False
NC_051841.1	27629161	27690392	60	False	False	False	1	False
NC_051841.1	28495545	28545686	60	False	False	False	1	False
NC_051841.1	29390284	29459285	60	False	False	False	1	False
NC_051841.1	29837431	29901354	60	False	False	False	1	False
NC_051842.1	3541738	3613722	60	False	False	False	1	False
NC_051842.1	6148634	6217613	60	False	False	False	1	False
NC_051842.1	8585823	8643867	60	False	False	False	1	False
NC_051842.1	16412131	16486695	60	False	False	False	1	False
NC_051842.1	19592201	19658874	60	False	False	False	1	False
NC_051842.1	22834825	22886249	60	False	False	False	1	False
NC_051843.1	6868917	6934242	60	False	False	False	1	False
NC_051843.1	8354252	8409529	60	False	True	False	2	True
NC_051843.1	10578732	10643009	60	False	False	False	1	False
NC_051843.1	15197385	15269910	60	False	False	False	1	False
NC_051843.1	26196588	26269373	60	False	False	False	1	False
NC_051843.1	32334636	32387595	60	False	False	False	1	False
NC_051843.1	34617972	34669640	60	False	True	False	2	True
NC_051843.1	35941631	35992808	60	False	False	False	1	False
NC_051843.1	50115742	50188659	60	False	False	False	1	False
NC_051843.1	51534278	51599514	60	False	False	False	1	False
NC_051843.1	56733328	56786162	60	False	False	False	1	False
NC_051843.1	59813343	59874197	60	False	False	False	1	False
NC_051843.1	69851587	69907041	60	False	False	False	1	False
NC_051843.1	74667098	74718660	60	False	False	False	1	False
NC_051843.1	77845859	77904191	60	False	False	False	1	False
NC_051843.1	79168554	79226339	60	False	False	False	1	False
NC_051843.1	82817447	82882230	60	False	False	False	1	False
NC_051843.1	90957857	91025361	60	False	False	False	1	False
NC_051843.1	97127995	97179954	60	False	False	False	1	False
NC_051843.1	99485997	99542726	60	False	False	False	1	False
NC_051843.1	104147730	104215864	60	False	False	False	1	False
NC_051843.1	105250253	105306545	60	False	False	False	1	False
NC_051843.1	105886803	105957615	60	False	False	False	1	False
NC_051843.1	116212579	116266672	60	False	False	False	1	False
NC_051843.1	122201824	122251894	60	False	False	False	1	False
NC_051843.1	122735338	122788464	60	False	False	False	1	False
NC_051843.1	122883327	122939331	60	False	False	False	1	False
