sampleName	Breed.Type	Category	BIOSAM.ID	run.IDs	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	includedInVCF	includedInAnalyses	effectiveAutosomalMeanCoverage	Sex	CNV.keep	SNP.keep
CKCS000003	Cavalier King Charles Spaniel	Breed_Dogs			CK128	FAM005570		Bern	Bern		YES	YES	19.98	Female	TRUE	TRUE
CKCS000004	Cavalier King Charles Spaniel	Breed_Dogs			CAV345	FAM005277		Helsinki	Helsinki		YES	YES	18.65	Male	TRUE	TRUE
CKCS000005	Cavalier King Charles Spaniel	Breed_Dogs			CAV390	FAM005278		Helsinki	Helsinki		YES	YES	19.48	Female	TRUE	TRUE
CLATUS000001	USA	Coyote		CRR032878	YPi3838	LAT007001		KIZ	Michigan	USA 113  between davis and woodland	YES	YES	22.98	Female	FALSE	FALSE
CLATUS000002	USA	Coyote		CRR032879	YPi3840	LAT007002		KIZ	Michigan	Gance Creek  Elko County  Independence Range  Elko County  NV	YES	YES	19.36	Female	FALSE	FALSE
CLATUS000003	USA	Coyote		CRR032880	YPi3841	LAT007003		KIZ	Michigan	Gance Creek  Elko County  Independence Range  Elko County  NV	YES	YES	20.79	Female	FALSE	FALSE
CLATUS000004	USA	Coyote		CRR032881	YPi3842	LAT007004		KIZ	Michigan	Gance Creek  Elko County  Independence Range  Elko County  NV	YES	YES	20.56	Male	FALSE	FALSE
CLSP000001	Clumber Spaniel	Breed_Dogs	SAMN15625794	SRR12330398	FAM007119	27422		NHGRI	Michigan		YES	YES	19.13	Female	TRUE	TRUE
CLSP000002	Clumber Spaniel	Breed_Dogs	SAMN15625795	SRR12330397	FAM007164	33091		NHGRI	Michigan		YES	YES	19.9	Male	TRUE	TRUE
CLSP000003	Clumber Spaniel	Breed_Dogs	SAMN15625796	SRR12330396	FAM007165	33092		NHGRI	Michigan		YES	YES	18.85	Female	TRUE	TRUE
CLSP000004	Clumber Spaniel	Breed_Dogs			CSP004A1	FAM005303		Helsinki	Helsinki		YES	YES	17.52	Male	TRUE	TRUE
CLSP000005	Clumber Spaniel	Breed_Dogs			CSP005A1	FAM005304		Helsinki	Helsinki		YES	YES	17.55	Female	TRUE	TRUE
CLUPAZ000001	Azerbaijan	Wolf		CRR032779:CRR032778:CRR032780	LUP004087	YPi0652		KIZ	Michigan	Azerbaijan	YES	YES	23.5	Male	TRUE	TRUE
CLUPCN000001	China	Wolf		CRR032630	YP9805	LUP000078		KIZ	Michigan	HeilongjiangÊProvince	YES	YES	18.3	Female	TRUE	TRUE
CLUPCN000002	China	Wolf		CRR032661	YP5993	LUP000111		KIZ	Michigan	QinghaiÊProvince	YES	YES	17.21	Female	TRUE	TRUE
CLUPCN000003	China	Wolf		CRR032662	YP5994	LUP000112		KIZ	Michigan	QinghaiÊProvince	YES	YES	17.46	Female	TRUE	TRUE
CLUPCN000004	China	Wolf		CRR032690	ypi1001	LUP000145		KIZ	Michigan	Xinjiang	YES	YES	19.53	Male	TRUE	TRUE
CLUPCN000005	China	Wolf		CRR032691	ypi1002	LUP000146		KIZ	Michigan	Xinjiang	YES	YES	20.81	Male	TRUE	TRUE
CLUPCN000006	China	Wolf		CRR032692	YPi1004	LUP000147		KIZ	Michigan	Xinjiang	YES	YES	20.55	Male	TRUE	TRUE
CLUPCN000007	China	Wolf		CRR032693	YPi1007	LUP000148		KIZ	Michigan	Xinjiang	YES	YES	20.38	Female	TRUE	TRUE
CLUPCN000008	China	Wolf		CRR032694	ypi989	LUP000149		KIZ	Michigan	Xinjiang	NO	NO	19.04	Male	TRUE	FALSE
CLUPCN000009	China	Wolf		CRR032695	ypi990	LUP000150		KIZ	Michigan	Xinjiang	YES	YES	18.96	Female	TRUE	TRUE
CLUPCN000010	China	Wolf		CRR032696	ypi991	LUP000151		KIZ	Michigan	Xinjiang	YES	YES	20.24	Female	TRUE	TRUE
CLUPCN000011	China	Wolf		CRR032724	YPi3018	LUP000167		KIZ	Michigan	SichuanÊprovince	NO	NO	6.96	Female	FALSE	FALSE
CLUPCN000012	China	Wolf		CRR032727	YPi3019	LUP000168		KIZ	Michigan	SichuanÊprovince	NO	NO	9.33	Female	FALSE	FALSE
CLUPEA000001	Eurasia	Wolf	SAMN19522949	SRR14750359	LUP006630	LUP006630	2-ADN596	Rennes	Michigan		YES	YES	20.63	Male	TRUE	TRUE
CLUPEU000002	Europe	Wolf	SAMN19522963	SRR14750375	LUP006628	LUP006628	2-ADN12652	Rennes	Michigan		YES	YES	23.37	Female	TRUE	TRUE
CLUPGR000001	Greece	Wolf			LUP006817	RA106		Oxford	Michigan	Ellasona Kalyvia Village Pieria Prefecture Greecce	YES	YES	18.53	Male	TRUE	TRUE
CLUPGR000002	Greece	Wolf			LUP006818	RA107		Oxford	Michigan	Ardaneio Village Evros Prefecture Greece	YES	YES	18.59	Female	TRUE	TRUE
CLUPGR000003	Greece	Wolf			LUP006819	RA108		Oxford	Michigan	Kryovrysh Village Kozanh Prefecture Greece	YES	YES	17.91	Male	TRUE	TRUE
CLUPGR000004	Greece	Wolf			LUP006820	RA109		Oxford	Michigan	Avgi Village Thessaloniki Prefecture Greece	YES	YES	18.56	Male	TRUE	TRUE
CLUPGR000005	Greece	Wolf			LUP006821	RA110		Oxford	Michigan	Lithia Village Kastoria Prefecture Greece	YES	YES	18.52	Female	TRUE	TRUE
CLUPGR000006	Greece	Wolf			LUP006822	RA111		Oxford	Michigan	Mavranaioi Village Grevena Prefecture Greece	YES	YES	20.75	Female	TRUE	TRUE
CLUPGR000007	Greece	Wolf			LUP006823	RA112		Oxford	Michigan	Pythio Village Pieria Prefecture Greece	YES	YES	18.12	Male	TRUE	TRUE
CLUPGR000008	Greece	Wolf			LUP006824	RA114		Oxford	Michigan	Petritsi Village Serres Prefecture Greece	YES	YES	17.06	Female	TRUE	TRUE
CLUPGR000009	Greece	Wolf			LUP006825	RA115		Oxford	Michigan	Perivoli Village Fthiotida Prefecture Greece	YES	YES	19.5	Female	TRUE	TRUE
CLUPGR000010	Greece	Wolf			LUP006826	RA116		Oxford	Michigan	Moschokampos Village Pieria Prefecture Greece	YES	YES	14.58	Female	TRUE	TRUE
CLUPGR000011	Greece	Wolf			LUP006827	RA117		Oxford	Michigan	Perivoli Village Fthiotida Prefecture Greece	YES	YES	20.35	Male	TRUE	TRUE
CLUPGR000012	Greece	Wolf			LUP006828	RA118		Oxford	Michigan	Grevena Village Grevena Prefecture Greece	YES	YES	17.63	Female	TRUE	TRUE
CLUPIR000001	Iran	Wolf		CRR032777	LUP004086	YPi2994		KIZ	Michigan	Iran	YES	YES	23.12	Male	TRUE	TRUE
CLUPIR000002	Iran	Wolf		CRR032838:CRR032837:CRR032836:CRR032835	LUP004100	YPi3649		KIZ	Michigan	Iran	YES	YES	24.22	Male	TRUE	TRUE
CLUPIR000003	Iran	Wolf		CRR032842:CRR032839:CRR032841:CRR032840	LUP004101	YPi3650		KIZ	Michigan	Iran	YES	YES	26.12	Male	TRUE	TRUE
CLUPIR000004	Iran	Wolf		CRR032845:CRR032843:CRR032844:CRR032846	LUP004102	YPi3651		KIZ	Michigan	Iran	YES	YES	26.18	Female	TRUE	TRUE
CLUPIR000005	Iran	Wolf		CRR032849:CRR032850:CRR032847:CRR032848	LUP004104	YPi3653		KIZ	Michigan	Iran	YES	YES	26.33	Female	TRUE	TRUE
CLUPIR000006	Iran	Wolf		CRR032854:CRR032851:CRR032853:CRR032852	LUP004105	YPi3654		KIZ	Michigan	Iran	YES	YES	25.02	Female	TRUE	TRUE
CLUPIR000007	Iran	Wolf		CRR032857:CRR032855:CRR032858:CRR032856	LUP004106	YPi3655		KIZ	Michigan	Iran	NO	NO	25.08	Male	TRUE	FALSE
CLUPKG000001	Kyrgyzstan	Wolf		CRR032891	LUP008521	YP160822-032		KIZ	Michigan	near Nura	YES	YES	16.49	Female	FALSE	FALSE
CLUPKZ000002	Kazakhstan	Wolf		CRR032892	LUP008522	YP160822-033		KIZ	Michigan	Betpak Dala	YES	YES	21.64	Male	TRUE	TRUE
CLUPPT000001	Portugal	Wolf			LUP006829	RA195		Oxford	Michigan	Portugal	YES	YES	18.11	Female	TRUE	TRUE
CLUPPT000002	Portugal	Wolf			LUP006830	RA196		Oxford	Michigan	Portugal	YES	YES	18.9	Male	TRUE	TRUE
CLUPRU000001	Russia	Wolf		CRR032882	LUP008512	ypi584		KIZ	Michigan	Altai republicKabanucha	YES	YES	19.68	Male	TRUE	TRUE
CLUPRU000002	Russia	Wolf		CRR032883	LUP008513	ypi585		KIZ	Michigan	Altai republicKabanucha	YES	YES	19.17	Male	TRUE	TRUE
CLUPRU000003	Russia	Wolf		CRR032884	LUP008514	ypi596		KIZ	Michigan	Altai republicKabanucha	YES	YES	19.22	Female	TRUE	TRUE
CLUPRU000004	Russia	Wolf		CRR032885	LUP008515	ypi639		KIZ	Michigan	Sakha-Yakutia republic North part	YES	YES	19.36	Female	TRUE	TRUE
CLUPRU000005	Russia	Wolf		CRR032886	LUP008516	YP160822-024		KIZ	Michigan	Tver	YES	YES	18.36	Male	TRUE	TRUE
CLUPRU000006	Russia	Wolf		CRR032887	LUP008517	YP160822-025		KIZ	Michigan	Velikolukskiy	YES	YES	19.05	Female	TRUE	TRUE
CLUPRU000007	Russia	Wolf		CRR032888	LUP008518	YP160822-026		KIZ	Michigan	Velykolukskiy	YES	YES	22.21	Female	TRUE	TRUE
CLUPRU000008	Russia	Wolf		CRR032889	LUP008519	YP160822-027		KIZ	Michigan	Novosokolnicheskiy	YES	YES	20.9	Male	TRUE	TRUE
CLUPRU000009	Russia	Wolf		CRR032899	LUP008558	YPi0621		KIZ	Michigan	Russia	YES	YES	23.24	Male	TRUE	TRUE
CLUPRU000010	Russia	Wolf		CRR032900	LUP008559	YPi3102		KIZ	Michigan	Russia	YES	YES	25.79	Male	TRUE	TRUE
CLUPRU000011	Russia	Wolf		CRR032901	LUP008560	YPi0634		KIZ	Michigan	Russia	YES	YES	21.97	Female	TRUE	TRUE
CLUPRU000012	Russia	Wolf		CRR032902	LUP008561	YPi0638		KIZ	Michigan	Russia	YES	YES	22.11	Male	TRUE	TRUE
CLUPRU000013	Russia	Wolf		CRR032903	LUP008562	YPi0640		KIZ	Michigan	Russia	YES	YES	21.8	Male	TRUE	TRUE
CLUPRU000014	Russia	Wolf		CRR032904	LUP008563	YPi0644		KIZ	Michigan	Russia	YES	YES	22.37	Female	TRUE	TRUE
CLUPRU000018	Russia	Wolf		CRR032890	YP160822-028	LUP008520		KIZ	Michigan	Sochi	NO	NO	16.25	Female	TRUE	FALSE
CLUPRU000019	Russia	Wolf		CRR032897	YP160822-038	LUP008527		KIZ	Michigan	Archangels province	YES	YES	19.69	Male	FALSE	FALSE
CLUPRU000020	Russia	Wolf		CRR032898	YP160822-039	LUP008528		KIZ	Michigan	Archangels province	YES	YES	22.15	Female	FALSE	FALSE
CLUPSE000001	Sweden	Wolf			LUP006645	20115275	CRR032393	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	YES	18.66	Female	TRUE	TRUE
CLUPSE000002	Sweden	Wolf			LUP006646	20115034	CRR032394	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	YES	22.14	Male	TRUE	TRUE
CLUPSE000003	Sweden	Wolf			LUP006647	20115355	CRR032395	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	YES	18.33	Female	TRUE	TRUE
CLUPSE000004	Sweden	Wolf			LUP006648	20115100	CRR032396	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	YES	20.36	Female	TRUE	TRUE
CLUPSE000005	Sweden	Wolf			LUP006649	20115277	CRR032397	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	YES	16.7	Male	TRUE	TRUE
CLUPSE000006	Sweden	Wolf			LUP006650	20115054	CRR032398	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	YES	17.84	Female	TRUE	TRUE
CLUPTJ000001	Tajikistan	Wolf		CRR032751	LUP003505	YPi3124		KIZ	Michigan	Tajikistan	YES	YES	17.81	Female	FALSE	FALSE
CLUPTJ000002	Tajikistan	Wolf		CRR032752	LUP003506	YPi3125		KIZ	Michigan	Tajikistan	YES	YES	23.37	Male	FALSE	FALSE
CLUPTJ000003	Tajikistan	Wolf		CRR032753	LUP003513	YPi3130		KIZ	Michigan	Tajikistan	YES	YES	22.74	Female	TRUE	TRUE
CLUPTJ000004	Tajikistan	Wolf		CRR032893	LUP008523	YP160822-034		KIZ	Michigan	Murgab Atobek conces	YES	YES	21.71	Female	FALSE	TRUE
CLUPTJ000005	Tajikistan	Wolf		CRR032894	LUP008524	YP160822-035		KIZ	Michigan	Murgab Atobek conces	YES	YES	21.85	Male	TRUE	TRUE
CLUPTJ000006	Tajikistan	Wolf		CRR032895	LUP008525	YP160822-036		KIZ	Michigan	Murgab Atobek conces	YES	YES	24.8	Male	FALSE	TRUE
CLUPTJ000007	Tajikistan	Wolf		CRR032896	LUP008526	YP160822-037		KIZ	Michigan	Murgab Atobek conces	YES	YES	17.3	Female	TRUE	FALSE
CNCS000001	Cane Corso	Breed_Dogs	SAMN15625797	SRR12330395	FAM007235	27352		NHGRI	Michigan		YES	YES	21.11	Female	TRUE	TRUE
CNCS000002	Cane Corso	Breed_Dogs			CI005	FAM005407		Bern	Bern		YES	YES	18.37	Male	TRUE	TRUE
CNCS000003	Cane Corso	Breed_Dogs			CAC035	FAM005276		Helsinki	Helsinki		YES	YES	18.7	Male	TRUE	TRUE
CNCS000004	Cane Corso	Breed_Dogs	SAMN19522798	SRR14750410	FAM005933	2-ADN12310		Rennes	Michigan		YES	YES	21.24	Female	TRUE	TRUE
CNTI000001	Continental Bulldog	Breed_Dogs			OB001	FAM005433		Bern	Bern		YES	YES	17.32	Female	TRUE	TRUE
CNTI000002	Continental Bulldog	Breed_Dogs			OB002	FAM005508		Bern	Bern		YES	YES	19.76	Female	TRUE	TRUE
CNTI000003	Continental Bulldog	Breed_Dogs			OB003	FAM005509		Bern	Bern		YES	YES	18.81	Female	TRUE	TRUE
CNTI000004	Continental Bulldog	Breed_Dogs			OB007	FAM005510		Bern	Bern		YES	YES	17.69	Male	TRUE	TRUE
CNTI000005	Continental Bulldog	Breed_Dogs			OB010	FAM005511		Bern	Bern		YES	YES	18.06	Female	TRUE	TRUE
CNTI000006	Continental Bulldog	Breed_Dogs			OB014	FAM005512		Bern	Bern		YES	YES	18.9	Female	TRUE	TRUE
COLL000001	Collie	Breed_Dogs	SAMN15625798	SRR12330394	FAM007087	13303		NHGRI	Michigan		YES	YES	20.01	Male	TRUE	TRUE
COLL000002	Collie	Breed_Dogs	SAMN15625799	SRR12330393	FAM007129	28861		NHGRI	Michigan	read order fixed	YES	YES	19.2	Female	TRUE	TRUE
COLL000003	Collie	Breed_Dogs	SAMN15625800	SRR12330392	FAM007131	29554		NHGRI	Michigan		YES	YES	19.73	Male	TRUE	TRUE
COLL000004	Collie	Breed_Dogs			CL003	FAM005408		Bern	Bern		YES	YES	18.78	Male	TRUE	TRUE
COLL000005	Collie	Breed_Dogs			CPK085A1	FAM005301		Helsinki	Helsinki		YES	YES	20.76	Male	TRUE	TRUE
COLL000006	Collie	Breed_Dogs			CPK094A1	FAM005302		Helsinki	Helsinki		YES	YES	16.72	Female	TRUE	TRUE
COLL000007	Collie	Breed_Dogs			CLK076A1	FAM005288		Helsinki	Helsinki		YES	YES	22.28	Male	TRUE	TRUE
COLL000008	Collie	Breed_Dogs			CLK139A1	FAM005289		Helsinki	Helsinki		YES	YES	19.16	Male	TRUE	TRUE
COLL000009	Collie	Breed_Dogs			CLK140A1	FAM005290		Helsinki	Helsinki		YES	YES	18.89	Male	TRUE	TRUE
COLL000010	Collie	Breed_Dogs			CLK141A1	FAM005291		Helsinki	Helsinki		YES	YES	19.7	Male	TRUE	TRUE
COLL000011	Collie	Breed_Dogs			CLK200A1	FAM005292		Helsinki	Helsinki		YES	YES	19.67	Female	TRUE	TRUE
COLL000012	Collie	Breed_Dogs			CLK223A1	FAM005293		Helsinki	Helsinki		YES	YES	20.26	Male	TRUE	TRUE
COLL000013	Collie	Breed_Dogs	SAMN19522799	SRR14750411	FAM006560	2-ADN6761		Rennes	Michigan		YES	YES	28.7	Female	TRUE	TRUE
COOK000001	Chinook	Breed_Dogs	SAMN15625801	SRR12330390	FAM007269	33140		NHGRI	Michigan		YES	YES	17.46	Female	TRUE	TRUE
COOK000002	Chinook	Breed_Dogs	SAMN15625802	SRR12330389	FAM007270	33141		NHGRI	Michigan		YES	YES	20.21	Female	TRUE	TRUE
COOK000003	Chinook	Breed_Dogs	SAMN15625803	SRR12330388	FAM007272	33143		NHGRI	Michigan		YES	YES	19.47	Female	TRUE	TRUE
COOK000004	Chinook	Breed_Dogs	SAMN15625804	SRR12330387	FAM007278	33256		NHGRI	Michigan		YES	YES	17.51	Male	TRUE	TRUE
COOK000005	Chinook	Breed_Dogs	SAMN15625805	SRR12330386	FAM007341	33257		NHGRI	Uppsala		YES	YES	16.48	Male	TRUE	TRUE
COOK000006	Chinook	Breed_Dogs	SAMN15625806	SRR12330385	FAM007342	33317		NHGRI	Uppsala		YES	YES	16.16	Female	TRUE	TRUE
COOK000007	Chinook	Breed_Dogs	SAMN15625807	SRR12330384	FAM007343	33360		NHGRI	Uppsala		NO	NO	11.45	Male	TRUE	FALSE
COOK000008	Chinook	Breed_Dogs	SAMN15625808	SRR12330383	FAM007344	33362		NHGRI	Uppsala		NO	NO	8.77	Male	TRUE	FALSE
COOK000009	Chinook	Breed_Dogs	SAMN15625809	SRR12330382	FAM007345	33386		NHGRI	Uppsala		NO	NO	10.19	Female	TRUE	FALSE
COTO000001	Coton de Tulear	Breed_Dogs	SAMN15625810	SRR12330381	FAM007172	33217		NHGRI	Michigan		YES	YES	18.85	Female	TRUE	TRUE
COTO000002	Coton de Tulear	Breed_Dogs	SAMN15625811	SRR12330379	FAM007346	33882		NHGRI	Uppsala		NO	NO	16.64	Female	TRUE	FALSE
COTO000003	Coton de Tulear	Breed_Dogs			CO003	FAM005409		Bern	Bern		YES	YES	18.11	Male	TRUE	TRUE
COTO000004	Coton de Tulear	Breed_Dogs			CDT451	FAM005282		Helsinki	Helsinki		YES	YES	17.74	Female	TRUE	TRUE
CRES000001	Chinese Crested	Breed_Dogs			CC604	FAM005566		Bern	Bern		YES	YES	18.83	Male	TRUE	TRUE
CRES000002	Chinese Crested	Breed_Dogs			KHK431A1	FAM005648		Helsinki	Helsinki		YES	YES	18.16	Male	TRUE	TRUE
CRSP000001	Croatian Sheepdog	Breed_Dogs			KPK004A1	FAM006741		Helsinki	Helsinki		YES	YES	16.86	Female	TRUE	TRUE
CRSP000002	Croatian Sheepdog	Breed_Dogs			KPK005A1	FAM006742		Helsinki	Helsinki		YES	YES	20.14	Male	TRUE	TRUE
CRSP000003	Croatian Sheepdog	Breed_Dogs			KPK006A1	FAM006743		Helsinki	Helsinki		YES	YES	17.24	Female	TRUE	TRUE
CRSP000004	Croatian Sheepdog	Breed_Dogs			KPK007A1	FAM006744		Helsinki	Helsinki		YES	YES	17.97	Male	TRUE	TRUE
CRTR000001	Cretan Tracer	Breed_Dogs			FAM005076	Cf1	CRR033008	Oxford	Michigan		YES	YES	18.15	Male	TRUE	TRUE
CRTR000002	Cretan Tracer	Breed_Dogs			FAM005077	Cf2	CRR033009	Oxford	Michigan		YES	YES	18.63	Female	TRUE	TRUE
CRTR000003	Cretan Tracer	Breed_Dogs			FAM005078	Cf3	CRR033010	Oxford	Michigan	Kritikos Lagonikos	YES	YES	17.34	Female	TRUE	TRUE
CRTR000004	Cretan Tracer	Breed_Dogs			FAM005079	Cf4	CRR033011	Oxford	Michigan	Kritikos Lagonikos	YES	YES	18.28	Male	TRUE	TRUE
CRTR000005	Cretan Tracer	Breed_Dogs			FAM005080	Cf5	CRR033012	Oxford	Michigan	Kritikos Lagonikos	YES	YES	19.18	Male	TRUE	TRUE
CRTR000006	Cretan Tracer	Breed_Dogs			FAM005081	Cf6	CRR033013	Oxford	Michigan	Kritikos Lagonikos	YES	YES	17.32	Female	TRUE	TRUE
CRTR000007	Cretan Tracer	Breed_Dogs			FAM005082	Cf7	CRR033014	Oxford	Michigan	Kritikos Lagonikos	YES	YES	17.5	Female	TRUE	TRUE
CRTR000008	Hellenic Hound	Breed_Dogs			FAM005083	Cf8	CRR033015	Oxford	Michigan	Greek tracer	YES	YES	17.77	Male	TRUE	TRUE
CRTR000009	Hellenic Hound	Breed_Dogs			FAM005084	Cf9	CRR033016	Oxford	Michigan	Greek tracer	YES	YES	18.92	Female	TRUE	TRUE
CRTR000010	Hellenic Hound	Breed_Dogs			FAM005085	Cf10	CRR033017	Oxford	Michigan	Greek tracer	YES	YES	18.59	Male	TRUE	TRUE
CRTR000011	Hellenic Hound	Breed_Dogs			FAM005086	Cf11	CRR033018	Oxford	Michigan	Greek tracer	YES	YES	17.12	Female	TRUE	TRUE
CRTR000012	Hellenic Hound	Breed_Dogs			FAM005087	Cf12	CRR033019	Oxford	Michigan	Greek tracer	YES	YES	17.31	Female	TRUE	TRUE
CSHD000001	Catalan Sheepdog	Breed_Dogs			KAT025A1	FAM005380		Helsinki	Helsinki		YES	YES	17.29	Female	TRUE	TRUE
CSHD000002	Catalan Sheepdog	Breed_Dogs			KAT026A1	FAM005381		Helsinki	Helsinki		YES	YES	18.98	Female	TRUE	TRUE
CSHD000003	Catalan Sheepdog	Breed_Dogs			KAT036A1	FAM005382		Helsinki	Helsinki		YES	YES	18.31	Male	TRUE	TRUE
CSHD000004	Catalan Sheepdog	Breed_Dogs	SAMN19522800	SRR14750412	FAM006544	2-ADN5570		Rennes	Michigan		YES	YES	19.36	Female	TRUE	TRUE
CSHD000005	Catalan Sheepdog	Breed_Dogs	SAMN19522801	SRR14750413	FAM006577	2-ADN8320		Rennes	Michigan		YES	YES	19.74	Female	TRUE	TRUE
CSKT000001	Cesky Terrier	Breed_Dogs	SAMN15625812	SRR12330378	FAM007337	31121		NHGRI	Uppsala		NO	NO	7.7	Female	FALSE	FALSE
CSKT000002	Cesky Terrier	Breed_Dogs	SAMN15625813	SRR12330377	FAM007248	31125		NHGRI	Michigan		NO	NO	14.09	Male	TRUE	FALSE
CSKT000003	Cesky Terrier	Breed_Dogs	SAMN15625814	SRR12330376	FAM007284	33431		NHGRI	Michigan		YES	YES	20.24	Male	TRUE	TRUE
CSKT000004	Cesky Terrier	Breed_Dogs	SAMN15625815	SRR12330375	FAM007338	33431		NHGRI	Uppsala		NO	NO	16.72	Male	TRUE	FALSE
CSKT000005	Cesky Terrier	Breed_Dogs	SAMN15625816	SRR12330374	FAM007286	33463		NHGRI	Michigan		YES	YES	19.23	Female	TRUE	TRUE
CSKT000006	Cesky Terrier	Breed_Dogs			CET029	FAM005283		Helsinki	Helsinki		YES	YES	19.67	Male	TRUE	TRUE
CSKT000007	Cesky Terrier	Breed_Dogs			CET039	FAM005284		Helsinki	Helsinki		YES	YES	18.72	Female	TRUE	TRUE
CSKT000008	Cesky Terrier	Breed_Dogs			CET051	FAM005285		Helsinki	Helsinki		YES	YES	17.67	Female	TRUE	TRUE
CTLB000001	Catalburun	Breed_Dogs		CRR032981	FAM004047	ZTD16061337		RIT	Michigan		YES	YES	18.68	Female	TRUE	TRUE
CTLB000002	Catalburun	Breed_Dogs		CRR032982	FAM004048	ZTD16061338		RIT	Michigan		YES	YES	19.14	Female	TRUE	TRUE
CTLB000003	Catalburun	Breed_Dogs		CRR032983	FAM004049	ZTD16061339		RIT	Michigan		YES	YES	20.21	Female	TRUE	TRUE
CZEC000001	Czechoslovakian Wolfdog	Breed_Dogs			TW009	FAM005628		Bern	Bern		YES	YES	18.05	Female	TRUE	TRUE
CZEC000002	Czechoslovakian Wolfdog	Breed_Dogs			TW069	FAM005629		Bern	Bern		YES	YES	18.56	Male	TRUE	TRUE
CZEC000003	Czechoslovakian Wolfdog	Breed_Dogs			CSV001A1	FAM005306		Helsinki	Helsinki		YES	YES	20.69	Male	TRUE	TRUE
CZEC000004	Czechoslovakian Wolfdog	Breed_Dogs			CSV007A1	FAM005307		Helsinki	Helsinki		YES	YES	19.6	Female	TRUE	TRUE
DACH000001	Dachshund	Breed_Dogs	SAMN15625817	SRR12330373	FAM007056	8257		NHGRI	Michigan		YES	YES	18.56	Female	TRUE	TRUE
DACH000002	Dachshund	Breed_Dogs	SAMN15625818	SRR12330372	FAM007057	8272		NHGRI	Michigan		YES	YES	21.29	Female	TRUE	TRUE
DACH000003	Dachshund	Breed_Dogs			KKM179A1	FAM005652		Helsinki	Helsinki		YES	YES	18.31	Female	TRUE	TRUE
DACH000004	Dachshund	Breed_Dogs			KKM180A1	FAM005653		Helsinki	Helsinki		YES	YES	18.05	Male	TRUE	TRUE
DACH000005	Dachshund	Breed_Dogs			KKM200A1	FAM005654		Helsinki	Helsinki		YES	YES	18.28	Male	TRUE	TRUE
DACH000006	Dachshund	Breed_Dogs			KMK018A1	FAM005657		Helsinki	Helsinki		YES	YES	19.74	Female	TRUE	TRUE
DACH000007	Dachshund	Breed_Dogs			KML078A1	FAM005658		Helsinki	Helsinki		YES	YES	18.6	Female	TRUE	TRUE
DACH000008	Dachshund	Breed_Dogs			PKM018A2	FAM005741		Helsinki	Helsinki		YES	YES	17.55	Female	TRUE	TRUE
DACH000009	Dachshund	Breed_Dogs			PKM019A1	FAM005742		Helsinki	Helsinki		YES	YES	19.74	Male	TRUE	TRUE
DACH000010	Dachshund	Breed_Dogs			PKM050A1	FAM005743		Helsinki	Helsinki		YES	YES	18.76	Female	TRUE	TRUE
DACH000011	Dachshund	Breed_Dogs			PKM058A1	FAM006814		Helsinki	Helsinki		YES	YES	16.8	Female	TRUE	TRUE
DACH000012	Dachshund	Breed_Dogs	SAMN19522802	SRR14750415	FAM005945	2-ADN12759		Rennes	Michigan		YES	YES	17.95	Male	TRUE	TRUE
DACH000013	Dachshund	Breed_Dogs	SAMN19522803	SRR14750416	FAM006603	3-ADN9741-1		Rennes	Michigan		YES	YES	18.08	Male	TRUE	TRUE
DACH000014	Dachshund	Breed_Dogs	SAMN19522804	SRR14750417	FAM005920	2-ADN11544		Rennes	Michigan		YES	YES	20.91	Male	TRUE	TRUE
DACH000015	Dachshund	Breed_Dogs	SAMN19522805	SRR14750418	FAM005927	2-ADN12059		Rennes	Michigan		YES	YES	19.71	Female	TRUE	TRUE
DACH000016	Dachshund	Breed_Dogs	SAMN19522806	SRR14750419	FAM005935	2-ADN12467		Rennes	Michigan		YES	YES	18.01	Female	TRUE	TRUE
DACH000017	Dachshund	Breed_Dogs	SAMN19522807	SRR14750420	FAM005983	3-ADN22484		Rennes	Michigan		YES	YES	19	Male	TRUE	TRUE
DALM000001	Dalmatian	Breed_Dogs	SAMN15625819	SRR12330371	FAM007052	7305		NHGRI	Michigan		YES	YES	23.06	Male	TRUE	TRUE
DALM000002	Dalmatian	Breed_Dogs	SAMN15625820	SRR12330370	FAM007086	13301		NHGRI	Michigan		YES	YES	18.39	Female	TRUE	TRUE
DALM000003	Dalmatian	Breed_Dogs			DA162	FAM005573		Bern	Bern		YES	YES	18.44	Male	TRUE	TRUE
DALM000004	Dalmatian	Breed_Dogs			DAL133A1	FAM005310		Helsinki	Helsinki		YES	YES	17.98	Female	TRUE	TRUE
DALM000005	Dalmatian	Breed_Dogs	SAMN19522808	SRR14750541	FAM005955	2-ADN13408		Rennes	Michigan		YES	YES	22.02	Male	TRUE	TRUE
DAND000001	Dandie Dinmont Terrier	Breed_Dogs	SAMN15625821	SRR12330368	FAM007191	7731		NHGRI	Michigan		YES	YES	21.35	Male	TRUE	TRUE
